_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
effect of different restorative materials on stress distribution around dental implants,Effect of Different Restorative Materials on Stress Distribution around Dental Implants.,Journal of long-term effects of medical implants,journalArticle,RSUECYHG,Hejazi 等 - 2025 - Effect of Different Restorative Materials on Stress Distribution around Dental Implants.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""Catia (v5-6r2019) and Geomagic Design (X 2020) were used for the reverse engineering process""以及""ANSYS software (version 19.2) is used for both meshing and simulating""。",CATIA; Geomagic Design; ANSYS,Implantology,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""Catia (v5-6r2019) and Geomagic Design (X 2020) were used for the reverse engineering process""以及""ANSYS software (version 19.2) is used for both meshing and simulating""。
【软件】: CATIA; Geomagic Design; ANSYS
【专科】: Implantology
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
stress distribution in endodontically treated external cervical resorption lesions restored with mta and biodentine a finite element analysis,Stress distribution in endodontically treated external cervical resorption lesions restored with MTA and biodentine - A finite element analysis.,Journal of oral biology and craniofacial research,journalArticle,ZF8KYU3K,Manaktala 等 - 2024 - Stress distribution in endodontically treated external cervical resorption lesions restored with MTA.pdf,INCLUDE,"该研究自身在材料与方法中使用有限元分析软件 Optistruct 进行应力分布分析，原文明确写道 ""subjected to FEA using Optistruct software""。",Optistruct,Endodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用有限元分析软件 Optistruct 进行应力分布分析，原文明确写道 ""subjected to FEA using Optistruct software""。
【软件】: Optistruct
【专科】: Endodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
powerscope 2 functional appliance a 3d finite element simulation of its action on the mandible,PowerScope 2 functional appliance: A 3D finite element simulation of its action on the mandible.,Journal of oral biology and craniofacial research,journalArticle,SQ3JDDN7,Al Hamdany 等 - 2023 - PowerScope 2 functional appliance A 3D finite element simulation of its action on the mandible.pdf,INCLUDE,该研究自身在材料与方法中使用 AutoCAD (2010) 创建下颌骨3D模型，并上传至 Autodesk Inventor Professional (2020) 进行有限元分析，均为具名的第三方非牙科3D软件。,AutoCAD; Autodesk Inventor,Orthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 AutoCAD (2010) 创建下颌骨3D模型，并上传至 Autodesk Inventor Professional (2020) 进行有限元分析，均为具名的第三方非牙科3D软件。
【软件】: AutoCAD; Autodesk Inventor
【专科】: Orthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
biomechanical simulation of segmented intrusion of a mandibular canine using robot orthodontic measurement simulation system ross,Biomechanical simulation of segmented intrusion of a mandibular canine using Robot Orthodontic Measurement & Simulation System (ROSS),JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,journalArticle,G2CIWA2W,Sabbagh 等 - 2024 - Biomechanical simulation of segmented intrusion of a mandibular canine using Robot Orthodontic Measu.pdf,INCLUDE,"该研究自身在材料与方法中使用多个具名第三方非牙科3D软件处理3D数据，如""using 3D CAD software (Autodesk Inventor Professional, 2023)""、""using specialized software (Autodesk Meshmixer Version 3.5)""以及""matched to the sensor structure in the open-source system MeshLab""。",Autodesk Inventor Professional; Autodesk Meshmixer; MeshLab,Orthodontics,Biomechanical analysis and simulation,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用多个具名第三方非牙科3D软件处理3D数据，如""using 3D CAD software (Autodesk Inventor Professional, 2023)""、""using specialized software (Autodesk Meshmixer Version 3.5)""以及""matched to the sensor structure in the open-source system MeshLab""。
【软件】: Autodesk Inventor Professional; Autodesk Meshmixer; MeshLab
【专科】: Orthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: in_vitro"
influence of scanner precision and analysis software in quantifying three dimensional intraoral changes two factor factorial experimental design,Influence of Scanner Precision and Analysis Software in Quantifying Three-Dimensional Intraoral Changes: Two-Factor Factorial Experimental Design,JOURNAL OF MEDICAL INTERNET RESEARCH,journalArticle,R4F9LK9P,O'Toole 等 - 2020 - Influence of Scanner Precision and Analysis Software in Quantifying Three-Dimensional Intraoral Chan.pdf,INCLUDE,"该研究自身在方法中使用工程软件 Geomagic Control（""analyzed using the engineering software Geomagic Control (3D Systems, Germany)""）对3D扫描数据进行定量分析。",Geomagic Control,Restorative Dentistry,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用工程软件 Geomagic Control（""analyzed using the engineering software Geomagic Control (3D Systems, Germany)""）对3D扫描数据进行定量分析。
【软件】: Geomagic Control
【专科】: Restorative Dentistry
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
evaluation of stress in the maxillary complex of a unilateral cleft lip and palate on simulated occlusal loading using finite element analysis,Evaluation of Stress in the Maxillary Complex of a Unilateral Cleft Lip and Palate on Simulated Occlusal Loading Using Finite Element Analysis.,Journal of maxillofacial and oral surgery,journalArticle,2YGJ6PCB,Williams 等 - 2025 - Evaluation of Stress in the Maxillary Complex of a Unilateral Cleft Lip and Palate on Simulated Occl.pdf,INCLUDE,"该研究自身在材料与方法中使用了具名第三方非牙科3D软件，原文明确写道""ANSYS™ 14.0 and MIMICS™ software were used for the same""，用于从CT图像构建上颌复合体三维有限元模型并进行应力分析。",ANSYS; MIMICS,Oral and Maxillofacial Surgery,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用了具名第三方非牙科3D软件，原文明确写道""ANSYS™ 14.0 and MIMICS™ software were used for the same""，用于从CT图像构建上颌复合体三维有限元模型并进行应力分析。
【软件】: ANSYS; MIMICS
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
effect of different implant abutment mismatches on stress distribution a 3 dimensional finite element study,Effect of Different Implant-Abutment Mismatches on Stress Distribution: A 3-Dimensional Finite Element Study,JOURNAL OF ORAL IMPLANTOLOGY,journalArticle,J277RC4P,Esfahanian 等 - 2022 - Effect of Different Implant-Abutment Mismatches on Stress Distribution A 3-Dimensional Finite Eleme.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""3D modeling software (SolidWorks 2019, SolidWorks Corp, Waltham, MA, USA) was used in this FEA study""以及""Collected data were analyzed using CATIA software""。",SolidWorks; CATIA,Implantology,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件，原文明确写道""3D modeling software (SolidWorks 2019, SolidWorks Corp, Waltham, MA, USA) was used in this FEA study""以及""Collected data were analyzed using CATIA software""。
【软件】: SolidWorks; CATIA
【专科】: Implantology
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
patient specific subperiostealtitanium implant for maxillary reconstruction following oncologic resection a one year follow up case report,Patient-Specific SubperiostealTitanium Implant for Maxillary Reconstruction Following Oncologic Resection: A One-Year Follow-Up Case Report,JOURNAL OF ORAL IMPLANTOLOGY,journalArticle,M78JJLDC,Gerçek 等 - 2025 - Patient-Specific Subperiosteal Titanium Implant for Maxillary Reconstruction Following Oncologic Res.pdf,EXCLUDE,"证据片段仅泛泛提及""virtual surgical planning (VSP), stereolithographic (STL) models, and CAD/CAM technology""，未出现任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及""virtual surgical planning (VSP), stereolithographic (STL) models, and CAD/CAM technology""，未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
cad cam for removable partial denture fabrication after marginal mandibulectomy based on a well adjusted pre existing denture,CAD-CAM for removable partial denture fabrication after marginal mandibulectomy based on a well-adjusted pre-existing denture.,Journal of oral science,journalArticle,WY7HU9GF,Alkrayem 等 - 2024 - CAD-CAM for removable partial denture fabrication after marginal mandibulectomy based on a well-adju.pdf,INCLUDE,"证据片段明确显示该研究自身使用了非牙科3D软件：""the three-dimensional (3D) modeling software (Meshmixer, Autodesk Inc., San Francisco, CA, USA) and (Blender; Blender Foundation, Amsterdam, Netherlands) were used for the other""。",Meshmixer; Blender,Prosthodontics,Digital design and manufacturing,case_report,"【判定】: INCLUDE
【判定理由】: 证据片段明确显示该研究自身使用了非牙科3D软件：""the three-dimensional (3D) modeling software (Meshmixer, Autodesk Inc., San Francisco, CA, USA) and (Blender; Blender Foundation, Amsterdam, Netherlands) were used for the other""。
【软件】: Meshmixer; Blender
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: case_report"
three dimensional evaluation of maxillary second molar position in untreated patients with normal occlusion,Three-dimensional evaluation of maxillary second molar position in untreated patients with normal occlusion,JOURNAL OF OROFACIAL ORTHOPEDICS-FORTSCHRITTE DER KIEFERORTHOPADIE,journalArticle,ESG5XPH2,Goracci 等 - 2022 - Three-dimensional evaluation of maxillary second molar position in untreated patients with normal oc.pdf,INCLUDE,"该研究自身在材料与方法中使用 3D Slicer 进行三维测量，原文明确写道 ""Digital measurements were recorded with the open source software 3D Slicer"" 以及 ""The 3D surface model (.stl file) was loaded into 3DSlicer""。",3D Slicer,Orthodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 3D Slicer 进行三维测量，原文明确写道 ""Digital measurements were recorded with the open source software 3D Slicer"" 以及 ""The 3D surface model (.stl file) was loaded into 3DSlicer""。
【软件】: 3D Slicer
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
accuracy of impressions for multiple implants a comparative study of digital and conventional techniques,Accuracy of impressions for multiple implants: A comparative study of digital and conventional techniques.,The Journal of prosthetic dentistry,journalArticle,EW2C8XGG,Lyu 等 - 2022 - Accuracy of impressions for multiple implants A comparative study of digital and conventional techn.pdf,EXCLUDE,"证据片段仅提到""imported to a metrology software program""，未给出任何具名的第三方非牙科3D软件名称；文中出现的具名软件（3Shape D800 Scanner、3Shape TRIOS Scanner 2）均为牙科专用设备/软件，不符合纳入标准。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提到""imported to a metrology software program""，未给出任何具名的第三方非牙科3D软件名称；文中出现的具名软件（3Shape D800 Scanner、3Shape TRIOS Scanner 2）均为牙科专用设备/软件，不符合纳入标准。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
accuracy of three dimensional soft tissue prediction considering the facial aesthetic units using a virtual planning system in orthognathic surgery,Accuracy of Three-Dimensional Soft-Tissue Prediction Considering the Facial Aesthetic Units Using a Virtual Planning System in Orthognathic Surgery,JOURNAL OF PERSONALIZED MEDICINE,journalArticle,36T3IZ5W,Awad 等 - 2022 - Accuracy of Three-Dimensional Soft-Tissue Prediction Considering the Facial Aesthetic Units Using a.pdf,INCLUDE,"该研究自身在材料与方法中使用工程软件 Geomagic Control X 处理3D数据，原文明确写道""the soft-tissue simulation, done by the VSP was exported as STL files in the engineering software Geomagic Control X""。",Geomagic Control X,Orthodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用工程软件 Geomagic Control X 处理3D数据，原文明确写道""the soft-tissue simulation, done by the VSP was exported as STL files in the engineering software Geomagic Control X""。
【软件】: Geomagic Control X
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
a novel digital technique for measuring the accuracy of an indirect bonding technique using fixed buccal multibracket appliances,A Novel Digital Technique for Measuring the Accuracy of an Indirect Bonding Technique Using Fixed Buccal Multibracket Appliances,JOURNAL OF PERSONALIZED MEDICINE,journalArticle,ZV568RJY,Faus-Matoses 等 - 2021 - A Novel Digital Technique for Measuring the Accuracy of an Indirect Bonding Technique Using Fixed Bu.pdf,EXCLUDE,"证据片段中仅提及使用牙科专用软件""orthodontic planning software (Ortho Analyzer, 3Shape)""及自研的""customized iterative closest point algorithm""，未出现该研究自身使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅提及使用牙科专用软件""orthodontic planning software (Ortho Analyzer, 3Shape)""及自研的""customized iterative closest point algorithm""，未出现该研究自身使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
fully digital workflow for duplicating clasp retained removable partial dentures using three dimensional printing a clinical report,Fully digital workflow for duplicating clasp-retained removable partial dentures using three-dimensional printing: A clinical report.,The Journal of prosthetic dentistry,journalArticle,SHU8ZH2B,Song 等 - 2025 - Fully digital workflow for duplicating clasp-retained removable partial dentures using three-dimensi.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件 Meshmixer（Autodesk）进行扫描数据对齐与偏移处理，原文为""aligned with the intraoral scan data to unify the physical space position in a free software program (Meshmixer; Autodesk)""及""offset by 0.2 mm in a CAD software program (Meshmixer)""。",Meshmixer,Prosthodontics,Digital design and manufacturing,case_report,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件 Meshmixer（Autodesk）进行扫描数据对齐与偏移处理，原文为""aligned with the intraoral scan data to unify the physical space position in a free software program (Meshmixer; Autodesk)""及""offset by 0.2 mm in a CAD software program (Meshmixer)""。
【软件】: Meshmixer
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: case_report"
computer aided design and 3d fabrication of a segmented silicone obturator rpd prosthesis for rehabilitating maxillary defects,Computer-aided design and 3D fabrication of a segmented silicone obturator-RPD prosthesis for rehabilitating maxillary defects.,The Journal of prosthetic dentistry,journalArticle,C465U7B6,Wang 等 - 2026 - Computer-aided design and 3D fabrication of a segmented silicone obturator-RPD prosthesis for rehabi.pdf,INCLUDE,"该技术说明自身在方法中使用具名第三方非牙科3D软件，原文明确""Defect margin delineation and prosthesis design were performed using Geomagic Studio 2013 and SolidWorks 2012 software programs""，并""Reconstruct the data in a software program (Mimics 10.01; Materialise)""。",Mimics; Geomagic Studio; SolidWorks,Prosthodontics,Digital design and manufacturing,technical_note,"【判定】: INCLUDE
【判定理由】: 该技术说明自身在方法中使用具名第三方非牙科3D软件，原文明确""Defect margin delineation and prosthesis design were performed using Geomagic Studio 2013 and SolidWorks 2012 software programs""，并""Reconstruct the data in a software program (Mimics 10.01; Materialise)""。
【软件】: Mimics; Geomagic Studio; SolidWorks
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: technical_note"
three dimensional macroscopical quantification of plaque accumulation on implant supported fixed complete dental prostheses surfaces a methodological pilot study,Three-dimensional macroscopical quantification of plaque accumulation on implant-supported fixed complete dental prostheses surfaces: A methodological  pilot study.,The Journal of prosthetic dentistry,journalArticle,26W6AMTX,Jia 等 - 2022 - Three-dimensional macroscopical quantification of plaque accumulation on implant-supported fixed com.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件进行3D数据处理与建模，如""carved out along the sagittal plane (Fig. 2) with a computer-assisted design (CAD) software program (Siemens PLM NX, 12.0.2.9-MP14, Autodesk PowerShape Ultimate 2017 SP6, 17.1.36)""，并用""ImageJ (version 1.52a; National Institutes of Health)""进行测量。",Siemens PLM NX; Autodesk PowerShape; ImageJ,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件进行3D数据处理与建模，如""carved out along the sagittal plane (Fig. 2) with a computer-assisted design (CAD) software program (Siemens PLM NX, 12.0.2.9-MP14, Autodesk PowerShape Ultimate 2017 SP6, 17.1.36)""，并用""ImageJ (version 1.52a; National Institutes of Health)""进行测量。
【软件】: Siemens PLM NX; Autodesk PowerShape; ImageJ
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
scanning accuracy of nondental structured light extraoral scanners compared with that of a dental specific scanner,Scanning accuracy of nondental structured light extraoral scanners compared with that of a dental-specific scanner.,The Journal of prosthetic dentistry,journalArticle,JVZTWR93,Piedra-Cascón 等 - 2021 - Scanning accuracy of nondental structured light extraoral scanners compared with that of a dental-sp.pdf,INCLUDE,"该研究自身在材料与方法中使用开源软件 CloudCompare 进行扫描精度分析，原文明确写道 ""by using an open-source software (CloudCompare v.2.6.1; CloudCompare) and the iterative closest point technique""。",CloudCompare,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用开源软件 CloudCompare 进行扫描精度分析，原文明确写道 ""by using an open-source software (CloudCompare v.2.6.1; CloudCompare) and the iterative closest point technique""。
【软件】: CloudCompare
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
accuracy evaluation of dual function scan body for recording complete arch implant supported prostheses,Accuracy evaluation of dual-function scan body for recording complete arch implant-supported prostheses.,The Journal of prosthetic dentistry,journalArticle,LRABR3D6,Veríssimo 等 - 2026 - Accuracy evaluation of dual-function scan body for recording complete arch implant-supported prosthe.pdf,INCLUDE,"该研究自身在材料与方法中使用 GOM Inspect 进行测量（""Interimplant distances and 3D angulations (X, Y, and Z axes) were evaluated using an inspection software program (GOM Inspect)""），并使用 InVesalius 进行虚拟重建（""a free medical software program for virtual reconstruction of anatomical structures (InVesalius...)""）。",GOM Inspect; InVesalius,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 GOM Inspect 进行测量（""Interimplant distances and 3D angulations (X, Y, and Z axes) were evaluated using an inspection software program (GOM Inspect)""），并使用 InVesalius 进行虚拟重建（""a free medical software program for virtual reconstruction of anatomical structures (InVesalius...)""）。
【软件】: GOM Inspect; InVesalius
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
design and fabrication of an interim fi xed restoration with an open source nondental cad software program and additive manufacturing a technical report,Design and fabrication of an interim fi xed restoration with an open-source nondental CAD software program and additive manufacturing: A technical report,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,9Q6DIK59,Pişkin 等 - 2024 - Design and fabrication of an interim fixed restoration with an open-source nondental CAD software pr.pdf,INCLUDE,"该技术报告自身在方法中使用具名非牙科开源CAD软件，证据片段明确记载 ""using the path 'File>Import>STL' of the nondental CAD software program (Blender 3.0.0; Blender Foundation)""。",Blender,Prosthodontics,Digital design and manufacturing,technical_note,"【判定】: INCLUDE
【判定理由】: 该技术报告自身在方法中使用具名非牙科开源CAD软件，证据片段明确记载 ""using the path 'File>Import>STL' of the nondental CAD software program (Blender 3.0.0; Blender Foundation)""。
【软件】: Blender
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: technical_note"
does partial adhesive preparation design and finish line depth influence trueness and precision of intraoral scanners,Does partial adhesive preparation design and finish line depth influence trueness and precision of intraoral scanners?,The Journal of prosthetic dentistry,journalArticle,G3EFXBN7,Baldi 等 - 2023 - Does partial adhesive preparation design and finish line depth influence trueness and precision of i.pdf,INCLUDE,"该研究自身在材料与方法中将STL文件导入第三方逆向工程软件进行对齐和3D表面分析，原文为""The obtained STL ﬁles were imported into a reverse-engineering computer program (Geomagic Studio 12; 3D Systems) to align and analyze the 3D surfaces""。",Geomagic Studio 12,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中将STL文件导入第三方逆向工程软件进行对齐和3D表面分析，原文为""The obtained STL ﬁles were imported into a reverse-engineering computer program (Geomagic Studio 12; 3D Systems) to align and analyze the 3D surfaces""。
【软件】: Geomagic Studio 12
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
effect of scan body designs and internal conical angles on the 3 dimensional accuracy of implant digital scans,Effect of scan body designs and internal conical angles on the 3-dimensional accuracy of implant digital scans.,The Journal of prosthetic dentistry,journalArticle,R7GEJ225,Park 等 - 2024 - Effect of scan body designs and internal conical angles on the 3-dimensional accuracy of implant dig.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件进行测量与分析，如""an inspection software program (Geomagic Control X; 3D Systems)""及""computational software program (Calypso; Zeiss)""用于计算植入物三维坐标。",Geomagic Control X; Calypso,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件进行测量与分析，如""an inspection software program (Geomagic Control X; 3D Systems)""及""computational software program (Calypso; Zeiss)""用于计算植入物三维坐标。
【软件】: Geomagic Control X; Calypso
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
accuracy of scanning using photogrammetry and reverse scan for complete arch implant supported prostheses an in vitro comparative study,Accuracy of scanning using photogrammetry and reverse scan for complete arch implant-supported prostheses: An in vitro comparative study.,The Journal of prosthetic dentistry,journalArticle,9SDX4TPK,Farid 等 - 2026 - Accuracy of scanning using photogrammetry and reverse scan for complete arch implant-supported prost.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件进行3D比对分析，原文明确写道""By using metrology and a 3D inspection software program (Geomagic Control X; 3D systems)""。",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件进行3D比对分析，原文明确写道""By using metrology and a 3D inspection software program (Geomagic Control X; 3D systems)""。
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
micro ct analysis of marginal and internal fit of milled and pressed polyetheretherketone single crowns,Micro-CT analysis of marginal and internal fit of milled and pressed polyetheretherketone single crowns,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,SV83KBN8,Attia 等 - 2023 - Micro-CT analysis of marginal and internal fit of milled and pressed polyetheretherketone single cro.pdf,EXCLUDE,证据片段中仅出现牙科专用软件（DWOS V.8; Dental Wings）及统计软件（G*Power），未提及该研究自身使用任何具名的第三方非牙科3D软件；mCT仅用于测量，未涉及非牙科3D软件处理。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅出现牙科专用软件（DWOS V.8; Dental Wings）及统计软件（G*Power），未提及该研究自身使用任何具名的第三方非牙科3D软件；mCT仅用于测量，未涉及非牙科3D软件处理。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
accelerated denture base festooning using a free 3d modeling computer program a dental technique,Accelerated denture base festooning using a free 3D modeling computer program: A dental technique,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,SA3TBA8Z,Azpiazu-Flores 等 - 2024 - Accelerated denture base festooning using a free 3D modeling computer program A dental technique..pdf,INCLUDE,"该技术说明在方法中明确写道""Import the digital file of the denture base to be festooned to a CAD program (Meshmixer; AutoCad)""，即研究自身使用了具名第三方非牙科3D软件 Meshmixer 和 AutoCAD 进行义齿基托的三维建模处理。",Meshmixer; AutoCAD,Prosthodontics,Digital design and manufacturing,technical_note,"【判定】: INCLUDE
【判定理由】: 该技术说明在方法中明确写道""Import the digital file of the denture base to be festooned to a CAD program (Meshmixer; AutoCad)""，即研究自身使用了具名第三方非牙科3D软件 Meshmixer 和 AutoCAD 进行义齿基托的三维建模处理。
【软件】: Meshmixer; AutoCAD
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: technical_note"
topology design and structural optimization of co cr frameworks for implant supported prostheses,Topology design and structural optimization of Co-Cr frameworks for implant-supported prostheses,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,ULYRP2VM,Özden 等 - 2026 - Topology design and structural optimization of Co-Cr frameworks for implant-supported prostheses.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件，如""using a 3-dimensional design program (Ansys SpaceClaim 2022 R1; ANSYS Inc)""及""imported into a topology optimization software program (nTop 5.13.2; nTopology Inc)""。",ANSYS SpaceClaim; nTop,Prosthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件，如""using a 3-dimensional design program (Ansys SpaceClaim 2022 R1; ANSYS Inc)""及""imported into a topology optimization software program (nTop 5.13.2; nTopology Inc)""。
【软件】: ANSYS SpaceClaim; nTop
【专科】: Prosthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
complete arch digital implant scan accuracy with screw retained or snap on scan bodies a comparative in vitro study,Complete arch digital implant scan accuracy with screw-retained or snap-on scan bodies: A comparative in vitro study,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,E7QLY3AY,Arcuri 等 - 2025 - Complete arch digital implant scan accuracy with screw-retained or snap-on scan bodies A comparativ.pdf,INCLUDE,"该研究自身在材料与方法中使用第三方非牙科3D软件处理数据，如""best-fit alignment using a dedicated software program (MeshMixer; Autodesk Inc)""及""imported into a metrology software program (Hyper Cad S; Open Mind Technologies AG)""。",MeshMixer; Hyper Cad S,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用第三方非牙科3D软件处理数据，如""best-fit alignment using a dedicated software program (MeshMixer; Autodesk Inc)""及""imported into a metrology software program (Hyper Cad S; Open Mind Technologies AG)""。
【软件】: MeshMixer; Hyper Cad S
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
evaluation of two printing techniques for maxillary removable partial denture frameworks,Evaluation of two printing techniques for maxillary removable partial denture frameworks,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,I2CX599X,Sokolowski 等 - 2024 - Evaluation of two printing techniques for maxillary removable partial denture frameworks..pdf,INCLUDE,"该研究自身使用开源计量软件 ""CloudCompare Version 2.12.0; GPL software"" 对扫描框架的 STL 文件进行叠加与偏差分析，属于具名第三方非牙科3D软件。",CloudCompare,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身使用开源计量软件 ""CloudCompare Version 2.12.0; GPL software"" 对扫描框架的 STL 文件进行叠加与偏差分析，属于具名第三方非牙科3D软件。
【软件】: CloudCompare
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
fit of removable partial denture frameworks fabricated from 3d printed patterns versus the conventional method an in vitro comparison,Fit of removable partial denture frameworks fabricated from 3D printed patterns versus the conventional method: An in vitro comparison,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,TVXA8RF7,Rokhshad 等 - 2024 - Fit of removable partial denture frameworks fabricated from 3D printed patterns versus the conventio.pdf,INCLUDE,"该研究自身在材料与方法中使用具名第三方非牙科3D软件进行测量，原文为""Gap measurement was assessed vertically with a superimposition software program (Geomagic Control X)""。",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用具名第三方非牙科3D软件进行测量，原文为""Gap measurement was assessed vertically with a superimposition software program (Geomagic Control X)""。
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
