序号,Key,Title,run1,run2,run3,一致,一致度,多数标签
,2TQ3SIPG,Fully digital pneumatic gingival-retraction scanning technique: from methodology development to clinical validation,unsure,unsure,unsure,True,1.0,unsure
,49BSQFC2,"Tooth shape and sex estimation: a 3D geometric morphometric landmark-based comparative analysis of artificial neural networks, support vector machines, and Random Forest models",include,include,include,True,1.0,include
,HUWDGWUP,"MULTIDIMENSIONAL SPATIAL MAPPING OF EXTRACELLULAR MATRIX: CARTILAGINOUS-OSSEOUS COMPOSITE FORMATION, TENDON INTEGRATION AND VASCULARIZATION DURING SKELETAL GROWTH AND REPAIR",exclude,exclude,exclude,True,1.0,exclude
,A4YJJ2FI,Unveiling Software Limitations in the Assessment of the Minimum Sectional Area and Volume in Cleft LIP and Palate Patients,include,include,include,True,1.0,include
,8FPRU8TV,Flame-made nanoparticles for magnetic hyperthermia and MRI in colorectal cancer theranostics,exclude,exclude,exclude,True,1.0,exclude
,ES6GIT7A,Geonet: enhanced 3D tooth segmentation via geometric feature integration,unsure,unsure,unsure,True,1.0,unsure
,L73R2LUV,Growing Pains: The Need for Engineered Platforms to Study Growth Plate Biology,exclude,exclude,exclude,True,1.0,exclude
,EGCD2BWK,"Biomechanical Analysis of Different Framework Design, Framework Material and Bone Density in the Edentulous Mandible With Fixed Implant-Supported Prostheses: A Three-Dimensional Finite Element Study",unsure,unsure,unsure,True,1.0,unsure
,C3HQZHNH,Comparative accuracy of photogrammetry and intraoral scanners in recordings for complete arch implant-supported prostheses: A systematic review and meta-analysis,exclude,exclude,exclude,True,1.0,exclude
,F78S65N9,Mandible Segmentation of Dental CBCT Scans Affected by Metal Artifacts Using Coarse-to-Fine Learning Model,unsure,unsure,unsure,True,1.0,unsure
,L3YA434K,Scaling relationships between Haversian canal-to-secondary osteon and midshaft femur cortical-to-total area in a human autopsy sample,exclude,exclude,exclude,True,1.0,exclude
,Q93MKGW7,Automatic detection and segmentation of morphological changes of the maxillary sinus mucosa on cone-beam computed tomography images using a three-dimensional convolutional neural network,unsure,unsure,unsure,True,1.0,unsure
,3PWLRRPK,Diagnosis of architectural distortion on digital breast tomosynthesis using radiomics and deep learning,exclude,exclude,exclude,True,1.0,exclude
,SI65R3XK,"Prosthetic designs for complete dentures manufactured using contemporary 3D printing techniques: A case series with clinical, design, and laboratory considerations",unsure,unsure,unsure,True,1.0,unsure
,AILQQN44,Macrovascular complications in type 2 diabetes: a multiregional study in rural Bangladesh,exclude,exclude,exclude,True,1.0,exclude
,FLISDX7U,Computed Tomography Three-Dimensional Reconstruction Algorithm in the Diagnosis of Periodontitis and Its Correlation with Hypertension,unsure,unsure,unsure,True,1.0,unsure
,SJ9KNVQL,Accurate mandibular canal segmentation of dental CBCT using a two-stage 3D-UNet based segmentation framework,unsure,unsure,unsure,True,1.0,unsure
,XGLGTVCV,Predicting toxicity and bioactivity of the chemical exposome: a case study for the blood exposome database,exclude,exclude,exclude,True,1.0,exclude
,K24ZBIB8,Enhancing panoramic dental imaging with AI-driven arch surface fitting: achieving improved clarity and accuracy through an optimal reconstruction zone,unsure,unsure,unsure,True,1.0,unsure
,CBR5QJL6,Accuracy of complete-arch digital implant impression with or without scanbody splinting: An in vitro study,unsure,unsure,unsure,True,1.0,unsure
,C8GFSH6N,C2F-3DToothSeg: Coarse-to-fine 3D tooth segmentation via intuitive single clicks,unsure,unsure,unsure,True,1.0,unsure
,4UEZB8TK,Mugharet el'Aliya: Affinities of an enigmatic north African Aterian maxillary fragment,exclude,exclude,exclude,True,1.0,exclude
,AS7ZN4BZ,Assessment of Compatibility between Various Intraoral Scanners and 3D Printers through an Accuracy Analysis of 3D Printed Models,unsure,unsure,unsure,True,1.0,unsure
,LMQDB4W2,Design and Validation of a High-Fidelity Left Atrial Cardiac Simulator for the Study and Advancement of Left Atrial Appendage Occlusion,exclude,exclude,exclude,True,1.0,exclude
,6FS76PG8,A digital workflow for designing and manufacturing metal frameworks and removable partial dentures: A novel dental technique,unsure,unsure,unsure,True,1.0,unsure
,28CP2XT3,Deep Learning-Based Facial and Skeletal Transformations for Surgical Planning,unsure,unsure,unsure,True,1.0,unsure
,ZL7MDZW7,DenSplat: Enhanced visual quality in optimized 3D oral reconstruction via Gaussian pruning,include,include,include,True,1.0,include
,22E3LTVB,A tiered approach to risk assess microbiome perturbations induced by application of beauty and personal care products,exclude,exclude,exclude,True,1.0,exclude
,MXANGCGS,An open deep learning-based framework and model for tooth instance segmentation in dental CBCT,include,include,include,True,1.0,include
,KZA6BJGC,Neurosurgical Management of Cerebrospinal Tumors in the Era of Artificial Intelligence : A Scoping Review,exclude,exclude,exclude,True,1.0,exclude
,EEF8CDJW,Multi-objective optimization for enhanced digitalization in direct 3D printing: an application in dentistry,unsure,unsure,unsure,True,1.0,unsure
,IA75VX32,Engineering osteoclast resorption units via sacrificial microgels in a bone-on-chip platform,exclude,exclude,exclude,True,1.0,exclude
,ZAXSXJM9,Preclinical evaluation of a 3D-printed hydroxyapatite/poly(lactic-co-glycolic acid) scaffold for ridge augmentation,unsure,unsure,unsure,True,1.0,unsure
,MK2D6HAZ,Current Knowledge and Future Perspectives of Exosomes as Nanocarriers in Diagnosis and Treatment of Diseases,exclude,exclude,exclude,True,1.0,exclude
,EVIJIMCA,Comparison of dimensional accuracy between direct-printed and thermoformed aligners,include,include,include,True,1.0,include
,U5GXFII9,Cross-modality imaging of bisphosphonate-treated murine jawbones,unsure,unsure,unsure,True,1.0,unsure
,2S77A9R2,MultiDentFormer: Local-to-Global Feature Fusion for 3D Dental Biometric Recognition,unsure,unsure,unsure,True,1.0,unsure
,XNBZP7KT,Novel bisphosphonate-based cathepsin K-triggered compound targets the enthesis without impairing soft tissue-to-bone healing,exclude,exclude,exclude,True,1.0,exclude
,3WS982F7,MPGLNet: Multi-scale progressive global-local fusion dental point cloud complementation network,unsure,unsure,unsure,True,1.0,unsure
,T275RA9C,Recent Strategies and Advances in Hydrogel-Based Delivery Platforms for Bone Regeneration,exclude,exclude,exclude,True,1.0,exclude
,H9AU3UZX,Influence of 3D printing orientations on physico-mechanical properties and accuracy of additively manufactured dental ceramics,exclude,exclude,exclude,True,1.0,exclude
,7CCB7PMU,Identification of a novel drug target in Porphyromonas gingivalis by a computational genome analysis approach,exclude,exclude,exclude,True,1.0,exclude
,9D8263JD,Handheld structured light system for panoramic 3D measurement in mesoscale,unsure,exclude,exclude,False,0.6666666666666666,exclude
,QDF38Q6W,"Inflammatory risk and cardiovascular events in patients without obstructive coronary artery disease: the ORFAN multicentre, longitudinal cohort study",exclude,exclude,exclude,True,1.0,exclude
,74VTAKPD,"On Mechanical, Physical, and Bioactivity Characteristics of Material Extrusion Printed Polyether Ether Ketone",unsure,unsure,unsure,True,1.0,unsure
,XBVJCZN5,Integrating artificial intelligence-driven digital pathology and genomics to establish patient-derived organoids as new approach methodologies for drug response in head and neck cancer,exclude,exclude,exclude,True,1.0,exclude
,W5WVZD2W,Influence of the preparation design on the survival probability of occlusal veneers,unsure,unsure,unsure,True,1.0,unsure
,RK8FCRMS,Real-world-data for phenotypes and genotypes of rare monogenic genetic epilepsies and genes of uncertain significance for epilepsy,exclude,exclude,exclude,True,1.0,exclude
,JFWKWNYD,High-precision 3D teeth reconstruction based on five-view intra-oral photos,unsure,unsure,unsure,True,1.0,unsure
,KCWR6D8F,Misfit simulation on implant prostheses with different combinations of engaging and nonengaging titanium bases. Part 1: Stereomicroscopic assessment of the active and passive fit,unsure,unsure,unsure,True,1.0,unsure
,LLS6DR9F,Is Beauty a Matter of Volume Distribution? Proposal of a New Aesthetic Three-Dimensional Guide in Orthognathic Surgery,unsure,unsure,unsure,True,1.0,unsure
,I8RY5NYE,Detection and Localization of Myocardial Infarction Based on Multi-Scale ResNet and Attention Mechanism,exclude,exclude,exclude,True,1.0,exclude
,FPPNK9J9,Novel Anterior Cranial Base Area for Voxel-Based Superimposition of Craniofacial CBCTs,exclude,exclude,exclude,True,1.0,exclude
,QQZNUG9U,3D printing in endodontics: report of three clinical cases with innovative approaches,unsure,unsure,unsure,True,1.0,unsure
,RQVHK958,Machine learning analysis of rivaroxaban solubility in mixed solvents for application in pharmaceutical crystallization,exclude,exclude,exclude,True,1.0,exclude
,TG4PSYYM,Diff-TRGN: Diffusion-based tooth root generation network with multimodal clinical guidance,unsure,unsure,unsure,True,1.0,unsure
,SKN5AMAW,A deep learning enabled in-silico animal study approach for bone tissue engineering,exclude,exclude,exclude,True,1.0,exclude
,V26WUHXM,Removable partial dentures retained by hybrid CAD/CAM cobalt-chrome double crowns: 1-year results from a prospective clinical study CAD/CAM cobalt-chrome double crowns: 1-year results,exclude,exclude,exclude,True,1.0,exclude
,WQNENHUP,Transoral Endoscopic Plating for Orbital Blowout Fractures,unsure,unsure,unsure,True,1.0,unsure
,652AE8BH,Feasibility and accuracy assessment of AI-driven incisor restoration using 3D point cloud data,include,include,include,True,1.0,include
,7MPMH7WD,Mimicking the Biology of Engineered Protein and mRNA Nanoparticle Delivery Using a Versatile Microfluidic Platform,exclude,exclude,exclude,True,1.0,exclude
,Z4P2SRAN,OccluDentNet: Self-Supervised 3D Tooth Segmentation via MambaTrans Architecture,unsure,unsure,unsure,True,1.0,unsure
,8PZN48A5,Biophotonic (nano)structures: from fundamentals to emerging applications,exclude,exclude,exclude,True,1.0,exclude
,3LPUUZ6Y,"Preclinical assessment of clinically streamlined,3D-printed, biocompatible single- and two-stage tissue scaffolds for ear reconstruction",exclude,exclude,exclude,True,1.0,exclude
,PM6FVZXA,Microfluidic fabrication of microcarriers with sequential delivery of VEGF and BMP-2 for bone regeneration,exclude,exclude,exclude,True,1.0,exclude
,AP4P8U75,Morphology and mechanical performance of dental crown designed by 3D-DCGAN,unsure,unsure,unsure,True,1.0,unsure
,RJ782FU9,"Twin-screw extrusion of vitamin D3/iron-blend granules in corn and lentil composite flours: Stability, microstructure, and interaction of vitamin D3 with human osteoblast cells",exclude,exclude,exclude,True,1.0,exclude
,QMGYIHYL,Multiclass CBCT Image Segmentation for Orthodontics with Deep Learning,unsure,unsure,unsure,True,1.0,unsure
,6FYTI4BQ,"Permeability Benchmarking: Guidelines for Comparing in Silico, in Vitro, and in Vivo Measurements",exclude,exclude,exclude,True,1.0,exclude
,4FW75KRW,High-precision teeth reconstruction based on automatic multimodal fusion with CBCT and IOS,unsure,unsure,unsure,True,1.0,unsure
,DD9LDE8E,"Evaluation of fractal descriptors, deep features and XAI representations with LASSO-regularized Hermite polynomial classifier for H&E histological image classification",exclude,exclude,exclude,True,1.0,exclude
,WHLDYICG,Noninvasive Total Cholesterol Level Measurement Using an E-Nose System and Machine Learning on Exhaled Breath Samples,exclude,exclude,exclude,True,1.0,exclude
,NGUJFIRV,"Impact of 3D printing orientation on accuracy, properties, cost, and time efficiency of additively manufactured dental models: a systematic review",exclude,exclude,exclude,True,1.0,exclude
,Z26IMAZR,A Comparison of Three Perfusion Algorithms in Patients at Risk of Delayed Cerebral Ischemia After Subarachnoid Hemorrhage,exclude,exclude,exclude,True,1.0,exclude
,9748Z4FC,Evaluation of the marginal gap and the three-dimensional trueness of suprastructures generated from scanning two different substructure framework materials for full arch implant-supported restorations,unsure,unsure,unsure,True,1.0,unsure
,GB5W358W,Bioinspired thermoreversible bioink orchestrates focal adhesion-dependent osteogenesis,exclude,exclude,exclude,True,1.0,exclude
,T2XAI7S4,"Comparison of dental arch forms created from assessment of teeth, alveolar bone, and the overlying soft tissue",unsure,unsure,unsure,True,1.0,unsure
,Z5F5675I,3D printed 13-93B3 borate bioactive glass/hydroxypropyl methyl cellulose/gelatin scaffolds with cerium oxide submicrometric particles for potential bone regeneration,exclude,exclude,exclude,True,1.0,exclude
,N44U8CH7,Advancing towards sustainability in liquid crystal display 3D printing via adaptive slicing,exclude,exclude,exclude,True,1.0,exclude
,4AC7V4HM,Dexamethasone Long-Term Controlled Release from Injectable Dual-Network Hydrogels with Porous Microspheres Immunomodulation Promotes Bone Regeneration,exclude,exclude,exclude,True,1.0,exclude
,ARJBG6C9,Effect of different digital technology on the adaptation and retention of Co-Cr partial denture frameworks,include,include,include,True,1.0,include
,UQEARA5K,Cervical Tissue Hydration Level Monitoring by a Resonant Microwave Coaxial Probe,exclude,exclude,exclude,True,1.0,exclude
,QY8WZNYX,Digital Dental Biometrics for Human Identification Based on Automated 3D Point Cloud Feature Extraction and Registration,unsure,unsure,unsure,True,1.0,unsure
,X6ATHIVM,Effect of preparation design and scan pattern on the accuracy of intraoral scans for complete arch laminate veneers under simulated intraoral variables,include,include,include,True,1.0,include
,G9RBUHY9,"Time-resolved prediction of dental implant biomechanics through integration of finite element analysis, osseointegration dynamics, and deep learning",include,include,include,True,1.0,include
,SYT2YLSI,Integrated control strategy based on deep learning and process analytical technology for the manufacture of a triple fixed-dose combination tablet,exclude,exclude,exclude,True,1.0,exclude
,NHCHR3BM,Comparison of convolutional neural network training strategies for cone-beam CT image segmentation,unsure,unsure,unsure,True,1.0,unsure
,Z4T3ADUK,Universal Hydrogel Carrier Enhances Bone Graft Success: Preclinical and Clinical Evaluation,unsure,exclude,exclude,False,0.6666666666666666,exclude
,NQCLVM7Q,Comparison between mixed reality with artificial algorithms and ultrasound in localization of anterior thigh flap perforators: a prospective randomized controlled study,exclude,exclude,exclude,True,1.0,exclude
,RSC44WGI,Beyond static scaffolds: glucose-responsive hydrogels as dynamic intelligent platform for tissue engineering,exclude,exclude,exclude,True,1.0,exclude
,DJZMFHEI,"FEA Comparison of the Mechanical Behavior of Three Dental Crown Materials: Enamel, Ceramic, and Zirconia",include,include,include,True,1.0,include
,TTKVIR7E,Time efficiency and precision of splinted complete arch implant scanning,unsure,unsure,unsure,True,1.0,unsure
,R3L4M4DQ,Biomechanical effects of different materials for an occlusal device on implant-supported rehabilitation in a tooth clenching situation. A 3D finite element analysis,include,include,include,True,1.0,include
,S4X9XUFL,MRI Radiomics and Machine Learning for the Prediction of Oncotype Dx Recurrence Score in Invasive Breast Cancer,exclude,exclude,exclude,True,1.0,exclude
,T5XDG7U7,From lab to life: technological innovations in transforming cancer metastasis detection and therapy,exclude,exclude,exclude,True,1.0,exclude
,M6RAALB4,Performance comparison in workflow efficiency between a remotely installed 3D workstation and an on-premises image processing workstation for dental cone-beam CT image reconstruction,unsure,unsure,unsure,True,1.0,unsure
,PJ6EWCT2,Effect of Internal Design Modification on the Mechanical Properties of Laser Sintered Cobalt-Chromium Multi-Unit Metal-Ceramic Frameworks,unsure,unsure,unsure,True,1.0,unsure
,FVFBH2KA,PASegNet: Integrating dual awareness of position and boundary on 3D dental meshes for tooth instance segmentation,unsure,unsure,unsure,True,1.0,unsure
,IRH364NW,Remote-Controlled Magnetic Stimulation of Cell-Based Bioengineered Tissues for In Situ Bone Regeneration,exclude,exclude,exclude,True,1.0,exclude
,IMV29YQ5,A custom CAD-CAM resilient attachment: A dental technique,unsure,unsure,unsure,True,1.0,unsure
,9D2EIIS2,Characterization of Thermoresponsive Methylcellulose-Based Injectable Hydrogels Incorporating 58S Bioactive Glass for Non-Load-Bearing Bone Regeneration,exclude,exclude,exclude,True,1.0,exclude
,6BVQQI7U,Qualitative exploration of 3D printing in Swedish healthcare: perceived effects and barriers,unsure,exclude,unsure,False,0.6666666666666666,unsure
,LR5H7QAW,Evaluation of Daily CT for EPID-Based Transit In Vivo Dosimetry,exclude,exclude,exclude,True,1.0,exclude
,QUM75BR7,"The design, fabrication, and clinical application of a universal donor tooth model in autotransplantation",unsure,unsure,unsure,True,1.0,unsure
,PNCAU4SQ,Two-Way MR-Forest Based Growing Path Classification for Malignancy Estimation of Pulmonary Nodules,exclude,exclude,exclude,True,1.0,exclude
,P3IZEWV7,Tooth-Colored CAD/CAM Materials for Application in 3-Unit Fixed Dental Prostheses in the Molar Area: An Illustrated Clinical Comparison,unsure,unsure,unsure,True,1.0,unsure
,SFEG78VC,Assessing Biomaterial-Induced Stem Cell Lineage Fate by Machine Learning-Based Artificial Intelligence,exclude,exclude,exclude,True,1.0,exclude
,4ZXJMZHN,Watertight 2-manifold 3D bone surface model reconstruction from CT images based on visual hyper-spherical mapping,unsure,unsure,unsure,True,1.0,unsure
,IHP5B529,Redescription of three basal anomodonts: a phylogenetic reassessment of the holotype of Eodicynodon oelofseni (NMQR 2913),exclude,exclude,exclude,True,1.0,exclude
,NFJ2DZJ6,Augmented reality calibration using feature triangulation iteration-based registration for surgical navigation,exclude,exclude,exclude,True,1.0,exclude
,ZGNKACFT,Towards Stem Cell Therapy for Critical-Sized Segmental Bone Defects: Current Trends and Challenges on the Path to Clinical Translation,exclude,exclude,exclude,True,1.0,exclude
,9KB33Y3B,DiffusionNet plus plus : A Robust Framework for High-Resolution 3D Dental Mesh Segmentation,unsure,unsure,unsure,True,1.0,unsure
,SHXEUBB9,Intrinsic antibacterial and osteoinductive sterosomes promote infected bone healing,exclude,exclude,exclude,True,1.0,exclude
,TJBIK4CW,3D Digital Modeling of Dental Casts from Their 3D CT Images with Scatter and Beam-Hardening Correction,unsure,unsure,unsure,True,1.0,unsure
,JB7FHYXL,Drug-loaded zeolite imidazole framework-8-functionalized bioglass scaffolds with antibacterial activity for bone repair,exclude,exclude,exclude,True,1.0,exclude
,CRTLD8EM,IDNet: A Diffusion Model-Enhanced Framework for Accurate Cranio-Maxillofacial Bone Defect Repair,unsure,unsure,unsure,True,1.0,unsure
,ARDMFN5F,BDNF-loaded PDADMAC-heparin multilayers: a novel approach for neuroblastoma cell study,exclude,exclude,exclude,True,1.0,exclude
,6B57AE6C,The development of computer-aided patient-specific template design software for 3D printing in cranio-maxillofacial surgery,include,exclude,exclude,False,0.6666666666666666,exclude
,5BJSYVNC,Circular RNA ITCH: An Emerging Multifunctional Regulator,exclude,exclude,exclude,True,1.0,exclude
,UPIIQ5SQ,Removable complete denture with a metal base: Integration of digital design and conventional fabrication techniques,unsure,unsure,unsure,True,1.0,unsure
,Z6NX6RST,Evaluation of Systemic and Mucosal Immune Responses Induced by a Nasal Powder Delivery System in Conjunction with an OVA Antigen in Cynomolgus Monkeys,exclude,exclude,exclude,True,1.0,exclude
,S2SASU6I,Evaluation of Zirconia and High Performance Polymer Abutment Surface Roughness and Stress Concentration for Implant-Supported Fixed Dental Prostheses,include,unsure,unsure,False,0.6666666666666666,unsure
,YTNVC9S6,Optimized placement of sensor networks by machine learning for microclimate evaluation,exclude,exclude,exclude,True,1.0,exclude
,BRDTGEI3,Dimensional measurement accuracy of 3-dimensional models from cone beam computed tomography using different voxel sizes,unsure,unsure,unsure,True,1.0,unsure
,IMA6LIJS,NMR-based clinical metabolomics for predictive screening of gestational diabetes mellitus (GDM) during the first trimester: a pilot study on North Indian population,exclude,exclude,exclude,True,1.0,exclude
,Q986RNC6,Accuracy of metal 3D printed frameworks for removable partial dentures evaluated by digital superimposition,unsure,unsure,unsure,True,1.0,unsure
,534R4TGE,Soft tissue changes associated with Class III orthopaedic treatment in growing patients: a systematic review and meta-analysis,exclude,exclude,exclude,True,1.0,exclude
,F72QFWK7,Addition of progesterone to feminizing gender-affirming hormone therapy in transgender individuals for breast development: a randomized controlled trial,exclude,exclude,exclude,True,1.0,exclude
,5SW9J4UC,Biomechanical Behavior of Different Distributions of Zygoma and Pterygoid Implants in Rehabilitation of Severely Atrophic Posterior Maxilla: A 3D Finite Element Analysis,unsure,unsure,unsure,True,1.0,unsure
,2IGXI3JV,What's in a NAM?,exclude,exclude,exclude,True,1.0,exclude
,GR6A932U,Automated generation of implant-supported bar attachment system for patient-specific edentulous mandible: parametric modelling and finite element analysis,include,include,include,True,1.0,include
,I7M67463,Beyond silencing: integrative multi-omics and spatial profiling unravel the systems-level role of piRNAs in HBV-driven Hepatocarcinogenesis,exclude,exclude,exclude,True,1.0,exclude
,F9ZHLP87,An explainable deep learning model for dental caries detection and segmentation,unsure,unsure,unsure,True,1.0,unsure
,9GK8UULZ,Critical assessment of variant prioritization methods for rare disease diagnosis within the rare genomes project,exclude,exclude,exclude,True,1.0,exclude
,A9DPU6MJ,Layered deep learning for automatic mandibular segmentation in cone-beam computed tomography,unsure,unsure,unsure,True,1.0,unsure
,8GTSHGAM,Future space experiment platforms for astrobiology and astrochemistry research,exclude,exclude,exclude,True,1.0,exclude
,LQ9NU9KT,Computer-assisted preoperative planning system with an automated registration method in prosthesis-driven oral implantology,unsure,unsure,unsure,True,1.0,unsure
,V8MVPXY6,Toward best practice in cancer mutation detection with whole-genome and whole-exome sequencing,exclude,exclude,exclude,True,1.0,exclude
,QJSKYIQF,Fabrication of Metal-Reinforced Complete Dentures Using the CAD-CAM Technique,unsure,unsure,unsure,True,1.0,unsure
,EXD2A2LP,3D printing vs. conventional wax patterns: a comparative in vitro study on retention of RPD framework,unsure,unsure,unsure,True,1.0,unsure
,4JN55E2T,"Comparison between relining of ill-fitted maxillary complete denture versus CAD/CAM milling of new one regarding patient satisfaction, denture retention and adaptation",include,include,include,True,1.0,include
,G3CI4KFG,Diagnostic agreement between visual examination and an automated scanner system with fluorescence for detecting and classifying occlusal carious lesions in primary teeth,unsure,unsure,unsure,True,1.0,unsure
,5VMVSI6N,"Comparison of Stress Distribution Among Standard Dental Implants Placed in Grafted Bone, Zygomatic Implants, and Subperiosteal Implants in the Atrophic Edentulous Maxilla: 3D Finite Element Analysis",unsure,include,include,False,0.6666666666666666,include
,YJXEXZBL,Assessment of reference areas for superimposition of serial 3D models of patients with advanced periodontitis for volumetric soft tissue evaluation,unsure,unsure,unsure,True,1.0,unsure
,K24X7NTJ,Assessment of the fitness of removable partial denture frameworks manufactured using additive manufacturing/selective laser melting,unsure,unsure,unsure,True,1.0,unsure
,YTY8B4LH,Enhancing airway obstruction diagnosis with multimodal 3D shape analysis,unsure,unsure,unsure,True,1.0,unsure
,3WUJLJWW,Geodesic heatmap-based segmentation-free framework for robust tooth landmark detection,unsure,unsure,unsure,True,1.0,unsure
,7HJFTLY7,Diagnosis of obstructive sleep apnea with prediction of flow characteristics according to airway morphology automatically extracted from medical images: Computational fluid dynamics and artificial intelligence approach,unsure,unsure,unsure,True,1.0,unsure
,72VTFG8B,Augmented Reality-Assisted Micro-Invasive Apicectomy with Markerless Visual-Inertial Odometry: An In Vivo Pilot Study,unsure,unsure,unsure,True,1.0,unsure
,J3WWB7A4,Effect of artificial aging and different surface finishing protocols on the flexural strength and surface hardness of a photopolymer for manufacturing monolithic polychromatic complete dentures using PolyJet 3D printing,unsure,unsure,unsure,True,1.0,unsure
,VIUWMA2F,Accuracy of Endodontic Access Cavities Performed Using an Augmented Reality Appliance: An In Vitro Study,unsure,unsure,unsure,True,1.0,unsure
,43K9BQWT,Impacts of Thresholds of Gray Value for Cone-Beam Computed Tomography 3D Reconstruction on the Accuracy of Image Matching with Optical Scan,unsure,unsure,unsure,True,1.0,unsure
,X97T8NRA,Intelligent Virtual Dental Implant Placement via 3D Segmentation Strategy,unsure,unsure,unsure,True,1.0,unsure
,GAYWQD7W,/Does the geometry of scan bodies affect the alignment accuracy of computer-aided design in implant digital workflow: An in vitro study?,unsure,unsure,unsure,True,1.0,unsure
,SK5KLUVX,Finite Element Analysis of an Implant-Supported FDP with Different Connector Heights,include,include,include,True,1.0,include
,S9X9MBYM,Multi-view deep fusion for forensic dental age estimation in tomographic imaging,unsure,unsure,unsure,True,1.0,unsure
,ZQTUXBVQ,A deep learning based framework for the registration of three dimensional multi-modal medical images of the head,exclude,exclude,exclude,True,1.0,exclude
,4EYDYA54,"Customized 3D-Printed Scaffolds for Alveolar Ridge Augmentation: A Scoping Review of Workflows, Technology, and Materials",exclude,exclude,exclude,True,1.0,exclude
,KRNC254H,New generation CAD-CAM materials for implant-supported definitive frameworks fabricated by using subtractive technologies,exclude,exclude,exclude,True,1.0,exclude
,V7ZYEJG4,"A review on the application of deep learning for CT reconstruction, bone segmentation and surgical planning in oral and maxillofacial surgery",exclude,exclude,exclude,True,1.0,exclude
,2WYXKJXF,Allocation and scheduling of digital dentistry services in a dental cloud manufacturing system,exclude,exclude,exclude,True,1.0,exclude
,FWBSJBCF,Application of 3D tooth model for monitoring of implant space and inter-root distance without radiographs: a proof of concept study,unsure,unsure,unsure,True,1.0,unsure
,RI7R6Y8M,Stress distribution in zirconia-reinforced glass ionomer restorations in molar incisor hypomineralization: A finite element analysis,include,include,include,True,1.0,include
,ZC52QN7Q,Mixed reality combined with surgical navigation versus conventional navigation for resection of oral and maxillofacial tumors: a comparative study,unsure,unsure,unsure,True,1.0,unsure
,4WWZ78KQ,Stress Distribution Pattern in Zygomatic Implants Supporting Different Superstructure Materials,unsure,include,include,False,0.6666666666666666,include
,6GSLLXSS,Evaluation of the mechanical properties and fit of 3D-printed polyetheretherketone removable partial dentures,include,include,include,True,1.0,include
,6ETL7BHW,Accuracy and reliability of automated three-dimensional facial landmarking in medical and biological studies. A systematic review,exclude,exclude,exclude,True,1.0,exclude
,37PRIYQ7,Intra-oral scan segmentation using deep learning,unsure,unsure,unsure,True,1.0,unsure
,4SXNSXGG,Geometric accuracy of magnetic resonance imaging-derived virtual 3-dimensional bone surface models of the mandible in comparison to computed tomography and cone beam computed tomography: A porcine cadaver study,unsure,unsure,unsure,True,1.0,unsure
,MLN8KSCM,Aquila-particle swarm based cooperative search optimizer with superpixel techniques for epithelial layer segmentation,exclude,exclude,exclude,True,1.0,exclude
,SM98IZIT,3D Monitoring of Toothbrushing Regions and Force Using Multimodal Sensors and Unity,unsure,unsure,unsure,True,1.0,unsure
,QMFECUD4,An improved quaternary complementary Gray code phase unwrapping method in fringe projection profilometry,exclude,exclude,exclude,True,1.0,exclude
,7VD2J5PF,Biomechanical evaluation of a customized 3D-printed polyetheretherketone condylar prosthesis,include,include,include,True,1.0,include
,7WBHCBTC,Contemporary Use of Polymers in Dentistry: A Narrative Review,exclude,exclude,exclude,True,1.0,exclude
,V48PVENJ,3D distribution of dental plaque on occlusal surface using 2D-fluorescence-image to 3D-surface registration,unsure,unsure,unsure,True,1.0,unsure
,IAAA5PCM,Efficacy of a Virtual 3D Simulation-Based Digital Training Module for Building Dental Technology Students' LongTerm Competency in Removable Partial Denture Design: Prospective Cohort Study,unsure,unsure,unsure,True,1.0,unsure
,SNXN2D7A,The key technologies of a computer-aided design system for removable partial denture frameworks,unsure,unsure,unsure,True,1.0,unsure
,WTXDAWTN,Comparison of the overall fit of three-unit posterior fixed dental prostheses fabricated with laser sintering and conventional casting methods,unsure,unsure,unsure,True,1.0,unsure
,R8UHSTK3,Laboratory efficiency of additive manufacturing for removable denture frameworks: A literature-based review,exclude,exclude,exclude,True,1.0,exclude
,R7ISRWUL,LMVSegRNN and Poseidon3D: Addressing Challenging Teeth Segmentation Cases in 3D Dental Surface Orthodontic Scans,unsure,unsure,unsure,True,1.0,unsure
,K25V69CH,Real-Time Motion Compensation for Dynamic Dental Implant Surgery,unsure,unsure,unsure,True,1.0,unsure
,2U8ZWJEZ,Accuracy evaluation of dental CBCT and scanned model registration method based on pulp horn mapping surface: an in vitro proof-of-concept,unsure,unsure,unsure,True,1.0,unsure
,CMS4H94J,Flexural properties and fatigue limit of 3D-printed and milled resin-based materials,unsure,unsure,unsure,True,1.0,unsure
,JHGMXHR6,"Accuracy of a new, slim, and rigid CAD-CAM transfer tray: An in vivo study",include,include,include,True,1.0,include
,PCJ6AFSN,Advances in Digital Technologies in Dental Medicine: Enhancing Precision in Virtual Articulators,exclude,exclude,exclude,True,1.0,exclude
,FZ7YD4JS,A robotic platform for navigated intraoperative 3D printing of patient-specific implants,unsure,unsure,unsure,True,1.0,unsure
,THQFPEYX,"Marginal and Internal Gaps, Surface Roughness and Fracture Resistance of Provisional Crowns Fabricated With 3D Printing and Milling Systems",unsure,unsure,unsure,True,1.0,unsure
