_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
segmentation of anterior tissues in craniofacial cone beam ct images,Segmentation of Anterior Tissues in Craniofacial Cone-Beam CT Images,2020 IEEE 33rd International Symposium on Computer-Based Medical Systems (CBMS),conferencePaper,87WQATRY,Misra 等 - 2020 - Segmentation of Anterior Tissues in Craniofacial Cone-Beam CT Images.pdf,EXCLUDE,"证据片段仅描述该研究""combining a selected set of 2D image processing techniques""进行自动分割，未提及任何具名的第三方非牙科3D软件；且该文献为IEEE CBMS会议论文（会议摘要/论文），不符合原创研究类型要求。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅描述该研究""combining a selected set of 2D image processing techniques""进行自动分割，未提及任何具名的第三方非牙科3D软件；且该文献为IEEE CBMS会议论文（会议摘要/论文），不符合原创研究类型要求。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
geometry aware attenuation learning for sparse view cbct reconstruction,Geometry-Aware Attenuation Learning for Sparse-View CBCT Reconstruction,IEEE Transactions on Medical Imaging,journalArticle,ACDPQ8WA,Liu 等 - 2025 - Geometry-Aware Attenuation Learning for Sparse-View CBCT Reconstruction.pdf,EXCLUDE,"该研究提出的是自研的""geometry-aware encoder-decoder framework""（""we introduce a novel geometry-aware encoder-decoder framework""），属于自研算法/深度学习模型，证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究提出的是自研的""geometry-aware encoder-decoder framework""（""we introduce a novel geometry-aware encoder-decoder framework""），属于自研算法/深度学习模型，证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
comparative analysis of cnn architectures for enhancing oral cancer detection using advanced image processing techniques,Comparative Analysis of CNN Architectures for Enhancing Oral Cancer Detection Using Advanced Image Processing Techniques,"2024 8th International Conference on Computing, Communication, Control and Automation (ICCUBEA)",conferencePaper,6LX67ZM8,Rathi 等 - 2024 - Comparative Analysis of CNN Architectures for Enhancing Oral Cancer Detection Using Advanced Image P.pdf,EXCLUDE,该研究仅使用自研/自建的 CNN 架构（VGG19、ResNet50、ResNet101 及标准 CNN 模型）进行口腔癌检测，证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研/自建的 CNN 架构（VGG19、ResNet50、ResNet101 及标准 CNN 模型）进行口腔癌检测，证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
balancing speed and accuracy a mouth eye 3d keypoints alignment framework for large poses,Balancing Speed and Accuracy: A Mouth-Eye 3D Keypoints Alignment Framework for Large Poses,IEEE Access,journalArticle,VZLM6VC3,Cui 等 - 2026 - Balancing Speed and Accuracy A Mouth-Eye 3D Keypoints Alignment Framework for Large Poses.pdf,EXCLUDE,该研究主题为面部嘴眼关键点对齐与疲劳检测，不属于口腔医学任一学科；且证据中仅提及自研框架（3D-KAME、MobileNetV3、KGSA）及被引用的 MediaPipe Face Mesh，未显示该研究自身使用具名第三方非牙科3D软件。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究主题为面部嘴眼关键点对齐与疲劳检测，不属于口腔医学任一学科；且证据中仅提及自研框架（3D-KAME、MobileNetV3、KGSA）及被引用的 MediaPipe Face Mesh，未显示该研究自身使用具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
hybrid forecasting of occlusal changes in deep bite correction based on digital setup 3d models and design factors,"Hybrid Forecasting of Occlusal Changes in Deep Bite Correction Based on Digital Setup, 3D Models, and Design Factors",2026 International Conference on Integrated Intelligence and Cognitive Engineering (ICIICE),conferencePaper,DSCSKE4B,"Malkov 等 - 2026 - Hybrid Forecasting of Occlusal Changes in Deep Bite Correction Based on Digital Setup, 3D Models, an.pdf",EXCLUDE,"证据片段仅泛泛提及""superimposition software and algorithms""及自研算法（""an algorithm for constructing multimodal datasets""、""neural network architectures for point clouds (Point Transformers)""），未出现任何该研究自己使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及""superimposition software and algorithms""及自研算法（""an algorithm for constructing multimodal datasets""、""neural network architectures for point clouds (Point Transformers)""），未出现任何该研究自己使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
continuous bijection supervised pyramid diffeomorphic deformation for learning tooth meshes from cbct images,Continuous Bijection Supervised Pyramid Diffeomorphic Deformation for Learning Tooth Meshes From CBCT Images,IEEE Transactions on Multimedia,journalArticle,HQDWHX32,Zhang 等 - 2025 - Continuous Bijection Supervised Pyramid Diffeomorphic Deformation for Learning Tooth Meshes From CBC.pdf,EXCLUDE,"证据片段仅描述了该研究自研的""enhanced detector""和""PDD network""（""a PDD network is designed to deform a sphere mesh""），未提及任何具名的第三方非牙科3D软件被该研究自身使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅描述了该研究自研的""enhanced detector""和""PDD network""（""a PDD network is designed to deform a sphere mesh""），未提及任何具名的第三方非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
reinforcement learning based centerline tracking with cross sectional similarity for enhancing mandibular canal segmentation,Reinforcement Learning-Based Centerline Tracking With Cross-Sectional Similarity for Enhancing Mandibular Canal Segmentation,IEEE Access,journalArticle,QU4CCIPN,Jang 等 - 2025 - Reinforcement Learning-Based Centerline Tracking with Cross-Sectional Similarity for Enhancing Mandi.pdf,EXCLUDE,"该研究提出的是自研的深度强化学习（DRL）框架，证据片段中仅见""we propose a deep reinforcement learning (DRL) framework""，未提及任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究提出的是自研的深度强化学习（DRL）框架，证据片段中仅见""we propose a deep reinforcement learning (DRL) framework""，未提及任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
topo4d realistic physically based 4d head capture with topology preserving gaussian splatting and expression priors,Topo4D++: Realistic Physically Based 4D Head Capture With Topology-Preserving Gaussian Splatting and Expression Priors,IEEE Transactions on Pattern Analysis and Machine Intelligence,journalArticle,CGDDK52Q,Cheng 等 - 2026 - Topo4D++ Realistic Physically Based 4D Head Capture With Topology-Preserving Gaussian Splatting and.pdf,EXCLUDE,"该研究提出的是自研框架""Topo4D++""，证据片段中仅泛泛提及他人使用的""professional software such as Wrap4D and Track4D""，并未显示该研究自身使用了任何具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究提出的是自研框架""Topo4D++""，证据片段中仅泛泛提及他人使用的""professional software such as Wrap4D and Track4D""，并未显示该研究自身使用了任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
generative chained label propagation a semi supervised approach for enhanced 3d segmentation of the inferior alveolar nerve,Generative Chained Label Propagation: A Semi-Supervised Approach for Enhanced 3D Segmentation of the Inferior Alveolar Nerve,2025 IEEE 22nd International Symposium on Biomedical Imaging (ISBI),conferencePaper,9TE2J8EB,Sameh 等 - 2025 - Generative Chained Label Propagation A Semi-Supervised Approach for Enhanced 3D Segmentation of the.pdf,EXCLUDE,"该研究仅提出并使用自研算法与自建网络架构（""Generative Chained Label Propagation (GCLP)""、""PosPadUNet and our new architecture, ARP-UNet""），证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅提出并使用自研算法与自建网络架构（""Generative Chained Label Propagation (GCLP)""、""PosPadUNet and our new architecture, ARP-UNet""），证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
tooth enamel segmentation from dental x ray using mask r cnn algorithm,Tooth Enamel segmentation from dental x-ray using MASK R-CNN Algorithm,2024 International Conference on Recent Advances in Science and Engineering Technology (ICRASET),conferencePaper,6HE5F6K3,Nandeesh 等 - 2024 - Tooth Enamel segmentation from dental x-ray using MASK R-CNN Algorithm.pdf,EXCLUDE,"该研究仅使用自研/自建的 Mask R-CNN 深度学习算法进行牙釉质分割（""apply Mask R-CNN to perform enamel region semantic segmentation""），证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研/自建的 Mask R-CNN 深度学习算法进行牙釉质分割（""apply Mask R-CNN to perform enamel region semantic segmentation""），证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
fm 3dfr facial manipulation based 3 d face reconstruction,FM-3DFR: Facial Manipulation-Based 3-D Face Reconstruction,IEEE Transactions on Cybernetics,journalArticle,N2EG2QIJ,Zhao 等 - 2024 - FM-3DFR Facial Manipulation-Based 3-D Face Reconstruction.pdf,EXCLUDE,"该文献主题为计算机视觉领域的3D人脸重建（""3-D face reconstruction plays a crucial role in computer vision""），不属于口腔医学任一学科；且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献主题为计算机视觉领域的3D人脸重建（""3-D face reconstruction plays a crucial role in computer vision""），不属于口腔医学任一学科；且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
silhouette to contour registration aligning intraoral scan models with cephalometric radiographs,Silhouette-to-Contour Registration: Aligning Intraoral Scan Models with Cephalometric Radiographs,2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),conferencePaper,5RMXCURX,Miao 等 - 2025 - Silhouette-to-Contour Registration Aligning Intraoral Scan Models with Cephalometric Radiographs.pdf,EXCLUDE,"该研究提出的是自研方法""DentalSCR""，证据片段显示其使用""a surface-based DRR (Digitally Reconstructed Radiograph) formulation with coronal-axis perspective and Gaussian splatting""及""a symmetric bidirectional Chamfer distance""等自建算法，未使用任何具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究提出的是自研方法""DentalSCR""，证据片段显示其使用""a surface-based DRR (Digitally Reconstructed Radiograph) formulation with coronal-axis perspective and Gaussian splatting""及""a symmetric bidirectional Chamfer distance""等自建算法，未使用任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
investigation on learning accuracy for tongue surface extraction from ultrasound image,Investigation on Learning Accuracy for Tongue Surface Extraction from Ultrasound Image,2024 7th Asia Conference on Cognitive Engineering and Intelligent lnteraction (CEII),conferencePaper,E8SME964,Mukai 等 - 2024 - Investigation on Learning Accuracy for Tongue Surface Extraction from Ultrasound Image.pdf,EXCLUDE,"该研究使用自研的深度学习模型（""employ U-net [16], which is a kind of CNN model""）进行舌表面特征点提取，属于自研算法/代码，未使用任何具名的第三方非牙科3D软件；且主题为语音障碍（lateral misarticulation）的舌部建模，不属于口腔医学任一学科。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究使用自研的深度学习模型（""employ U-net [16], which is a kind of CNN model""）进行舌表面特征点提取，属于自研算法/代码，未使用任何具名的第三方非牙科3D软件；且主题为语音障碍（lateral misarticulation）的舌部建模，不属于口腔医学任一学科。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
how much does input data type impact final face model accuracy,How much does input data type impact final face model accuracy?,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),conferencePaper,2WB7X7TB,Luo 等 - 2022 - How much does input data type impact final face model accuracy.pdf,EXCLUDE,该文献为 CVPR 会议论文，主题为计算机视觉领域的三维人脸重建精度分析，不属于口腔医学任一学科；且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献为 CVPR 会议论文，主题为计算机视觉领域的三维人脸重建精度分析，不属于口腔医学任一学科；且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
single image super resolution of noisy 3d dental ct images using tucker decomposition,Single Image Super-Resolution Of Noisy 3d Dental Ct Images Using Tucker Decomposition,2021 IEEE 18th International Symposium on Biomedical Imaging (ISBI),conferencePaper,P6I72WYR,Hatvaniy 等 - 2021 - Single Image Super-Resolution Of Noisy 3d Dental Ct Images Using Tucker Decomposition.pdf,EXCLUDE,"证据片段显示该研究仅使用自研的张量分解算法（""The algorithms were implemented in Matlab 2019, and for basic tensor operations Tensorlab [11] was used""），Matlab 与 Tensorlab 均非具名第三方非牙科三维软件，且无任何具名第三方非牙科3D软件被该研究自身使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段显示该研究仅使用自研的张量分解算法（""The algorithms were implemented in Matlab 2019, and for basic tensor operations Tensorlab [11] was used""），Matlab 与 Tensorlab 均非具名第三方非牙科三维软件，且无任何具名第三方非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
construction of immersive english listening and speaking training platform in virtual reality environment and its effect evaluation system,Construction of Immersive English Listening and Speaking Training Platform in Virtual Reality Environment and Its Effect Evaluation System,"2025 IEEE International Conference on Electronics, Energy Systems and Power Engineering (EESPE)",conferencePaper,JHPJM7BR,Zhang - 2025 - Construction of Immersive English Listening and Speaking Training Platform in Virtual Reality Enviro.pdf,EXCLUDE,"该文献主题为虚拟现实英语听说训练平台，不属于口腔医学任一学科；且证据中仅提及""3D modeling""及Unity3D/Vuforia等，与口腔医学无关。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献主题为虚拟现实英语听说训练平台，不属于口腔医学任一学科；且证据中仅提及""3D modeling""及Unity3D/Vuforia等，与口腔医学无关。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
patient specific panoramic reconstruction from spiral mdct data via projection domain ct style backprojection,Patient-Specific Panoramic Reconstruction From Spiral MDCT Data via Projection-Domain CT-Style Backprojection,IEEE Access,journalArticle,BUFGA2CW,Shim 等 - 2026 - Patient-Specific Panoramic Reconstruction From Spiral MDCT Data via Projection-Domain CT-Style Backp.pdf,EXCLUDE,"证据片段仅描述了该研究自研的""projection-domain curved-manifold backprojection approach""重建框架，未出现任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅描述了该研究自研的""projection-domain curved-manifold backprojection approach""重建框架，未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
bioimpedance sensing surgical drill computational modelling and experimental validation,Bioimpedance Sensing Surgical Drill – Computational Modelling and Experimental Validation,2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),conferencePaper,KD6XD5UU,Devaraj 等 - 2020 - Bioimpedance Sensing Surgical Drill – Computational Modelling and Experimental Validation.pdf,INCLUDE,"该研究自身在方法中使用 MATLAB 创建钻头轮廓并建模（""used to create an outline in MATLAB""），并使用 Gmsh 进行三维有限元网格划分（""sent to Gmsh, (an open source 3D finit...""）。",MATLAB; Gmsh,Oral and Maxillofacial Surgery,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 MATLAB 创建钻头轮廓并建模（""used to create an outline in MATLAB""），并使用 Gmsh 进行三维有限元网格划分（""sent to Gmsh, (an open source 3D finit...""）。
【软件】: MATLAB; Gmsh
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
automatic detection and classification of dental anomalies and tooth types using transformer based yolo with ga optimization,Automatic Detection and Classification of Dental Anomalies and Tooth Types Using Transformer-Based Yolo With GA Optimization,IEEE Access,journalArticle,ZUIVH67D,Singh 等 - 2025 - Automatic Detection and Classification of Dental Anomalies and Tooth Types Using Transformer-Based Y.pdf,EXCLUDE,该研究仅使用自研的 Transformer-Based YOLO 模型与遗传算法（GA）优化，证据片段中未出现任何具名的第三方非牙科3D软件被该研究自身使用。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研的 Transformer-Based YOLO 模型与遗传算法（GA）优化，证据片段中未出现任何具名的第三方非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
algorithms to measure area and volume on 3d face models for facial surgeries,Algorithms to Measure Area and Volume on 3D Face Models for Facial Surgeries,IEEE Access,journalArticle,9AZDUGHA,Topsakal 等 - 2023 - Algorithms to Measure Area and Volume on 3D Face Models for Facial Surgeries.pdf,EXCLUDE,"该研究自行开发算法（""we introduce two algorithms along with their open-source code""），实现语言为 JavaScript，未使用任何具名的第三方非牙科3D软件；文中提及的 Blender、Maya 仅出现在引言中作为他人软件泛泛提及（""there exist 3D modeling software tools such as Blender [3] and Maya [4]""），并非该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究自行开发算法（""we introduce two algorithms along with their open-source code""），实现语言为 JavaScript，未使用任何具名的第三方非牙科3D软件；文中提及的 Blender、Maya 仅出现在引言中作为他人软件泛泛提及（""there exist 3D modeling software tools such as Blender [3] and Maya [4]""），并非该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
craniomaxillofacial bone segmentation and landmark detection using semantic segmentation networks and an unbiased heatmap,Craniomaxillofacial Bone Segmentation and Landmark Detection Using Semantic Segmentation Networks and an Unbiased Heatmap,IEEE Journal of Biomedical and Health Informatics,journalArticle,7GZC9JZE,Zhang 等 - 2024 - Craniomaxillofacial Bone Segmentation and Landmark Detection Using Semantic Segmentation Networks an.pdf,EXCLUDE,"证据片段仅显示该研究""proposed a semantic segmentation network""和""top-down heatmap landmark detection network""，属于自研算法/深度学习模型，未提及任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅显示该研究""proposed a semantic segmentation network""和""top-down heatmap landmark detection network""，属于自研算法/深度学习模型，未提及任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
a 3d clinical face phenotype space of genetic syndromes using a triplet based singular geometric autoencoder,A 3D Clinical Face Phenotype Space of Genetic Syndromes Using a Triplet-Based Singular Geometric Autoencoder,IEEE Access,journalArticle,4JBMYVVD,Mahdi 等 - 2025 - A 3D Clinical Face Phenotype Space of Genetic Syndromes Using a Triplet-Based Singular Geometric Aut.pdf,EXCLUDE,"该研究开发并使用自研的基于几何深度学习的自编码器（""a triplet loss-based autoencoder developed by geometric deep learning (GDL)""），证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究开发并使用自研的基于几何深度学习的自编码器（""a triplet loss-based autoencoder developed by geometric deep learning (GDL)""），证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
a multi stage automatic framework for fracture fragments segmentation of zygomatic bone and arch,A Multi-Stage Automatic Framework for Fracture Fragments Segmentation of Zygomatic Bone and Arch,2025 WRC Symposium on Advanced Robotics and Automation (WRC SARA),conferencePaper,XWQH8X5W,Mo 等 - 2025 - A Multi-Stage Automatic Framework for Fracture Fragments Segmentation of Zygomatic Bone and Arch.pdf,EXCLUDE,"该研究仅使用自研深度学习框架（""a 3D Faster R-CNN network""、""a 3D ConvNeXt encoder combined with a UPerNet decoder""），未使用任何具名的第三方非牙科3D软件；且文献类型为会议论文（WRC Symposium）。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研深度学习框架（""a 3D Faster R-CNN network""、""a 3D ConvNeXt encoder combined with a UPerNet decoder""），未使用任何具名的第三方非牙科3D软件；且文献类型为会议论文（WRC Symposium）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
enlarge the error prediction dataset in 3 d printing an unsupervised dental crown mesh generator,Enlarge the Error Prediction Dataset in 3-D Printing: An Unsupervised Dental Crown Mesh Generator,IEEE Transactions on Computational Social Systems,journalArticle,96FVBXB8,Zhao 等 - 2024 - Enlarge the Error Prediction Dataset in 3-D Printing An Unsupervised Dental Crown Mesh Generator.pdf,EXCLUDE,"证据片段仅显示该研究提出并使用自研的生成对抗网络框架（""we propose a customized two-stage framework, cascaded cross-modality generative adversarial networks (CCMGANs)""），未提及任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅显示该研究提出并使用自研的生成对抗网络框架（""we propose a customized two-stage framework, cascaded cross-modality generative adversarial networks (CCMGANs)""），未提及任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
complex fusion structure slow dissociation simulation prediction method,Complex Fusion Structure Slow Dissociation Simulation Prediction Method,2024 China Automation Congress (CAC),conferencePaper,7FH92JB4,Zhang 等 - 2024 - Complex Fusion Structure Slow Dissociation Simulation Prediction Method.pdf,EXCLUDE,"证据片段仅描述""establish a simulation model""和""dynamic mesh transient solution techniques""，未提及任何具名的第三方非牙科3D软件（如COMSOL、ANSYS等）；且该文献为会议论文（2024 China Automation Congress），属于会议摘要类，不符合原创研究类型要求。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅描述""establish a simulation model""和""dynamic mesh transient solution techniques""，未提及任何具名的第三方非牙科3D软件（如COMSOL、ANSYS等）；且该文献为会议论文（2024 China Automation Congress），属于会议摘要类，不符合原创研究类型要求。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
automatic plane of minimal hiatal dimensions extraction from 3d female pelvic floor ultrasound,Automatic Plane of Minimal Hiatal Dimensions Extraction From 3D Female Pelvic Floor Ultrasound,IEEE Transactions on Medical Imaging,journalArticle,IMN6HZ24,Xia 等 - 2022 - Automatic Plane of Minimal Hiatal Dimensions Extraction From 3D Female Pelvic Floor Ultrasound.pdf,EXCLUDE,"该研究属于女性盆底超声领域，不属于口腔医学任一学科；且其方法为自研算法（""our algorithm""）及自建深度学习分割（""using U-Net""），未使用具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究属于女性盆底超声领域，不属于口腔医学任一学科；且其方法为自研算法（""our algorithm""）及自建深度学习分割（""using U-Net""），未使用具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
future innovation in healthcare by spatial computing using projectdr,Future Innovation in Healthcare by Spatial Computing using ProjectDR,2021 Third International Conference on Inventive Research in Computing Applications (ICIRCA),conferencePaper,ZJPPRS6G,Sasi和Ravichandran - 2021 - Future Innovation in Healthcare by Spatial Computing using ProjectDR.pdf,EXCLUDE,"该文献为会议论文（ICIRCA 2021），且证据片段中仅泛泛提及""software programs have generated sophisticated perspective models""，未显示该研究自身使用任何具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献为会议论文（ICIRCA 2021），且证据片段中仅泛泛提及""software programs have generated sophisticated perspective models""，未显示该研究自身使用任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
face expression recognition method based on mamba and different facial regions,Face Expression Recognition Method Based on Mamba and Different Facial Regions,2024 International Conference on Intelligent Robotics and Automatic Control (IRAC),conferencePaper,IMP22A3J,Zeng 等 - 2024 - Face Expression Recognition Method Based on Mamba and Different Facial Regions.pdf,EXCLUDE,该研究属于计算机视觉/情感计算领域的会议论文，主题不属于口腔医学任一学科；且证据片段中仅涉及自研的 Vision Mamba 模型与 Grad-CAM 方法，未使用任何具名第三方非牙科3D软件。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究属于计算机视觉/情感计算领域的会议论文，主题不属于口腔医学任一学科；且证据片段中仅涉及自研的 Vision Mamba 模型与 Grad-CAM 方法，未使用任何具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
development of automatic assessment framework for spine deformity using freehand 3 d ultrasound imaging system,Development of Automatic Assessment Framework for Spine Deformity Using Freehand 3-D Ultrasound Imaging System,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",journalArticle,HMLKHDYH,Chen 等 - 2024 - Development of Automatic Assessment Framework for Spine Deformity Using Freehand 3-D Ultrasound Imag.pdf,EXCLUDE,该研究主题为脊柱畸形（scoliosis）的超声评估，不属于口腔医学任一学科；且证据片段中仅见自研的 transformer-based detector、U-Net 等自研算法，未使用具名第三方非牙科3D软件。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究主题为脊柱畸形（scoliosis）的超声评估，不属于口腔医学任一学科；且证据片段中仅见自研的 transformer-based detector、U-Net 等自研算法，未使用具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
review of artificial intelligence methods for detecting cancer in medical image processing,Review of Artificial Intelligence methods for detecting cancer in medical image processing,2023 Third International Conference on Artificial Intelligence and Smart Energy (ICAIS),conferencePaper,SEHZXS2Z,Sarkar和Saha - 2023 - Review of Artificial Intelligence methods for detecting cancer in medical image processing.pdf,EXCLUDE,"该文献为综述（""This research reviews strategies for detecting liver, brain, and lung cancer using image processing""），且主题聚焦于肝、脑、肺癌检测，不属于口腔医学；证据片段中亦无任何具名第三方非牙科3D软件被该研究自身使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献为综述（""This research reviews strategies for detecting liver, brain, and lung cancer using image processing""），且主题聚焦于肝、脑、肺癌检测，不属于口腔医学；证据片段中亦无任何具名第三方非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
using response time to evaluate noise fluctuations and lombard speech in auralizations,Using response time to evaluate noise fluctuations and Lombard speech in auralizations,2023 Immersive and 3D Audio: from Architecture to Automotive (I3DA),conferencePaper,RIQ6Q9W3,Prodi和Visentin - 2023 - Using response time to evaluate noise fluctuations and Lombard speech in auralizations.pdf,EXCLUDE,该文献主题为室内声学/听觉化（auralization）与语音清晰度，不属于口腔医学任一学科；且所用软件 Odeon 为声学仿真软件，非口腔领域3D数据处理软件。,-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献主题为室内声学/听觉化（auralization）与语音清晰度，不属于口腔医学任一学科；且所用软件 Odeon 为声学仿真软件，非口腔领域3D数据处理软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
teeth gap and position recognition system with intraoral scanner images using image processing,Teeth Gap and Position Recognition System with Intraoral Scanner Images Using Image Processing,"2023 IEEE International Students' Conference on Electrical, Electronics and Computer Science (SCEECS)",conferencePaper,B2QQSRHI,Sathya 等 - 2023 - Teeth Gap and Position Recognition System with Intraoral Scanner Images Using Image Processing.pdf,EXCLUDE,"证据片段中出现的 MATLAB 仅出现在文献综述表格中对他人研究（""2. [3] C. -M. Stancioi et al. MATLAB, Image processing""）的引用，该研究自身使用的是 Faster R-CNN、K-Means 等自研算法，未使用具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中出现的 MATLAB 仅出现在文献综述表格中对他人研究（""2. [3] C. -M. Stancioi et al. MATLAB, Image processing""）的引用，该研究自身使用的是 Faster R-CNN、K-Means 等自研算法，未使用具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
