样本,编号,Key,标题,原流程排除原因,复核证据等级,复核结论,复核所见非牙科3D软件,关键依据（原文片段）,复核理由,复核方式
A 排除抽样,38,N8MVKDJM,Influence of Digital Technologies and Framework Design on the Load to Fracture of Co-Cr Posterior Fixed Partial Denture Frameworks.,未使用非牙科专用3D软件,全文,维持排除,,,通读全文未检出任何具名的非牙科 3D 软件；文中三维处理由牙科专用软件、设备随附软件或未具名流程完成，不满足“具名非牙科软件”这一纳入要件，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,39,CP9K9238,Agglomeration effect on biomechanical performance of CNT-reinforced dental implant using micromechanics-based approach,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,40,VHPL5MDY,3D Dental Biometrics: Automatic Pose-invariant Dental Arch Extraction and Matching,未使用非牙科专用3D软件,全文,维持排除,,,通读全文未检出任何具名的非牙科 3D 软件；文中三维处理由牙科专用软件、设备随附软件或未具名流程完成，不满足“具名非牙科软件”这一纳入要件，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,41,WSEGYC4K,Digital implantology-a review of virtual planning software for guided implant surgery. Part II: Prosthetic set-up and virtual implant planning,文献类型不符（综述/社论/会议摘要等）,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,42,4SMAJFLQ,Degradation-tunable coating with sustained silver release for spinal implants to prevent postoperative infections.,不属于口腔医学范畴,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,43,GDR8KPPZ,The Mechanosensing and Global DNA Methylation of Human Osteoblasts on MEW Fibers.,未使用非牙科专用3D软件,全文,维持排除,ImageJ、Fiji,"ImageJ :: SEM; JEOL 7001f, NeoScope JCM-5000 Benchtop SEM, JEOL Pty. Ltd., Sydney, Australia) operating at a voltage of 5 kV was used to characterize the fabricated 3D ﬁbrous substrate morphology following gold coating for 75 s (~10 nm coating thickness). The ﬁber diameter and pore size were calculated using ImageJ software (1.51V, National Institutes of Health, USA) as described previously [28]. Brieﬂy, SEM images and optical images were taken and ﬁber center-to-center distance was measured as the pore size, along with ﬁber diameter. Nanomaterials 2021, 11, 2943 3 of 13 For mechanical testin",文中虽有软件名称出现，但经核对上下文，ImageJ、Fiji 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,44,UN4CD2I2,Deep learning segmentation of mandible with lower dentition from cone beam CT,未使用非牙科专用3D软件,摘要,维持排除（不可全文核实）,,,该记录无可获取全文，摘要中亦未见具名的非牙科 3D 软件线索，无法在全文层面复核，记为“不可全文核实”，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,45,2TPBCDEY,Accuracy of guided implant surgery obtained using 3D-printed surgical guides - An in vitro comparison of four evaluation methods,未使用非牙科专用3D软件,全文,纠正为纳入,GOM Inspect、Analyze、GOM,"GOM :: can posts (ScanPost AT EV 4.2 L; Dentsply Sirona) and scan bodies (Scanbodies Omnicam L; Dentsply Sirona) were attached to the implant. The casts and one implant with its attached scan post and scan body were separate- ly digitized by an industrial structured light scanner (ATOS III Triple Scan; GOM) and exported as a standard tessellation language (stl) ﬁle. 3. These surface scans were imported into 3D analysis soft- ware (GOM Inspect Suite 2020; GOM) and merged to transfer the implant positions to the digitized cast. More- over, a virtual cylinder with defined dimensions (length:",全文方法与结果部分可确证该研究实际调用了非牙科专用 3D 软件（GOM Inspect、Analyze、GOM），用于三维数据的分割、建模、配准或力学分析。研究属口腔医学原创研究且发表时间在预设窗口内，符合全部纳入标准；原流程判为“未使用非牙科专用3D软件”，属摘要层面信息不足导致的误排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,46,QFG24RI9,The relevance of intraoral scanner (IOS) for periodontal diagnosis: A scoping review,文献类型不符（综述/社论/会议摘要等）,全文,维持排除,Geomagic Control X、Geomagic Control、Geomagic Qualify、Geomagic Studio、GOM Inspect、Materialise、Rhinoceros、Meshmixer、Geomagic、Autodesk、MeshLab、Analyze、Mimics、ImageJ、Amira,"GOM :: t et al. [57] 2020 Case series, Slovenia Periodontology CEREC Omnicam, Dentsply Sirona, Bensheim, Germany Gingival thickness (mm) CBCT imaging (OP300 3D Maxio; Instrumentarium Dental, Tuusula, Finland) Superimposition: (RealGUIDE Software version 5.0; 3DIEMME Srl). Measurements: (GOM Inspect 2017; GOM GmbH). 2 patients Full mouth – – Polizzi et al. [65] 2020 Interventional study, Italy Periodontology Carestream CS 3600 (Carestream Dental, Toulouse, France) Volume of periodontal edema (mm3 + color) Unapplicable Acquisition: Imaging software (CS orthod",文中虽有软件名称出现，但经核对上下文，Geomagic Control X、Geomagic Control、Geomagic Qualify 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。 该文献本身亦属综述类，文献类型即不满足要求。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,47,JNXPDRMH,Deep learning for automatic segmentation of the inferior alveolar nerve using a hybrid CNN-transformer framework.,未使用非牙科专用3D软件,全文,维持排除,Analyze,Analyze :: r attention and stage-restricted Permuted AdaIN). This design allowed us to evaluate the individual contributions of the proposed architectural components and compare them with recent segmentation approaches. Evaluation Segmentation was evaluated using DSC values. The DSC is used to comparatively analyze the ground truth and predicted values. This value is obtained by determining the ratio of the overlapping area between the predicted value and ground truth to the sum of the predicted value and ground truth. A value closer to 1 indicates the accuracy of the method. The DSC was,文中虽有软件名称出现，但经核对上下文，Analyze 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
A 排除抽样,48,ZLXKNJ5X,Decellularized bone matrix-enriched 3D-printed GelMA scaffold as a cell-homing platform: analysis using an artificial pulp chamber model,未使用非牙科专用3D软件,全文,维持排除,ImageJ,"ImageJ :: s The hydrogels were immersed in a 0.5% (w/v) Rhodamine B solution (Sigma-Aldrich) in deionized water for 5 min. Afterward, the hydrogels were analyzed using an inverted microscope (Leica DM IRBE - INV-100). Ten images of each sample (n = 5) were captured at 16× magnification and analyzed with ImageJ software (National Institutes of Health, Bethesda, MD, USA) to determine the pore diameter. Degradation assay Hydrogel samples (n = 8) were placed in 48-well plates with 1 mL of PBS, with or without type I collagenase (1 U/mL), and incubated at 37 °C for 24 h to allow maximum sw",文中虽有软件名称出现，但经核对上下文，ImageJ 系仅被引述、作为参考文献条目或并非本研究实际使用的三维处理工具，未形成可确证的软件使用证据，维持排除。,全文复核由大语言模型辅助完成（模型标识 deepseek-chat / deepseek-flash，温度 0.1），逐条结论与依据片段在表中逐条可查；作者对结论进行了确认。本表不是人工独立双人盲核，也不作为筛查敏感度的估计。
