样本,编号,Key,Title,流程记录原因,证据等级,PDF,命中非牙科软件,命中牙科专用软件,全文长度,证据片段,摘要
A_排除抽样,35,NLELJUTF,Positional trueness of three removable die designs with different root geometries manufactured using stereolithographic 3D printing,未使用非牙科专用3D软件,摘要,,,,0,,
A_排除抽样,36,EED4NH95,Hierarchical Self-Supervised Learning for 3D Tooth Segmentation in Intra-Oral Mesh Scans,未使用非牙科专用3D软件,全文,Liu 等 - 2023 - Hierarchical Self-Supervised Learning for 3D Tooth Segmentation in Intra-Oral Mesh Scans..pdf,Analyze,,70143,"Analyze ::  cially, the STSNet† can produce clear tooth predictions and rarely generates isolated tooth predictions, though many of these errors could be corrected by graph-cut smoothing. This is consistent with the superior performance of STSNet†∗ compared to DC-Net∗. V. DISCUSSION A. Statistical Analysis We analyze the statistical performance of our method in each individual tooth to verify its effectiveness across diverse IOS scans, as each tooth might possess different anatomical features and boundaries. We also associate the corresponding missing ratios in our test set, the ratio of patients without the co","Accurately delineating individual teeth and the gingiva in the three-dimension (3D) intraoral scanned (IOS) mesh data plays a pivotal role in many digital dental applications, e.g., orthodontics. Recent research shows that deep learning based methods can achieve promising results for 3D tooth segmentation, however, most of them rely on high-quality labeled dataset which is usually of small scales as annotating IOS meshes requires intensive human efforts. In this paper, we propose a novel self-supervised learning framework, named STSNet, to boost the performance of 3D tooth segmentation leveraging on large-scale unlabeled IOS data. The framework follows two-stage training, i.e., pre-training and fine-tuning. In pre-training, three hierarchical-level, i.e., point-level, region-level, cross-level, contrastive losses are proposed for unsupervised representation learning on a set of predefine"
A_排除抽样,37,7CZBUA54,Prospective study on the localization of anterolateral thigh perforator vessel based on mixed reality and artificial algorithm.,不属于口腔医学范畴,摘要,,,,0,,
A_排除抽样,38,N8MVKDJM,Influence of Digital Technologies and Framework Design on the Load to Fracture of Co-Cr Posterior Fixed Partial Denture Frameworks.,未使用非牙科专用3D软件,全文,Tobar 等 - 2022 - Influence of Digital Technologies and Framework Design on the Load to Fracture of Co‐Cr Posterior Fi.pdf,,3Shape；Dental System,37045,,"PURPOSE: To compare the load to fracture of cobalt-chromium (Co-Cr) 3-unit posterior fixed partial denture (FPD) frameworks manufactured by conventional and  digital techniques and to evaluate the influence of the framework design on the  fracture load. MATERIAL AND METHODS: Eighty 3-unit Co-Cr posterior FPD frameworks  were fabricated with two designs: intermediate pontic (n = 40) and cantilever (n  = 40). Each design was randomly divided into four groups (n = 10): casting,  direct metal laser sintering, soft metal milling, and hard metal milling. After  thermal cycling, all specimens were subjected to a 3-point bending test until  fracture. Data were statistically analyzed using one-way ANOVA, Welch and  Brown-Forsythe test, Ryan-Einot-Gabriel-Welsch F and Tamhane T2 post hoc test,  Student's t test, and Weibull statistics (α = 0.05). RESULTS: Significant  differences (p < 0.001; F = 3"
A_排除抽样,39,CP9K9238,Agglomeration effect on biomechanical performance of CNT-reinforced dental implant using micromechanics-based approach,未使用非牙科专用3D软件,摘要,,,,0,,
A_排除抽样,40,VHPL5MDY,3D Dental Biometrics: Automatic Pose-invariant Dental Arch Extraction and Matching,未使用非牙科专用3D软件,全文,Zhong和Zhang - 2021 - 3D Dental Biometrics Automatic Pose-invariant Dental Arch Extraction and Matching.pdf,,,27000,,"A novel automatic pose-invariant dental arch extraction and matching framework is developed for 3D dental identification using laser-scanned dental plasters. In our previous attempt [1]–[5], 3D point-based algorithms have been developed and they have shown a few advantages over existing 2D dental identifications. This study is a continuous effort in developing arch-based algorithms to extract and match dental arch feature in an automatic and pose-invariant way. As best as we know, this is the first attempt at automatic dental arch extraction and matching for 3D dental identification. A Radial Ray Algorithm (RRA) is proposed by projecting dental arch shape from 3D to 2D. This algorithm is fully automatic and fast. Preliminary identification result is obtained by matching 11 postmortem (PM) samples against 200 ante-mortem (AM) samples. 72.7% samples achieved top 5% accuracy. 90.9% samples "
A_排除抽样,41,WSEGYC4K,Digital implantology-a review of virtual planning software for guided implant surgery. Part II: Prosthetic set-up and virtual implant planning,文献类型不符（综述/社论/会议摘要等）,摘要,,,,0,,
A_排除抽样,42,4SMAJFLQ,Degradation-tunable coating with sustained silver release for spinal implants to prevent postoperative infections.,不属于口腔医学范畴,摘要,,,,0,,
A_排除抽样,43,GDR8KPPZ,The Mechanosensing and Global DNA Methylation of Human Osteoblasts on MEW Fibers.,未使用非牙科专用3D软件,全文,Han 等 - 2021 - The Mechanosensing and Global DNA Methylation of Human Osteoblasts on MEW Fibers..pdf,ImageJ；Fiji,,42051,"ImageJ :: SEM; JEOL 7001f, NeoScope JCM-5000 Benchtop SEM, JEOL Pty. Ltd., Sydney, Australia) operating at a voltage of 5 kV was used to characterize the fabricated 3D ﬁbrous substrate morphology following gold coating for 75 s (~10 nm coating thickness). The ﬁber diameter and pore size were calculated using ImageJ software (1.51V, National Institutes of Health, USA) as described previously [28]. Brieﬂy, SEM images and optical images were taken and ﬁber center-to-center distance was measured as the pore size, along with ﬁber diameter.  Nanomaterials 2021, 11, 2943 3 of 13 For mechanical testing, the sample (6 || Fiji :: re added for 1 h at room temperature. Images (>15 cells) were acquired with a Nikon confocal microscope (Nikon, Tokyo, Japan). 2.4. Focal Adhesion, Nucleus and Nuclear YAP Data Analysis For morphological analysis of focal adhesion, vinculin staining images (>15 cells) wer","Cells interact with 3D fibrous platform topography via a nano-scaled focal adhesion complex, and more research is required on how osteoblasts sense and  respond to random and aligned fibers through nano-sized focal adhesions and their  downstream events. The present study assessed human primary osteoblast cells'  sensing and response to random and aligned medical-grade polycaprolactone (PCL)  fibrous 3D scaffolds fabricated via the melt electrowriting (MEW) technique.  Cells cultured on a tissue culture plate (TCP) were used as 2D controls. Compared  to 2D TCP, 3D MEW fibrous substrates led to immature vinculin focal adhesion  formation and significantly reduced nuclear localization of the  mechanosensor-yes-associated protein (YAP). Notably, aligned MEW fibers induced  elongated cell and nucleus shape and highly activated global DNA methylation of  5-methylcytosine, 5-hydroxymethylcytos"
A_排除抽样,44,UN4CD2I2,Deep learning segmentation of mandible with lower dentition from cone beam CT,未使用非牙科专用3D软件,摘要,,,,0,,
A_排除抽样,45,2TPBCDEY,Accuracy of guided implant surgery obtained using 3D-printed surgical guides - An in vitro comparison of four evaluation methods,未使用非牙科专用3D软件,全文,Herstell 等 - 2022 - Accuracy of guided implant surgery obtained using 3D-printed surgical guides - An in vitro compariso.pdf,GOM Inspect；Analyze；GOM,3Shape；Dental System；CEREC；inLab,46596,"GOM :: can posts (ScanPost AT EV 4.2 L; Dentsply Sirona) and  scan bodies (Scanbodies Omnicam L; Dentsply Sirona)  were attached to the implant. The casts and one implant with its attached scan post and scan body were separate- ly digitized by an industrial structured light scanner  (ATOS III Triple Scan; GOM) and exported as a standard tessellation language (stl) ﬁle.  3. These surface scans were imported into 3D analysis soft- ware (GOM Inspect Suite 2020; GOM) and merged to transfer the implant positions to the digitized cast. More- over, a virtual cylinder with defined dimensions (length: 11 mm, dia || Analyze :: s applied  to simulate the single implant insertion to replace a maxillary  missing central incisor and first molar in 10 gypsum casts (n = 10). Surgical guides (n = 10 per site) were printed by digit- al light processing for implant bed preparation and implant  insertion. F","Aim: To test four different measurement methods to evaluate deviations between planned and actual implant positions within a digital workflow applying 3D-printed surgical guides. Materials and methods: A fully digital workflow was applied to simulate the single implant insertion to replace a maxillary missing central incisor and first molar in 10 gypsum casts (n = 10). Surgical guides (n = 10 per site) were printed by digital light processing for implant bed preparation and implant insertion. Four methods were used to analyze 3D deviations between the planned (target) and achieved implant positions: Methods 1 and 2 used an automated computer program (ACP) to assess deviations between the initial planning file and a file that represented the actual implant position either by the implant bed [ACP_BED] or by the inserted implant [ACP_IMP]. For Method 3, a standard tessellation language data"
