序号,文献标题,摘要（前100字符）,处理时间,model_returned,response_id,latency_s,分类结果,分类理由,软件使用情况,应用领域,应用场景
2214,A Novel Approach for Automatic Prediction of Canine Impaction using Deep Learning Algorithms,Canine impaction is a common dental anomaly with significant implications for orthodontic treatment ,2026-09-10 20:48:21,deepseek-flash,6255a840-8726-4174-8e79-be4f2e75a998,1.32,unsure,该文献属于口腔正畸/放射领域，使用深度学习算法处理全景X光片，但摘要未明确提及是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），无法判断是否符合Concept标准，需进入全文复核。,无,无,无
2217,Compliance Control and Simulation of a Next-Generation Chewing Robot,The aim of the development of the chewing robots is to study the biomechanics of chewing process or ,2026-09-10 20:48:21,deepseek-flash,dce11793-023e-4e0d-ba28-4ffd5ac6e90f,1.24,exclude,该文献研究的是咀嚼机器人的控制与仿真，属于工程/机器人领域，摘要未涉及任何口腔医学临床实践或研究，也未提及使用3D软件进行口腔医学相关数据处理。,无,无,无
2213,A Method for Robot to Detect the Facial Landmarks with Masks,"As the epidemic intensifies aroun d the world, more and more people are wearing masks, which also ma",2026-09-10 20:48:21,deepseek-flash,8489d896-07ee-455c-ab47-d0770e178a0b,1.63,exclude,该文献研究的是机器人面部关键点检测算法，与口腔医学无关，且未涉及任何口腔临床实践或研究。,无,无,无
2215,Sign Lingo: Live Sign Language Interpretation using AI,"Sign language serves as the primary mode of communication for deaf and mute individuals, enabling th",2026-09-10 20:48:21,deepseek-flash,e5164b28-91d0-4127-8672-9004029b294a,1.52,exclude,该文献主题为手语识别与转换的辅助通信技术，与口腔医学无关，未涉及任何口腔医学临床实践或研究。,无,无,无
2219,A Software Package «Apnea» for the Diagnosis and Treatment of Obstructive Sleep Apnea,"According to the international classification of sleep disorders ICSD-3, sleep disorders are grouped",2026-09-10 20:48:22,deepseek-flash,59a89155-2607-489a-a839-e6d8326f1c5e,1.02,unsure,该文献涉及口腔医学相关领域（通过3D模型判断牙列病理），且提及构建3D模型，但摘要未明确说明使用了何种3D软件，无法判断是否为非牙科专用3D软件，信息不足。,无,无,无
2220,Smart Feeder Robot for Severely Disabled Patients,"As Taiwan enters an aging society, the number of disabled people increases accordingly, resulting in",2026-09-10 20:48:22,deepseek-flash,d77754b6-af05-45a3-b6a8-fcbf5811c9f1,1.12,exclude,该文献主题为辅助严重残疾患者的智能喂食机器人系统，与口腔医学临床实践或研究无关，且未涉及任何口腔医学内容。,无,无,无
2222,"Interference-Free Causality Learning Promotes Cross-Level, Fine-Grained Diagnosis of Coronary Artery Disease in Coronary CT Angiography","With the growing global threat of coronary artery disease (CAD), automated CAD diagnosis techniques ",2026-09-10 20:48:22,deepseek-flash,46bbf46d-f2a1-421e-b8a2-5631f048d945,0.91,exclude,该文献研究冠状动脉疾病（CAD）的CT血管造影诊断，属于心血管领域，与口腔医学无关。,无,无,无
2221,OTONet: Deep Neural Network for Precise Otoscopy Image Classification,"Otoscopy is a diagnostic procedure to visualize the external ear canal and eardrum, facilitating the",2026-09-10 20:48:22,deepseek-flash,d9822695-deac-4343-a806-773f63cb51a4,1.09,exclude,该文献研究的是耳镜（otoscopy）图像分类，属于耳科/耳鼻喉领域，与口腔医学无关，明确不符合PCC框架中的Population/Context标准。,无,无,无
2224,Fast Sparsity-Based 3D Near-Field MIMO Imaging Using b-SAGA with a Batch Size Selection Strategy,Near-field imaging with multiple-input multiple-output (MIMO) arrays suffers from high computational,2026-09-10 20:48:22,deepseek-flash,b3db469a-4330-4f6e-9397-b8b54326752d,0.87,exclude,该文献研究的是近场MIMO雷达成像的稀疏优化算法，与口腔医学无关，且未涉及任何口腔医学应用。,无,无,无
2218,Toothbrushing Monitoring Using an RGB-D Camera and Smart Toothbrush-Integrated IMU,Accurate tracking of toothbrush position and identifying brushing regions are critical challenges in,2026-09-10 20:48:22,deepseek-flash,18be5bfc-bced-466a-8d83-f2bc07d9e2ae,1.37,exclude,"该文献属于口腔卫生监测（刷牙行为识别）领域，但其技术方案为RGB-D相机与IMU传感器融合，未涉及任何3D软件（无论牙科专用或非牙科专用）的数据处理、分析或建模，不符合Concept中""使用非牙科专用3D软件""的核心纳入标准。",无,无,无
2225,Alzheimer’s Disease Prediction Using MRI-PET Fusion Through Multi-Modal Deep Learning With Late Fusion Techniques,This research presents an advanced deep learning framework for Alzheimer’s Disease prediction throug,2026-09-10 20:48:22,deepseek-flash,be08c43d-c600-4d17-b94e-1fced44d3dc7,0.99,exclude,该文献研究阿尔茨海默病的MRI-PET融合预测，明确与口腔医学无关，属于纯神经科学/神经影像领域。,无,无,无
2223,Posterior-Based Analysis of Spatio-Temporal Features for Sign Language Assessment,"Sign Language conveys information through multiple channels composed of manual (handshape, hand move",2026-09-10 20:48:23,deepseek-flash,b38a36a3-0270-416e-9e6a-5ece189af7cf,1.46,exclude,该文献研究手语评估（sign language assessment），与口腔医学无关，明确不属于本综述的Population/Context范畴。,无,无,无
2230,Multi-Resolution Transformer-Augmented Efficientnet for Explainable Breast Cancer Histopathology Analysis,Diagnosis of breast cancer based on the histopathology images requires clinical reliability that is ,2026-09-10 20:48:23,deepseek-flash,1e060b83-002d-49e6-b383-9a8c63ecb4f4,0.69,exclude,该文献研究乳腺癌组织病理学图像分析，明确与口腔医学无关，不符合纳入标准中的口腔医学范畴要求。,无,无,无
2227,CFI-Net: A Choquet Fuzzy Integral Based Ensemble Network With PSO-Optimized Fuzzy Measures for Diagnosing Multiple Skin Diseases Including Mpox,"In the domain of medical diagnostics, precise identification of various skin and oral diseases is vi",2026-09-10 20:48:23,deepseek-flash,784f9153-de09-4be4-895a-3bfc722c6719,0.87,exclude,"该文献为基于深度学习的图像分类算法研究，未涉及任何3D软件或3D数据处理，且其口腔相关部分仅为二维图像分类，不符合本综述关于""非牙科专用3D软件在口腔医学中的应用""的核心概念。",无,无,无
2226,AI Diagnosis of Mild Cognitive Impairment in Neurodegenerative Diseases from FDG Pet Images,Objective This study aimed to develop and validate a deep learning FDG-PET scanning algorithm that m,2026-09-10 20:48:23,deepseek-flash,19e300d3-2190-4e11-8abe-9f8c881a1f04,1.19,exclude,该文献研究的是FDG-PET影像的深度学习算法用于神经退行性疾病（轻度认知障碍）的诊断，与口腔医学完全无关。,无,无,无
2229,Sketch-Based Interaction for Planning-Based Interactive Storytelling,Drawings have been used for thousands of years as a visual complement to oral and written storytelli,2026-09-10 20:48:23,deepseek-flash,8e11d274-5c8c-4c05-894c-41a9679a84c5,0.9,exclude,该文献主题为基于草图的交互式叙事系统，属于计算机图形学/人机交互领域，与口腔医学无任何关联。,无,无,无
2231,Earlier Detection of Pancreatic Cancer Using Neural Network Based Optimization Technique,"Medical healthcare systems are being extensively studied, giving computer technology lots of space t",2026-09-10 20:48:23,deepseek-flash,239af00c-b202-4b95-93e9-d9623ea5ce1a,1.14,exclude,该文献研究的是胰腺癌的检测与分类，属于纯医学（肿瘤/消化系统）领域，与口腔医学无关。,无,无,无
2228,Improving the Recognition of Sign Language from Acquired Data by Wireless Body Area Network,Accurate and fast recognition of sign language would greatly improve communications between the deaf,2026-09-10 20:48:23,deepseek-flash,0793cc03-9a4b-430b-ab7a-a7eeceb32ba7,1.22,exclude,该文献研究手语识别（sign language recognition），属于无线体域网与信号处理领域，与口腔医学无关。,无,无,无
2233,Minimally Invasive Micro Needle Sensors for Plant Growth Analysis in Agrivoltaic Fields,A plant's physiology is constantly evolving depending on the environment it grows. The critical envi,2026-09-10 20:48:24,deepseek-flash,7d4090dd-0f82-4171-900f-cdd471f38ca7,0.81,exclude,该文献研究的是用于植物生长分析的微针传感器，与口腔医学完全无关，属于农业/植物学领域。,无,无,无
2232,Optimal Temporal Window Selection for 3D CNN-Based VFSS Swallowing Phase Classification,The Videofluoroscopic Swallowing Study (VFSS) is the gold standard for assessing swallowing. The swa,2026-09-10 20:48:24,deepseek-flash,f8def90b-baaa-4c3b-a31c-07cdb2bf9511,1.47,exclude,该研究属于吞咽障碍（dysphagia）的VFSS影像分析，涉及吞咽的口腔期、咽期、食管期，但整体属于言语-吞咽医学/放射影像领域，并非口腔医学（牙科）范畴；且研究使用3D CNN进行深度学习分类，未涉及非牙科专用3D软件的应用。,无,无,无
2237,Analyzing Interactions in Paired Egocentric Videos,"As wearable devices become more popular, ego-centric information recorded with these devices can be ",2026-09-10 20:48:24,deepseek-flash,e074c108-1e5b-4ebd-b72e-8e30a76f4997,0.95,exclude,该文献研究可穿戴设备记录的人际互动行为分析（涉及3D运动/egomotion），与口腔医学临床实践或研究无关，明确不属于本综述的Population范畴。,无,无,无
2234,Generative AI for Text to Speech and Sign Language Translation,This paper presents the development of an AI-powered platform designed to enhance real-time communic,2026-09-10 20:48:24,deepseek-flash,589c781e-af69-48cd-a039-f5ec3482dd6b,1.21,exclude,该文献主题为面向言语和听力障碍人士的实时沟通AI平台（语音转文字与手语翻译），与口腔医学无关，明确不属于本综述的纳入范围。,无,无,无
2236,Research on Gear Fault Feature Extraction of Electric Drive Axle Main Reducer based on ADAMS,To address the challenge of accurately identifying gear faults in the main reducer of electric drive,2026-09-10 20:48:24,deepseek-flash,2a2e5c92-fe4b-4b99-bda4-d748c7019c32,1.06,exclude,该文献研究电动驱动桥主减速器的齿轮故障特征提取，属于机械工程/车辆工程领域，与口腔医学无关。,无,无,无
2235,Reducing Computational Cost in Pedestrian Conversation Activity Recognition through Skeleton Spatiotemporal Graphs,The existing method for recognizing conversation activity in walking pedestrian groups uses heavy th,2026-09-10 20:48:24,deepseek-flash,b8cc0864-b48f-4e8d-98bd-30097857a3d3,1.13,exclude,该文献研究行人对话活动识别，属于计算机视觉领域，与口腔医学无关。,无,无,无
2238,Computer Vision-Based Consumer Behavior Analysis Framework for Retail Store Layout Optimization,"In this digital age, where the world of retail is characterized as smart, visual data has become mor",2026-09-10 20:48:25,deepseek-flash,0f6e9332-78f1-4624-b492-77e487e0a5ca,1.1,exclude,该文献研究的是零售商店布局优化中的消费者行为分析，与口腔医学完全无关，明确不属于本范围综述的纳入范畴。,无,无,无
2240,Reduce metal artifact (MAR) on CBCT image,Modern dentistry has greatly benefited from the major advancements in diagnostic accuracy and treatm,2026-09-10 20:48:25,deepseek-flash,81a8ef78-5fdb-4815-81be-a093ec7fb352,1.3,unsure,该文献属于口腔颌面影像（CBCT图像处理）范畴，但摘要未明确说明使用了何种软件，无法判断是否使用了非牙科专用3D软件，故需进入全文复核。,无,无,无
2242,A Customized Artificial Ear Based on Vibrotactile Feedback: A Pilot Study,"Hearing aid devices have been around for decades, while most of them focus on sound amplification an",2026-09-10 20:48:25,deepseek-flash,3086adf9-a80f-44f6-abc0-6249d3d3cda0,0.86,exclude,该文献研究的是基于振动触觉反馈的人工耳（助听装置），属于听觉辅助技术领域，与口腔医学无关。,无,无,无
2239,Attention-based Multiple Instance Learning for Cancer Diagnosis using Histopathology Image,Oral cancer diagnosis using histopathology whole-slide images (WSIs) presents significant challenges,2026-09-10 20:48:25,deepseek-flash,2cfda720-db58-44bf-9edd-821becd1e510,1.7,exclude,"该文献为口腔癌组织病理图像的人工智能诊断研究，属于口腔医学范畴，但摘要中未涉及任何3D数据处理、分析或建模，仅涉及二维病理图像分析，不符合本综述关于""非牙科专用3D软件""的核心概念。",无,无,无
2241,Translation of Sign Language into Nepali Speech Using a Context-Aware Neural Network Framework,"In recent years, communication between hearing-impaired individuals and the general public has remai",2026-09-10 20:48:25,deepseek-flash,7e135c71-b57c-4aea-88bf-e90a94b0db94,1.28,exclude,该文献研究手语翻译为尼泊尔语语音，属于辅助通信技术领域，与口腔医学无任何关联，明确不符合纳入标准中的口腔医学范畴。,无,无,无
2244,Deep Learning Framework for Indian Sign Language Communication,This research presents a deep learning-based framework for the real-time recognition and translation,2026-09-10 20:48:25,deepseek-flash,bc303454-a20f-44b5-9bc4-162cc50e893f,1.15,exclude,该文献研究的是印度手语识别的深度学习框架，与口腔医学完全无关，明确不属于本范围综述的纳入范畴。,无,无,无
2245,Deep Learning-Based Pattern Recognition for Automated Medical Imaging,"Medical imaging is key to diagnosing and planning the treatment of diseases, but medical imaging ana",2026-09-10 20:48:25,deepseek-flash,980be7c5-404a-4597-a64d-4b0c72b25da4,1.25,exclude,该文献为通用医学影像的深度学习模式识别研究，摘要未涉及口腔医学，且未提及任何3D软件或口腔相关应用，明确与口腔医学无关。,无,无,无
2243,A Unified Deep Learning Framework for Lip Reading and Deep Fake Audio Classification,This study proposes a multimodal framework designed to enhance deepfake detection by integrating vis,2026-09-10 20:48:25,deepseek-flash,32b5049d-bfba-4f7d-9ca9-adbaccad3f6d,1.29,exclude,该文献主题为唇读与深度伪造音频检测，属于数字取证与安全领域，与口腔医学无关，未涉及任何口腔临床实践或研究。,无,无,无
2246,High-level Features in Deeper Deep Learning Layers for Breast Cancer Classification,Early detection of breast cancer is crucial when treating than cure in later mammogram screening pro,2026-09-10 20:48:26,deepseek-flash,4eb0de35-d82c-4b79-91bf-c937f79da516,1.18,exclude,该文献研究乳腺癌的深度学习分类，明确与口腔医学无关，不符合本范围综述的人群/领域纳入标准。,无,无,无
2247,"Bridging Communication Gaps: A Low-Cost, Real-Time Sign Language Recognition Platform","The communication gap between deaf and hearing individuals remains a persistent challenge, limiting ",2026-09-10 20:48:26,deepseek-flash,2298efb6-87f9-497f-9a84-4815555f4c37,0.87,exclude,该文献主题为手语识别与翻译平台，属于无障碍通信技术领域，与口腔医学无关，未涉及任何口腔临床实践或研究。,无,无,无
2250,Single-Image to 3D Human: A Comprehensive Reconstruction Framework,This paper presents a novel framework for the generation of highly realistic and controllable human ,2026-09-10 20:48:26,deepseek-flash,adff3741-785d-4935-a8fc-d5dcb3ec6560,1.09,exclude,该文献主题为计算机视觉/深度学习领域的单图像人体3D重建，摘要中未涉及任何口腔医学内容，明确与口腔医学无关。,无,无,无
2249,Robust Oral Localization Based on Multicamera Tracking of Self-Identifying Markers,Oral localization is widely used in oral and maxillofacial surgery (OMS). Most existing navigation s,2026-09-10 20:48:26,deepseek-flash,008de005-06eb-40d7-8952-2a443f9d7e98,1.26,unsure,该文献属于口腔颌面外科导航定位领域，但摘要未明确提及是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），信息不足无法判断。,无,无,无
2248,System-on-Board Integrated Flexible OEGFET Aptasensor for Multianalyte Testing in Saliva,The need for oral health monitoring point-of-care (PoC) systems is ever growing. We have recently re,2026-09-10 20:48:26,deepseek-flash,f8b5e891-6e0a-4363-82c2-bc57d5e8d278,1.43,exclude,"该文献为口腔健康监测的生物传感器（OEGFET适配体传感器）研究，属于口腔医学相关领域，但摘要中未涉及任何3D软件的数据处理、分析或建模，仅提及3D打印技术用于制造互连结构，不符合""使用非牙科专用3D软件""的核心概念。",无,无,无
2253,Enhanced Landmark Detection in Oral and Maxillofacial CT and CBCT Scans: A Multistage Global–Local Integration Approach,"Cephalometric analysis plays a crucial role in oral clinic, especially in orthodontics and maxillofa",2026-09-10 20:48:26,deepseek-flash,7c012911-0cd5-47ba-98c5-c279d0b23928,1.05,unsure,该文献属于口腔颌面影像与正畸领域，涉及3D CT/CBCT数据处理与标志点检测，符合口腔医学范畴；但摘要未明确提及是否使用非牙科专用3D软件（如3D Slicer、Mimics等），无法据此排除，需进入全文复核。,无,无,无
2255,Calibration of Intraoral 3-D Measurement System With Using Consummated Model Combined With Highly Accurate Data Pairs,"Direct digital impressions can be obtained using intraoral 3-D scanners. Among them, the fringe proj",2026-09-10 20:48:27,deepseek-flash,74745eb9-47e6-44a0-b711-d2471ee8b27b,1.06,unsure,该文献涉及口内3D扫描仪的校准，属于口腔医学范畴，但摘要未明确提及使用了非牙科专用3D软件，也未明确排除，信息不足。,无,无,无
2252,Efficient Registration of Intraoral Point Clouds Using 3-D Spatial Consistent Grouping Method With Global Optimization,Intraoral 3-D scanning is a vital component of modern oral therapy. Because of the limited field of ,2026-09-10 20:48:27,deepseek-flash,80559733-bdc8-4eb1-97cb-ced16c2c8c74,1.44,unsure,该文献属于口腔医学（口内扫描）范畴，涉及3D点云数据处理与算法开发，但摘要未明确提及是否使用了非牙科专用3D软件（如通用型或工程类软件），无法据此排除其可能性，需进入全文复核。,无,无,无
2251,Development and Validation of a Freehand 3-D Ultrasound System for Real-Time Intraoral Image Reconstruction,The 2-D ultrasonography has shown great potential for evaluating periodontal structures due to its p,2026-09-10 20:48:27,deepseek-flash,1efad6d6-aba4-47cc-887e-d895699322e9,1.68,unsure,该文献属于口腔医学范畴（牙周/牙体成像），但摘要未明确提及使用了何种3D软件，无法判断是否使用了非牙科专用3D软件，需全文复核。,无,无,无
2254,Intraoral 3-D Measurement by Means of Group Coding Combined With Consistent Enhancement for Fringe Projection Pattern,"Intraoral 3-D measurement can obtain digital impressions in real-time. However, owing to saliva, ena",2026-09-10 20:48:27,deepseek-flash,e75c8db4-155b-4fb3-a2c1-3a3c9e6ff178,1.34,unsure,"该文献涉及口腔内3D测量（口腔医学范畴），但摘要未明确说明是否使用了非牙科专用3D软件，仅描述了自研设备与算法，无法判断是否符合""非牙科专用3D软件""这一核心概念，需进入全文复核。",无,无,无
2257,On Segmentation of Maxillary Sinus Membrane using Automatic Vertex Screening,The purpose of this study is to develop an automatic technique to segment the membrane of the maxill,2026-09-10 20:48:27,deepseek-flash,40ec926c-db42-4ad8-be26-8f62fd059492,1.08,unsure,该研究属于口腔颌面放射领域，涉及CBCT影像的3D网格建模与分割，但摘要未明确说明所使用的软件工具名称，无法判断是否使用了非牙科专用3D软件。,无,无,无
2259,3D-Guided Face Manipulation of 2D Images for the Prediction of Post-Operative Outcome After Cranio-Maxillofacial Surgery,Cranio-maxillofacial surgery often alters the aesthetics of the face which can be a heavy burden for,2026-09-10 20:48:28,deepseek-flash,ef357b14-a84b-40a0-b26b-b02730f90b80,1.12,unsure,该文献属于颌面外科（口腔医学范畴），涉及3D软组织预测与2D图像处理，但摘要未明确说明所使用的3D软件是否为非牙科专用软件，信息不足，需全文复核。,无,无,无
2256,Accurate 3-D Radiation Field Measurement via Focus-Enhanced Gamma Imaging and Density-Adaptive Point Cloud Fusion,"Accurate 3-D radiation field mapping is essential for nuclear safety, decommissioning, and environme",2026-09-10 20:48:28,deepseek-flash,8749cf05-78a2-4d38-84ae-e637168ea015,1.49,exclude,该文献主题为核安全与环境监测领域的3D辐射场测量，明确与口腔医学无关，不符合PCC框架中的Population/Context要求。,无,无,无
2258,3D Human Reconstruction Combined with Facial Features,The Metaverse is a shared virtual space that allows individuals to interact with other users in a di,2026-09-10 20:48:28,deepseek-flash,946e662e-8b6c-4d75-9469-34fcb4a913b5,1.49,exclude,该文献研究的是元宇宙中基于单张图像的3D人体重建算法，属于计算机视觉/图形学领域，与口腔医学无关，且未涉及任何口腔医学应用。,无,无,无
2261,3D Face From X: Learning Face Shape From Diverse Sources,We present a novel method to jointly learn a 3D face parametric model and 3D face reconstruction fro,2026-09-10 20:48:28,deepseek-flash,34196972-4fb5-4a77-9636-82d56b5b1419,1.17,exclude,该文献研究的是通用3D人脸建模与重建方法，未涉及口腔医学任何学科的临床实践或研究，明确与口腔医学无关。,无,无,无
2262,A Survey of Text-guided 3D Face Reconstruction,Text-guided 3D face reconstruction is an emerging field that leverages artificial intelligence to ge,2026-09-10 20:48:28,deepseek-flash,fb0148e0-7c32-43cd-af47-0d08ac5b9453,1.04,exclude,该文献标题和摘要明确表明是一篇综述（survey paper），属于非原创研究类型，不符合纳入标准中的文献类型要求。,无,无,无
2260,Estimating Virtual Camera FOV to Reduce Perspective Shape Distortion in 2D-to-3D Face Reconstruction,Existing image-based 3D face reconstruction methods rely on a virtual camera to project the reconstr,2026-09-10 20:48:28,deepseek-flash,5f5f2320-9964-47ec-9348-25d91d043f8a,1.25,exclude,该文献研究的是通用的人脸3D重建算法（计算机视觉领域），未涉及口腔医学任何学科的临床实践或研究，明确与口腔医学无关。,无,无,无
2263,Learning Disentangled Features for Nerf-Based Face Reconstruction,The 3D-aware parametric face model named HeadNeRF achieved advantages in rendering photo-realistic f,2026-09-10 20:48:28,deepseek-flash,1e48a7da-03e5-4d77-bc9d-86975b4c2ad4,1.18,exclude,该文献研究的是基于NeRF的人脸重建，属于计算机视觉/图形学领域，与口腔医学无关。,无,无,无
2264,Graph Refinement with Regression Prior for 3D Face Reconstruction,We propose the Graph Refinement with Regression Prior (GRRP) framework for 3D face reconstruction. T,2026-09-10 20:48:29,deepseek-flash,9c726526-489d-4912-9fb1-3bb48a960b01,1.31,exclude,该文献为3D人脸重建的计算机视觉/图形学研究，与口腔医学临床实践或研究无关，未涉及任何口腔医学学科。,无,无,无
2265,Robust CBCT Reconstruction Based On Low-Rank Tensor Decomposition And Total Variation Regularization,Cone-beam computerized tomography (CBCT) has been widely used in numerous clinical applications. To ,2026-09-10 20:48:29,deepseek-flash,265b1290-0f0d-47dc-b4ad-0f9fc9c8c120,1.18,exclude,该文献为CBCT图像重建算法研究，属于医学影像工程方法学，未涉及口腔医学临床实践或研究，且无任何非牙科专用3D软件的使用。,无,无,无
2266,Confidence-Aware Clustered Landmark Filtering For Hybrid 3D Face Tracking,"The detection of facial landmarks in 2D images has received a great attention in the last decade, as",2026-09-10 20:48:29,deepseek-flash,d5f22e49-b98b-4299-9e09-79f5093fd288,1.16,exclude,该文献研究的是计算机视觉领域的3D人脸跟踪与面部关键点检测算法，未涉及口腔医学任何学科的临床实践或研究，明确与口腔医学无关。,无,无,无
2267,PWD-3DNet: A Deep Learning-Based Fully-Automated Segmentation of Multiple Structures on Temporal Bone CT Scans,The temporal bone is a part of the lateral skull surface that contains organs responsible for hearin,2026-09-10 20:48:29,deepseek-flash,b70b48fc-b28b-402a-adf1-fd94bdf9ea48,1.16,exclude,该文献研究颞骨CT的深度学习分割算法，属于耳科/颅底影像领域，与口腔医学（牙科）无关，不符合PCC框架中的Population/Context要求。,无,无,无
2270,Vision-Guided Nucleic Acid Detection and Sampling Robot,"At present, the main method of nucleic acid sampling is oral throat swab sampling. In the process of",2026-09-10 20:48:29,deepseek-flash,bf3492fc-729f-4cce-80cf-9c2697dce6fa,1.16,exclude,该文献主题为核酸检测咽拭子采样机器人，属于机器人/计算机视觉领域，与口腔医学临床实践或研究无关，且未涉及任何3D软件的数据处理、分析或建模。,无,无,无
2269,Extraction of Cervical Lymph Nodes Based on Improved U-Net++ Incorporated Attention Module,One of the difficulties in cancer treatment is cancer metastasis. The neck is sometimes swollen due ,2026-09-10 20:48:29,deepseek-flash,a469db8c-f0d6-4d37-b46a-465928d74d26,1.3,exclude,该文献研究颈部淋巴结的CT图像分割，属于肿瘤/影像诊断领域，与口腔医学（牙科）临床实践或研究无关。,无,无,无
2268,Detection of Caries and Hypodontia using Deep Learning and Explainable AI,"In today's world of technology breakthroughs, incorporating cutting-edge procedures has become essen",2026-09-10 20:48:29,deepseek-flash,e8057302-86bc-42a7-ab9a-f927cee8be1a,1.41,unsure,该文献属于口腔医学（龋病及先天缺牙的影像检测），但摘要仅提及使用Vision Transformer等深度学习模型，未明确说明是否使用了非牙科专用3D软件，信息不足无法判断。,无,无,无
2271,Identification of Root Resorption from Panoramic Xray Images Based on Deep Metric Learning and Multi-View Feature Integration,"Root resorption is a condition in which the cementum and dentin of the tooth are resorbed, resulting",2026-09-10 20:48:30,deepseek-flash,37788b3f-7ffe-4adc-aab9-54dc40d7a72e,1.35,unsure,该文献属于口腔医学（牙体牙髓/放射）范畴，涉及全景X线图像的深度学习分析，但摘要未提及是否使用非牙科专用3D软件，无法明确判断是否符合Concept标准。,无,无,无
2273,Using Vision Transformers in 3-D Medical Image Classifications,Convolutional Neural Networks (CNNs) have been the controlling deep learning approach for a decade i,2026-09-10 20:48:30,deepseek-flash,ae331bdb-7704-49df-ae59-3ced1e8f5d37,0.87,exclude,该文献为关于3D医学图像分类的深度学习算法研究，未涉及口腔医学，且摘要未显示任何口腔临床或研究内容。,无,无,无
2272,Android-Based English Vocabulary Learning Media using Speech Recognition and Augmented Reality,"English is one of the international languages that must be learned as early as possible, and vocabul",2026-09-10 20:48:30,deepseek-flash,848512dc-8f28-48ac-ac1b-0156151623e5,1.15,exclude,该文献主题为基于Android的英语词汇学习应用（结合语音识别与增强现实），与口腔医学完全无关，属于明确排除项。,无,无,无
2274,Speech2Sign with ASL-Transformers and SL-GAN,"Sign language is an essential means of communication for the deaf and hard-of-hearing, yet its trans",2026-09-10 20:48:30,deepseek-flash,aa8764a7-5e69-40e6-a7ba-e7245c798d93,1.03,exclude,该文献研究手语翻译与生成（Sign Language Production），与口腔医学完全无关，明确不属于本范围综述的纳入范畴。,无,无,无
2275,Virtual setup in orthodontics: planning and evaluation.,OBJECTIVES: The purpose of this study was to evaluate the clinical accuracy of virtual orthodontic s,2026-09-10 20:48:30,deepseek-flash,8d24ea26-e36f-40a4-afd3-06c3d5e298fa,1.22,unsure,该研究属于口腔正畸领域，涉及虚拟排牙（virtual setup）和CBCT数据处理，但摘要未明确说明使用了何种软件，无法判断是否使用了非牙科专用3D软件，需进入全文复核。,无,无,无
2276,Proof-of-Concept Digital-Physical Workflow for Clear Aligner Manufacturing.,Background/Objectives: Clear aligner therapy has become a mainstream alternative to fixed orthodonti,2026-09-10 20:48:30,deepseek-flash,013fab33-f892-4ab3-a667-7738236c61aa,1.24,include,该研究属于口腔正畸（隐形矫治器制造）范畴，摘要明确提及使用了非牙科专用3D软件CloudCompare进行几何精度量化，并涉及有限元分析（FEA），文献类型为原创研究，符合纳入标准。,CloudCompare v2.13.0（用于几何精度量化/偏差分析）；有限元分析（FEA）软件（用于热成型仿真与应力分析）,口腔正畸（隐形矫治器/透明矫治器制造）,隐形矫治器数字化制造工作流中的热成型仿真、几何精度验证与力学行为分析
2277,Accuracy of imaging software usable in clinical settings for 3D rendering of tooth structures,AIM: The aim of the present study was to evaluate the segmentation accuracy of the dentition by test,2026-09-10 20:48:31,deepseek-flash,2139aa6b-3fd5-4dca-8e2b-b792923d00b0,1.51,include,该研究评估了口腔CBCT牙齿结构3D渲染中多种非牙科专用3D软件的分割准确性，属于口腔医学范畴，文献类型为原创研究，符合纳入标准。,InVesalius、ITK-SNAP、3D Slicer、Seg3D（开源半自动分割软件，用于牙齿结构3D渲染与分割）；Mimics（作为金标准进行手动分割）,口腔放射学/口腔颌面影像学（牙体结构三维重建）,CBCT牙齿结构的三维分割与渲染准确性评估
2278,Accuracy of Implant Placement Position Using Nondental Open-Source Software: An In Vitro Study.,PURPOSE: To evaluate the accuracy of implant placement position using two different dental implant p,2026-09-10 20:48:31,deepseek-flash,18067af9-eaaf-407d-8b58-ed28f0249286,1.43,include,该研究为口腔种植领域的体外原创研究，明确使用了非牙科专用开源软件3D Slicer/Blender进行种植规划，符合PCC纳入标准。,3D Slicer/Blender（非牙科开源软件，用于种植体规划）；另使用3D compare软件进行偏差分析,口腔种植学（种植外科/引导手术）,种植体植入位置规划及引导手术的精度评估
2279,3D craniofacial generative model for surgical planning in mandibular reconstruction.,Mandibular reconstruction following segmental resection for oral tumors is a complex procedure neces,2026-09-10 20:48:31,deepseek-flash,322d0b6a-58ac-40f6-b477-213a583e8371,1.35,include,该研究属于口腔颌面外科范畴，涉及下颌骨重建手术规划，使用了3D潜在扩散模型、几何优化算法等非牙科专用3D计算工具进行3D数据处理与建模，符合纳入标准。,3D latent diffusion model（3D潜在扩散模型，用于下颌骨形状补全）；dynamic programming-based geometric optimization algorithm（基于动态规划的几何优化算法，用于腓骨截骨与拼接规划）；代码开源于GitHub（非牙科专用3D计算框架）,口腔颌面外科（下颌骨重建）,下颌骨缺损的形状补全、自动化手术规划（腓骨截骨与拼接）、术后面部形态预测
