file,match_idx,score,matched,_idx,Title_clean,Key,AI分类,在最终613,是否最终613
Rothlauf 等 - 2023 - Influence of planning software and template design on the accuracy of static computer assisted impla.pdf,1504.0,100.0,True,1504.0,Influence of planning software and template design on the accuracy of static computer assisted implant surgery performed using guides fabricated with material extrusion technology: An in vitro study,JTZRXANB,exclude,False,False
Rouf和Jadon - 2025 - Generative AI for Text to Speech and Sign Language Translation.pdf,2529.0,100.0,True,2529.0,Generative AI for Text to Speech and Sign Language Translation,JZFZNDHC,exclude,False,False
Rouhi和Kiani - 2026 - Wheelchair control system using infrared sensors and tongue movements.pdf,333.0,100.0,True,333.0,Wheelchair control system using infrared sensors and tongue movements.,ZYAUY7FB,exclude,False,False
Roy 等 - 2024 - The role of patient specific implants in the oral and maxillofacial region.pdf,1.0,100.0,True,1.0,The role of patient specific implants in the oral and maxillofacial region.,GNTHJANG,exclude,False,False
Rubiu 等 - 2023 - Teeth Segmentation in Panoramic Dental X-ray Using Mask Regional Convolutional Neural Network.pdf,2092.0,100.0,True,2092.0,Teeth Segmentation in Panoramic Dental X-ray Using Mask Regional Convolutional Neural Network,DQC6CF2F,exclude,False,False
Ruggeri 等 - 2023 - Polysaccharide-protein microparticles based-scaffolds to recover soft tissue loss in mild periodonti-1.pdf,1231.0,99.43502824858757,True,1231.0,Polysaccharide-protein microparticles based-scaffolds to recover soft tissue loss in mild periodontitis,9ZT8GFB8,exclude,False,False
Ruggeri 等 - 2023 - Polysaccharide-protein microparticles based-scaffolds to recover soft tissue loss in mild periodonti.pdf,1231.0,100.0,True,1231.0,Polysaccharide-protein microparticles based-scaffolds to recover soft tissue loss in mild periodontitis,9ZT8GFB8,exclude,False,False
Ruggiero 等 - 2025 - Is Additive Manufacturing of Dental Zirconia Comparable to Subtractive Methods When Considering Prin.pdf,795.0,100.0,True,795.0,Is Additive Manufacturing of Dental Zirconia Comparable to Subtractive Methods When Considering Printing Orientation and Layer Thickness? A Systematic Review and Meta-Analysis,TUK7DSEX,exclude,False,False
Ruggiero 等 - 2025 - Jaw motion tracking with open-source tools A dental technique-1.pdf,2193.0,100.0,True,2193.0,Jaw motion tracking with open-source tools: A dental technique,PQUU6GDK,include,True,True
Ruggiero 等 - 2025 - Jaw motion tracking with open-source tools A dental technique.pdf,2193.0,100.0,True,2193.0,Jaw motion tracking with open-source tools: A dental technique,PQUU6GDK,include,True,True
Ruiz-Romero 等 - 2024 - Accuracy of dynamic computer-assisted implant surgery in fully edentulous patients An in vitro stud.pdf,816.0,100.0,True,816.0,Accuracy of dynamic computer-assisted implant surgery in fully edentulous patients: An in vitro study,7RTUS649,exclude,True,True
Rumaksari 等 - 2025 - Towards Reliable 3D Face Reconstruction from Voice Evaluating the Consistency between Regression Me.pdf,2388.0,100.0,True,2388.0,Towards Reliable 3D Face Reconstruction from Voice: Evaluating the Consistency between Regression Metrics and SSIM,TV7FIHW6,exclude,False,False
Rungtanakiat 等 - 2024 - Association of Peri-Implant Mucosa Dimensions With Emergence Profile Angles of the Implant Prosthesi.pdf,164.0,100.0,True,164.0,Association of Peri-Implant Mucosa Dimensions With Emergence Profile Angles of the Implant Prosthesis.,GC7Z6UQ8,unsure,False,False
Rusu 等 - 2025 - A morphometric anthropometric analysis of the upper lip in adult Western Romanian population- a retr.pdf,1501.0,100.0,True,1501.0,A morphometric anthropometric analysis of the upper lip in adult Western Romanian population- a retrospective study,JHV3F4QS,include,True,True
Ryu 等 - 2021 - Diagnosis of obstructive sleep apnea with prediction of flow characteristics according to airway mor.pdf,2013.0,100.0,True,2013.0,Diagnosis of obstructive sleep apnea with prediction of flow characteristics according to airway morphology automatically extracted from medical images: Computational fluid dynamics and artificial intelligence approach,7HJFTLY7,include,False,False
Röders 等 - 2025 - A 3D-printed modular implant for extracellular recordings..pdf,1066.0,100.0,True,1066.0,A 3D-printed modular implant for extracellular recordings,KUF4QW5A,exclude,True,True
RÖding 等 - 2021 - Three-dimensional reconstruction of porous polymer films from FIB-SEM nanotomography data using rand.pdf,1137.0,100.0,True,1137.0,Three-dimensional reconstruction of porous polymer films from FIB-SEM nanotomography data using random forests,WMCPUUSX,exclude,False,False
Röding 等 - 2021 - Three‐dimensional reconstruction of porous polymer films from FIB‐SEM nanotomography data using rand.pdf,1137.0,100.0,True,1137.0,Three-dimensional reconstruction of porous polymer films from FIB-SEM nanotomography data using random forests,WMCPUUSX,exclude,False,False
s00056-021-00282-6.pdf.pdf,,0.0,False,,,,,False,False
s00276-020-02577-6.pdf.pdf,,0.0,False,,,,,False,False
s00345-019-02989-z.pdf.pdf,,0.0,False,,,,,False,False
s00345-021-03766-7.pdf.pdf,,0.0,False,,,,,False,False
s00784-019-03112-7.pdf.pdf,,0.0,False,,,,,False,False
s00784-020-03480-5.pdf.pdf,,0.0,False,,,,,False,False
s00784-021-03937-1.pdf.pdf,,0.0,False,,,,,False,False
s00784-021-04013-4.pdf.pdf,,0.0,False,,,,,False,False
s10006-020-00920-0.pdf.pdf,,0.0,False,,,,,False,False
s10266-021-00595-3.pdf.pdf,,0.0,False,,,,,False,False
s11548-020-02248-2.pdf.pdf,,0.0,False,,,,,False,False
s12650-020-00697-0.pdf.pdf,,0.0,False,,,,,False,False
s12894-021-00874-9.pdf.pdf,,0.0,False,,,,,False,False
s12903-020-01202-7.pdf.pdf,,0.0,False,,,,,False,False
s12903-020-01208-1.pdf.pdf,,0.0,False,,,,,False,False
s12903-020-01311-3.pdf.pdf,,0.0,False,,,,,False,False
s12903-020-01342-w.pdf.pdf,,0.0,False,,,,,False,False
s12903-021-01694-x.pdf.pdf,,0.0,False,,,,,False,False
s12938-021-00851-1.pdf.pdf,,0.0,False,,,,,False,False
s13246-020-00909-9.pdf.pdf,,0.0,False,,,,,False,False
s21041409.pdf.pdf,,0.0,False,,,,,False,False
s40729-020-00223-9.pdf.pdf,,0.0,False,,,,,False,False
s40729-020-00253-3.pdf.pdf,,0.0,False,,,,,False,False
s41205-020-00069-2.pdf.pdf,,0.0,False,,,,,False,False
s41522-021-00214-7.pdf.pdf,,0.0,False,,,,,False,False
s41587-021-00994-5.pdf.pdf,,0.0,False,,,,,False,False
s41598-020-68221-w.pdf.pdf,,0.0,False,,,,,False,False
s41598-020-68477-2.pdf.pdf,,0.0,False,,,,,False,False
s41598-021-81044-7.pdf.pdf,,0.0,False,,,,,False,False
s41598-021-87240-9.pdf.pdf,,0.0,False,,,,,False,False
s41598-021-91579-4.pdf.pdf,,0.0,False,,,,,False,False
s41598-021-94362-7.pdf.pdf,,0.0,False,,,,,False,False
Saadeh 等 - 2024 - Effect of Utilizing Cheek Retractors on Patient Satisfaction and Trueness of Peripheral Borders in M.pdf,469.0,96.42857142857143,True,469.0,Effect of Using Cheek Retractors on Patient Satisfaction and Trueness of Peripheral Borders in Maxillary Digital Scans for Totally Edentulous Patients: An In Vivo Study.,PNUIRE9F,exclude,True,True
Saadellaoui 等 - 2024 - Combination of CADCAM technologies and conventional processing in the fabrication of a maxillary ob.pdf,281.0,100.0,True,281.0,Combination of CAD/CAM technologies and conventional processing in the fabrication of a maxillary obturator prosthesis: a clinical report.,UAI78VW7,exclude,False,False
Saadh 等 - 2025 - A multi-center study of transformer-based CNNs for multiple sclerosis lesion segmentation on 3D FLAI.pdf,439.0,100.0,True,439.0,A multi-center study of transformer-based CNNs for multiple sclerosis lesion segmentation on 3D FLAIR MRI.,V424MXPT,exclude,False,False
Sabah 等 - 2026 - Polymeric Sustained-Release Chlorhexidine Coating on Gutta-Percha Points for Prolonged Intracanal An.pdf,1682.0,100.0,True,1682.0,Polymeric Sustained-Release Chlorhexidine Coating on Gutta-Percha Points for Prolonged Intracanal Antimicrobial Delivery: An In Vitro Study,DKRR8WYW,exclude,False,False
Sabbagh 等 - 2024 - Biomechanical simulation of segmented intrusion of a mandibular canine using Robot Orthodontic Measu.pdf,960.0,100.0,True,960.0,Biomechanical simulation of segmented intrusion of a mandibular canine using Robot Orthodontic Measurement & Simulation System (ROSS),G2CIWA2W,exclude,True,True
Sabelis 等 - 2025 - Clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery.pdf,764.0,100.0,True,764.0,Clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery,FGNMQN65,exclude,False,False
Sabeti 等 - 2023 - The effect of hard tissue defects on the clinical outcome of endodontic microsurgery a systematic r.pdf,1780.0,100.0,True,1780.0,The effect of hard tissue defects on the clinical outcome of endodontic microsurgery: a systematic review and meta-analysis,HVD7DYA7,exclude,False,False
Sabri 等 - 2022 - Finite element analysis of class II mandibular unilateral distal extension partial dentures.pdf,2204.0,100.0,True,2204.0,Finite element analysis of class II mandibular unilateral distal extension partial dentures,NKHLQW6Q,include,True,True
Sadr 等 - 2022 - Comparison of internal fit of metal-ceramic crowns in CADCAM and lost-wax techniques in all fabrica.pdf,452.0,100.0,True,452.0,"Comparison of internal fit of metal-ceramic crowns in CAD/CAM and lost-wax techniques in all fabrication stages through replica weighting, triple scanning, and scanning electron microscope.",FZ2D9GS2,exclude,False,False
"Saeed A Elrefaei 等 - 2025 - Customized 3D-Printed Scaffolds for Alveolar Ridge Augmentation A Scoping Review of Workflows, Tech.pdf",2023.0,100.0,True,2023.0,"Customized 3D-Printed Scaffolds for Alveolar Ridge Augmentation: A Scoping Review of Workflows, Technology, and Materials",4EYDYA54,exclude,True,True
Safrany-Fark 等 - 2023 - A novel approach for determining instantaneous centers of rotation of the mandible with an intraoral.pdf,501.0,100.0,True,501.0,A novel approach for determining instantaneous centers of rotation of the mandible with an intraoral scanner: A preliminary study.,7GANPVVG,include,False,False
Sag 等 - 2024 - Qualitative exploration of 3D printing in Swedish healthcare perceived effects and barriers..pdf,1967.0,100.0,True,1967.0,Qualitative exploration of 3D printing in Swedish healthcare: perceived effects and barriers,6BVQQI7U,exclude,True,True
"Sahin Hazir 等 - 2025 - Biomechanical behavior of titanium, cobalt-chromium, zirconia, and PEEK frameworks in implant-suppor.pdf",2136.0,100.0,True,2136.0,"Biomechanical behavior of titanium, cobalt-chromium, zirconia, and PEEK frameworks in implant-supported prostheses: a dynamic finite element analysis",IG7LMPC6,include,True,True
"Saini 等 - 2025 - Virtual Articulator Software Accuracy, Usability, and Clinical Applicability A Systematic Review.pdf",224.0,100.0,True,224.0,"Virtual Articulator Software: Accuracy, Usability, and Clinical Applicability: A Systematic Review.",U5BR4J6Y,exclude,False,False
"Saip和Yesil - 2026 - Effect of implant number, attachment type, and framework material on stress distribution in mandibul.pdf",1307.0,100.0,True,1307.0,"Effect of implant number, attachment type, and framework material on stress distribution in mandibular overdentures: a finite element analysis",SE8L9A5N,include,False,False
Sakulpaptong 等 - 2022 - 3D engineered human gingiva fabricated with electrospun collagen scaffolds provides a platform for i.pdf,1430.0,100.0,True,1430.0,3D engineered human gingiva fabricated with electrospun collagen scaffolds provides a platform for in vitro analysis of gingival seal to abutment materials,GEREGG8M,exclude,False,False
"Salehivaziri 等 - 2025 - Evaluation of the Effects of Diameter, Length, Splinted or Non- Splinted Forms, and Crown-to-Implant.pdf",146.0,99.37888198757764,True,146.0,"Evaluation of the Effects of Diameter, Length, Splinted or Nonsplinted Form, and Crown-to-Implant Ratio on the Stress Distribution Around Extra-Short Implants in the Posterior Mandible: Finite Element Analysis.",2ZLUSNLH,include,False,False
Salemi 等 - 2021 - Efficacy of Metal Artifact Reduction Algorithm of Cone-Beam Computed Tomography for Detection of Fen.pdf,234.0,100.0,True,234.0,Efficacy of Metal Artifact Reduction Algorithm of Cone-Beam Computed Tomography for Detection of Fenestration and Dehiscence around Dental Implants.,KVLBJQPE,exclude,False,False
Salipante 等 - 2021 - Blood vessel-on-a-chip examines the biomechanics of microvasculature.pdf,1203.0,100.0,True,1203.0,Blood vessel-on-a-chip examines the biomechanics of microvasculature,7XQRAIBP,exclude,False,False
"Salmeri 等 - 2026 - Comparison of Low‐Dose, Standard‐Dose, and High‐Definition CBCT Protocols for STL Reconstruction Acc.pdf",144.0,100.0,True,144.0,"Comparison of Low-Dose, Standard-Dose, and High-Definition CBCT Protocols for STL Reconstruction Accuracy in Digital Bone Scaffold Workflows.",EKQJE262,include,False,False
Sameh 等 - 2025 - Generative Chained Label Propagation A Semi-Supervised Approach for Enhanced 3D Segmentation of the.pdf,2440.0,100.0,True,2440.0,Generative Chained Label Propagation: A Semi-Supervised Approach for Enhanced 3D Segmentation of the Inferior Alveolar Nerve,9TE2J8EB,include,False,False
Sanad 等 - 2025 - Effect of Different Veneering Techniques on Mechanical Properties and Translucency of Zirconia Frame.pdf,539.0,100.0,True,539.0,Effect of Different Veneering Techniques on Mechanical Properties and Translucency of Zirconia Framework-veneer Ceramic Crowns.,K66NDIA5,exclude,True,True
Sandeep 等 - 2025 - Evaluation and Comparison of Interocclusal Registration Accuracy Using Digital Intraoral Scanners an.pdf,632.0,100.0,True,632.0,Evaluation and Comparison of Interocclusal Registration Accuracy Using Digital Intraoral Scanners and Conventional Methods: An In Vivo Study.,WMML49PQ,exclude,False,False
Sangolgi 等 - 2025 - A Unified Deep Learning Framework for Lip Reading and Deep Fake Audio Classification.pdf,2538.0,100.0,True,2538.0,A Unified Deep Learning Framework for Lip Reading and Deep Fake Audio Classification,LX4B4NBH,exclude,False,False
Santamaría-Laorden 等 - 2025 - Complete arch implant capture using a photogrammetry algorithm and smartphone app An in vitro study.pdf,1518.0,100.0,True,1518.0,Complete arch implant capture using a photogrammetry algorithm and smartphone app: An in vitro study,7CLZIHKA,exclude,True,True
Santana 等 - 2023 - In Silico Mechanical Effort Analysis of the All-On-4 Design Performed With Platform-Switching Distal.pdf,1758.0,100.0,True,1758.0,In Silico Mechanical Effort Analysis of the All-On-4 Design Performed With Platform-Switching Distal Short Dental Implants,MAV6QNXN,include,True,True
Santos 等 - 2025 - Remote‐Controlled Magnetic Stimulation of Cell‐Based Bioengineered Tissues for In Situ Bone Regenera.pdf,1964.0,100.0,True,1964.0,Remote-Controlled Magnetic Stimulation of Cell-Based Bioengineered Tissues for In Situ Bone Regeneration,IRH364NW,exclude,False,False
Santos 等 - 2025 - Smartphone‐based scans of palate models of newborns with cleft lip and palate Outlooks for three‐di.pdf,1853.0,100.0,True,1853.0,Smartphone-based scans of palate models of newborns with cleft lip and palate: Outlooks for three-dimensional image capturing and machine learning plate tool,UVUY86IG,include,True,True
Santos-Junior 等 - 2025 - A novel artificial intelligence-powered tool for automated root canal segmentation in single-rooted.pdf,1013.0,100.0,True,1013.0,A novel artificial intelligence-powered tool for automated root canal segmentation in single-rooted teeth on cone-beam computed tomography,MBMSHJXN,exclude,False,False
Sanz 等 - 2024 - A case series on a new reference in mandibular angles harmonization the Frontozygomatic-Infraorbita.pdf,1550.0,100.0,True,1550.0,A case series on a new reference in mandibular angles harmonization: the Frontozygomatic-Infraorbital Line (FZ-IOL),A5TW6D8I,unsure,True,True
Sarkar和Saha - 2023 - Review of Artificial Intelligence methods for detecting cancer in medical image processing.pdf,2478.0,100.0,True,2478.0,Review of Artificial Intelligence methods for detecting cancer in medical image processing,SEHZXS2Z,exclude,False,False
Sartori 等 - 2025 - Flexural properties and fatigue limit of 3D-printed and milled resin-based materials.pdf,2048.0,100.0,True,2048.0,Flexural properties and fatigue limit of 3D-printed and milled resin-based materials,CMS4H94J,exclude,True,True
Sasithornvechakul 等 - 2026 - Comparing the trueness of 3D printing and conventional casting for removable partial denture metal f.pdf,771.0,100.0,True,771.0,Comparing the trueness of 3D printing and conventional casting for removable partial denture metal framework fabrication in different mandibular major connectors designs: An in vitro study,8F9WEIIK,include,False,False
Sasi和Ravichandran - 2021 - Future Innovation in Healthcare by Spatial Computing using ProjectDR.pdf,2487.0,100.0,True,2487.0,Future Innovation in Healthcare by Spatial Computing using ProjectDR,ZJPPRS6G,exclude,False,False
Sasmal 等 - 2023 - Aquila-particle swarm based cooperative search optimizer with superpixel techniques for epithelial l.pdf,2035.0,100.0,True,2035.0,Aquila-particle swarm based cooperative search optimizer with superpixel techniques for epithelial layer segmentation,MLN8KSCM,exclude,False,False
Sathish - 2024 - Sivan classification system for diagnosis of jaw lesions based on visual volumetric analysis of 3-di.pdf,957.0,100.0,True,957.0,Sivan classification system for diagnosis of jaw lesions based on visual volumetric analysis of 3-dimensional cone-beam computed tomographic images,F6V9KWK9,exclude,False,False
Sathya 等 - 2023 - Teeth Gap and Position Recognition System with Intraoral Scanner Images Using Image Processing.pdf,2492.0,100.0,True,2492.0,Teeth Gap and Position Recognition System with Intraoral Scanner Images Using Image Processing,B2QQSRHI,exclude,False,False
Sayeste 等 - 2026 - CBCT-Based 3D Assessment of Maxillary Sinus and Pharyngeal Airway in Unilateral Cleft Lip and Palate.pdf,837.0,100.0,True,837.0,CBCT-Based 3D Assessment of Maxillary Sinus and Pharyngeal Airway in Unilateral Cleft Lip and Palate,6DDWSR52,include,True,True
Sayin 等 - 2025 - Correction to Optimization of CBCT data with image processing methods and production with fused dep.pdf,1691.0,92.40506329113924,True,1691.0,Optimization of CBCT data with image processing methods and production with fused deposition modeling 3D printing,WYNW8VHR,include,True,True
Sayin 等 - 2025 - Optimization of CBCT data with image processing methods and production with fused deposition modelin.pdf,1691.0,100.0,True,1691.0,Optimization of CBCT data with image processing methods and production with fused deposition modeling 3D printing,WYNW8VHR,include,True,True
Saz 等 - 2026 - Stress distribution in titanium and zirconia implants with full-arch prostheses a finite element an.pdf,117.0,100.0,True,117.0,Stress distribution in titanium and zirconia implants with full-arch prostheses: a finite element analysis.,2CNYCSQG,include,False,False
Scataglini 等 - 2025 - Smartphone and tablet-based 3D scanner for anthropometric assessments in adults a systematic review.pdf,1420.0,100.0,True,1420.0,"Smartphone and tablet-based 3D scanner for anthropometric assessments in adults: a systematic review of reliability, validity, and accuracy",MW6S9KL4,exclude,False,False
Schiebl 等 - 2020 - RapidNAM Algorithm for the Semi-Automated Generation of Nasoalveolar Molding Device Designs for the.pdf,2433.0,100.0,True,2433.0,RapidNAM: Algorithm for the Semi-Automated Generation of Nasoalveolar Molding Device Designs for the Presurgical Treatment of Bilateral Cleft Lip and Palate,YK4VFHX3,include,True,True
Schmidt 等 - 2021 - Accuracy of Four Different Intraoral Scanners According to Different Preparation Geometries.pdf,1741.0,100.0,True,1741.0,Accuracy of Four Different Intraoral Scanners According to Different Preparation Geometries,LRXPJYLH,include,True,True
Schmitz 等 - 2024 - Survival Analysis up to 8 Years of 304 Anatomic-Contour Implant Zirconia Crowns Fabricated with a Fu.pdf,1148.0,86.90476190476191,True,1148.0,Survival Analysis up to 8 Years of 304 Anatomical-Contour Implant-Supported Zirconia Crowns Fabricated with a Fully Digital Cast-Free Workflow and Directly Screwed on External Hexagonal Implant Connections Without the Interposition of a Ti-Base: A Multicentric Retrospective Study,PI7Y4QGT,exclude,False,False
Schobben 等 - 2025 - Two experimental methods to integrate intra-oral scans into 3D stereophotogrammetric facial images..pdf,1229.0,100.0,True,1229.0,Two experimental methods to integrate intra-oral scans into 3D stereophotogrammetric facial images,ZJFKXSSM,include,False,False
Schroeder 等 - 2022 - Influence of the preparation design on the survival probability of occlusal veneers.pdf,1912.0,100.0,True,1912.0,Influence of the preparation design on the survival probability of occlusal veneers,W5WVZD2W,include,False,False
Schultze-Mosgau 等 - 2026 - Three-dimensional assessment of condylar head position in CBCT scans before and after orthognathic s.pdf,1799.0,100.0,True,1799.0,Three-dimensional assessment of condylar head position in CBCT scans before and after orthognathic surgery,ZTHT59HZ,include,False,False
Schutte 等 - 2024 - New method for analysing spatial relationships of facial muscles on MRI a pilot study.pdf,711.0,100.0,True,711.0,New method for analysing spatial relationships of facial muscles on MRI: a pilot study,2TTJ5J6D,include,True,True
Sebkhi 等 - 2021 - Inertial Measurements for Tongue Motion Tracking Based on Magnetic Localization with Orientation Com.pdf,561.0,100.0,True,561.0,Inertial Measurements for Tongue Motion Tracking Based on Magnetic Localization with Orientation Compensation.,WHLJAU7A,exclude,False,False
Seehanam 等 - 2024 - Evaluating the effect of pore size for 3d-printed bone scaffolds..pdf,1538.0,100.0,True,1538.0,Evaluating the effect of pore size for 3d-printed bone scaffolds,SZNPBGT5,exclude,False,False
Sekar 等 - 2024 - Intraoral volume changes in relation to the hard tissue shape changes in asymmetric patients before.pdf,1068.0,100.0,True,1068.0,Intraoral volume changes in relation to the hard tissue shape changes in asymmetric patients before and after orthognathic surgery- A retrospective CT study,4LLWL53K,exclude,True,True
"Selamet和Pişkin - 2025 - Comparative Error Analysis of 3D-Modeling, -Printing and - Scanning Methods Used in Orthodontics.pdf",2289.0,100.0,True,2289.0,"Comparative Error Analysis of 3D-Modeling, -Printing and - Scanning Methods Used in Orthodontics",CMTY5QG7,unsure,True,True
"Selig 等 - 2021 - Mammalian molar complexity follows simple, predictable patterns.pdf",315.0,100.0,True,315.0,"Mammalian molar complexity follows simple, predictable patterns.",YAVXYAP6,exclude,False,False
Sennimalai 等 - 2024 - Exploring the potential applications of intraoral scanners in the treatment of cleft lip and palate.pdf,621.0,100.0,True,621.0,Exploring the potential applications of intraoral scanners in the treatment of cleft lip and palate deformity-A scoping review of literature.,K6IJXMXU,exclude,False,False
Seo 等 - 2025 - Explainable Deep Learning Framework for Classifying Mandibular Fractures on Panoramic Radiographs..pdf,1592.0,100.0,True,1592.0,Explainable Deep Learning Framework for Classifying Mandibular Fractures on Panoramic Radiographs,NZXWSQ9R,exclude,False,False
Seo和Kim - 2021 - A New Method to Evaluate Trueness and Precision of Digital and Conventional Impression Techniques fo.pdf,855.0,100.0,True,855.0,A New Method to Evaluate Trueness and Precision of Digital and Conventional Impression Techniques for Complete Dental Arch,4SX8KTJM,exclude,False,False
Sequeira 等 - 2023 - Accuracy of Digital Impressions at Varying Implant Depths An In Vitro Study.pdf,1429.0,100.0,True,1429.0,Accuracy of Digital Impressions at Varying Implant Depths: An In Vitro Study,6EAY9ZAU,exclude,True,True
Serafin 等 - 2025 - Accuracy of facial scan registration A comparison between full-cranium and reduced field-of-view co.pdf,180.0,100.0,True,180.0,Accuracy of facial scan registration: A comparison between full-cranium and reduced field-of-view cone-beam computed tomography.,ZMMF2E7P,include,False,False
Shaafi 等 - 2020 - Improving the Recognition of Sign Language from Acquired Data by Wireless Body Area Network.pdf,2523.0,100.0,True,2523.0,Improving the Recognition of Sign Language from Acquired Data by Wireless Body Area Network,5BJNDFYZ,exclude,False,False
Shabbir和Gashti - 2026 - Advanced surface functionalization strategies for nanofibers in biomedical applications.pdf,1709.0,100.0,True,1709.0,Advanced surface functionalization strategies for nanofibers in biomedical applications,D5QJTGL2,exclude,False,False
Shah 等 - 2025 - Integrating local and global attention mechanisms for enhanced oral cancer detection and explainabil.pdf,94.0,100.0,True,94.0,Integrating local and global attention mechanisms for enhanced oral cancer detection and explainability.,ZF2YLA3S,exclude,False,False
Shaker 等 - 2022 - Computational Design of a Multi-Epitope Vaccine Against Porphyromonas gingivalis..pdf,1319.0,100.0,True,1319.0,Computational Design of a Multi-Epitope Vaccine Against Porphyromonas gingivalis,UZP59EBY,exclude,False,False
Shao - 2024 - 3D Face Reconstruction Algorithm Based on Lightweight Attention Mechanism.pdf,2359.0,100.0,True,2359.0,3D Face Reconstruction Algorithm Based on Lightweight Attention Mechanism,WRIGRGC8,exclude,False,False
Shao 等 - 2022 - Augmented reality calibration using feature triangulation iteration-based registration for surgical.pdf,1975.0,100.0,True,1975.0,Augmented reality calibration using feature triangulation iteration-based registration for surgical navigation,NFJ2DZJ6,exclude,False,False
Shao 等 - 2022 - Augmented reality navigation with real-time tracking for facial repair surgery..pdf,157.0,100.0,True,157.0,Augmented reality navigation with real-time tracking for facial repair surgery.,V89XCKDS,unsure,True,True
Sharaf 等 - 2024 - Outcomes that may affect implant and prosthesis survival and complications in maxillary fixed prosth.pdf,301.0,100.0,True,301.0,Outcomes that may affect implant and prosthesis survival and complications in maxillary fixed prosthesis supported by four or six implants: A systematic review and meta-analysis.,3354J7WB,exclude,False,False
Sharma 等 - 2023 - Mandibular Flexure and Crestal Bone Stress Distribution on an Implant-Supported Fixed Full Arch Mand.pdf,219.0,100.0,True,219.0,Mandibular Flexure and Crestal Bone Stress Distribution on an Implant-Supported Fixed Full Arch Mandibular Prosthesis: Finite Element Analysis in Three Dimensions.,X6AN57YI,include,True,True
Sharma 等 - 2025 - Multi-objective optimization for enhanced digitalization in direct 3D printing an application in de.pdf,1896.0,100.0,True,1896.0,Multi-objective optimization for enhanced digitalization in direct 3D printing: an application in dentistry,EEF8CDJW,exclude,True,True
Sharma 等 - 2026 - Clinical implementation of an EU MDR-compliant point-of-care manufacturing framework for patient-spe.pdf,381.0,100.0,True,381.0,Clinical implementation of an EU MDR-compliant point-of-care manufacturing framework for patient-specific 3D-printed PEEK implants in craniomaxillofacial reconstruction.,W3DKWQAN,unsure,False,False
Sharma和Bharti - 2025 - Optimization of Resin Printing Parameters for Improved Surface Roughness Using Metaheuristic Algorit.pdf,1376.0,100.0,True,1376.0,Optimization of Resin Printing Parameters for Improved Surface Roughness Using Metaheuristic Algorithms: A Multifaceted Approach,QRK3VBMA,exclude,False,False
Sharp 等 - 2022 - Assessment of simulated vs actual orthodontic tooth movement with a customized fixed lingual applian.pdf,2208.0,100.0,True,2208.0,Assessment of simulated vs actual orthodontic tooth movement with a customized fixed lingual appliance using untreated posterior teeth for registration and digital superimposition: A retrospective study,SNIDCHC3,exclude,True,True
Shash 等 - 2021 - Effect of bar material on the biomechanical performance of hybrid dental prosthesis.pdf,2486.0,100.0,True,2486.0,Effect of bar material on the biomechanical performance of hybrid dental prosthesis,8RD3AVC7,include,False,False
Shash 等 - 2022 - Finite-Element Analysis of the Effect of Utilizing Various Material Assemblies in “All on Four” on t.pdf,1412.0,100.0,True,1412.0,Finite-Element Analysis of the Effect of Utilizing Various Material Assemblies in “All on Four” on the Stresses on Mandible Bone and Prosthetic Parts,IDQSDLWM,include,True,True
Shayya 等 - 2024 - Revolutionizing Dental Implant Research A Systematic Review on Three-Dimensional In Vitro Mo.pdf,803.0,100.0,True,803.0,Revolutionizing Dental Implant Research: A Systematic Review on Three-Dimensional In Vitro Models,6Q7XWKSI,exclude,False,False
Shayya 等 - 2026 - Development of 3D in vitro mineralized bone model to reproduce dental implants osseointegration proc.pdf,499.0,100.0,True,499.0,Development of 3D in vitro mineralized bone model to reproduce dental implants osseointegration process.,RBJV9U6L,exclude,False,False
Shen 等 - 2023 - TranSDFNet Transformer-Based Truncated Signed Distance Fields for the Shape Design of Removable Par.pdf,2370.0,100.0,True,2370.0,TranSDFNet: Transformer-Based Truncated Signed Distance Fields for the Shape Design of Removable Partial Denture Clasps,NN3EPFTW,include,False,False
Sherazi 等 - 2025 - Minimally Invasive Micro Needle Sensors for Plant Growth Analysis in Agrivoltaic Fields.pdf,2528.0,100.0,True,2528.0,Minimally Invasive Micro Needle Sensors for Plant Growth Analysis in Agrivoltaic Fields,VX2DKX3L,exclude,False,False
Sherif 等 - 2024 - AdaptVR An Adaptive Learning VR System for Dental Students Training.pdf,2343.0,100.0,True,2343.0,AdaptVR: An Adaptive Learning VR System for Dental Students Training,SUJ9NJWN,exclude,False,False
Shetty 等 - 2021 - Three-dimensional semi-automated volumetric assessment of the pulp space of teeth following regenera.pdf,943.0,100.0,True,943.0,Three-dimensional semi-automated volumetric assessment of the pulp space of teeth following regenerative dental procedures,D4HHNVLC,include,True,True
Shetty 等 - 2022 - A study on the association between the inferior nasal turbinate volume and the maxillary sinus mucos.pdf,1755.0,100.0,True,1755.0,A study on the association between the inferior nasal turbinate volume and the maxillary sinus mucosal lining using cone beam tomography,SILBC2M4,include,True,True
Shi 等 - 2023 - Research on non-cohesive jet formed by Zr-based amorphous alloys..pdf,436.0,100.0,True,436.0,Research on non-cohesive jet formed by Zr-based amorphous alloys.,RXEJVUD3,exclude,False,False
