record_id,Key,Title,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used,Application Scenario,Region,ai_original_label,decision,decision_reason,_n,decision_2,decision_2_reason,ID,ai_majority_label,_year,_month,Half,_spec,_scen,_soft,Half2,_soft2,Software Used (fixed),decision_3,decision_3_reason,study_type,Archetype,_nt,_source
557,THQFPEYX,"Marginal and Internal Gaps, Surface Roughness and Fracture Resistance of Provisional Crowns Fabricated With 3D Printing and Milling Systems",10.2341/22-095-L,Materials (Basel),journalArticle,2023/08,2023,Prosthodontics,Magics,Digital Design and Manufacturing,JOR,exclude,保留,未发现纳排问题,marginalandinternalgapssurfaceroughnessandfractureresistanceofprovisionalcrownsfabricatedwith3dprintingandmillingsystems,保留,,10.2341/22-095-l,unsure,2023,8.0,2023-H2,['Prosthodontics'],['Digital Design and Manufacturing'],['Magics'],2023-H2,['Magics'],Magics,保留,,in_vitro,4,marginal and internal gaps surface roughness and fracture resistance of provisional crowns fabricated with 3d printing and milling systems,原始筛查
558,NKHLQW6Q,Finite element analysis of class II mandibular unilateral distal extension partial dentures,10.1177/09544062221096634,Materials (Basel),journalArticle,2022/09,2022,Prosthodontics,SolidWorks;ANSYS,Biomechanical Analysis and Simulation / Digital Design and Manufacturing,IRQ,include,保留,未发现纳排问题,finiteelementanalysisofclassiimandibularunilateraldistalextensionpartialdentures,保留,,10.1177/09544062221096634,include,2022,9.0,2022-H2,['Prosthodontics'],"['Biomechanical Analysis and Simulation', 'Digital Design and Manufacturing']","['SolidWorks', 'ANSYS']",2022-H2,"['SolidWorks', 'ANSYS']",SolidWorks;ANSYS,保留,,computational,3,finite element analysis of class ii mandibular unilateral distal extension partial dentures,原始筛查
559,24Y7C84K,Automatic Segmentation of Mandibular Ramus and Condyles,10.1109/EMBC46164.2021.9630727,2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),conferencePaper,2021/11,2021,Oral and Maxillofacial Radiology,ITK-SNAP;3D Slicer,Image Segmentation and 3D Reconstruction,USA,exclude,保留,会议论文但为牙科主题的完整原创研究（与检索 IEEE 口径一致）,automaticsegmentationofmandibularramusandcondyles,保留,,10.1109/embc46164.2021.9630727,unsure,2021,11.0,2021-H2,['Oral and Maxillofacial Radiology'],['Image Segmentation and 3D Reconstruction'],"['ITK-SNAP', '3D Slicer']",2021-H2,"['ITK-SNAP', '3D Slicer']",ITK-SNAP;3D Slicer,保留,,computational,1,automatic segmentation of mandibular ramus and condyles,原始筛查
560,U8CZVJBX,Interactive Volume Rendering Module using Two-Dimensional Transfer Function on Cone-Beam Computed Tomography Data,10.1109/SPIN57001.2023.10117196,2023 10th International Conference on Signal Processing and Integrated Networks (SPIN),conferencePaper,2023/03,2023,Oral and Maxillofacial Radiology,3D Slicer,Image Segmentation and 3D Reconstruction / 3D Data Analysis and Accuracy Assessment,IND,include,保留,会议论文但为牙科主题的完整原创研究（与检索 IEEE 口径一致）,interactivevolumerenderingmoduleusingtwodimensionaltransferfunctiononconebeamcomputedtomographydata,保留,,10.1109/spin57001.2023.10117196,include,2023,3.0,2023-H1,['Oral and Maxillofacial Radiology'],"['Image Segmentation and 3D Reconstruction', '3D Data Analysis and Accuracy Assessment']",['3D Slicer'],2023-H1,['3D Slicer'],3D Slicer,保留,,computational,1,interactive volume rendering module using two dimensional transfer function on cone beam computed tomography data,原始筛查
561,SXD7ZNDY,Digital Twin-Based Stereo Dataset Generation Method for 3D Reconstruction of Teeth,10.1109/WRCSARA68202.2025.11194969,2025 WRC Symposium on Advanced Robotics and Automation (WRC SARA),conferencePaper,2025/08,2025,Prosthodontics,Unity;Blender,Image Segmentation and 3D Reconstruction,CHN,include,保留,会议论文但为牙科主题的完整原创研究（与检索 IEEE 口径一致）,digitaltwinbasedstereodatasetgenerationmethodfor3dreconstructionofteeth,保留,,10.1109/wrcsara68202.2025.11194969,include,2025,8.0,2025-H2,['Prosthodontics'],['Image Segmentation and 3D Reconstruction'],"['Unity', 'Blender']",2025-H2,"['Unity', 'Blender']",Unity;Blender,保留,,computational,1,digital twin based stereo dataset generation method for 3d reconstruction of teeth,原始筛查
562,GNNPTY9X,Innovative Facial Sculpting of the Human Skull Using 3D Scanning Techniques,10.1109/BMEiCON64021.2024.10896334,2024 16th Biomedical Engineering International Conference (BMEiCON),conferencePaper,2024/11,2024,Forensic Odontology,Meshmixer;ZBrush,Morphological and Phenotypic Analysis,THA,include,保留,会议论文但为牙科主题的完整原创研究（与检索 IEEE 口径一致）,innovativefacialsculptingofthehumanskullusing3dscanningtechniques,保留,,10.1109/bmeicon64021.2024.10896334,include,2024,11.0,2024-H2,['Forensic Odontology'],['Morphological and Phenotypic Analysis'],"['Meshmixer', 'ZBrush']",2024-H2,"['Meshmixer', 'ZBrush']",Meshmixer;ZBrush,保留,,computational,1,innovative facial sculpting of the human skull using 3d scanning techniques,原始筛查
563,YCBI9HI4,Influence of splinting scan bodies or incorporating three-dimensionally printed scan aids on the trueness of complete arch digital scans.,10.1016/j.prosdent.2024.07.001,J Prosthet Dent,journalArticle,24-Oct,2024,Prosthodontics,SolidWorks;Geomagic Control X,Digital Design and Manufacturing,CYP,,,,,,,,,2024,10.0,,['Prosthodontics'],['Digital Design and Manufacturing'],"['SolidWorks', 'Geomagic Control X']",2024-H2,"['SolidWorks', 'Geomagic Control X']",SolidWorks;Geomagic Control X,,,in_vitro,4,,全文再筛查补入
564,G9RBUHY9,"Time-resolved prediction of dental implant biomechanics through integration of finite element analysis, osseointegration dynamics, and deep learning",10.1016/j.jmbbm.2025.107316,J Mech Behav Biomed Mater,journalArticle,26-Mar,2026,Oral Implantology,SolidWorks;ANSYS Workbench,Biomechanical Analysis and Simulation,ESP,,,,,,,,,2026,3.0,,['Oral Implantology'],['Biomechanical Analysis and Simulation'],"['SolidWorks', 'ANSYS Workbench']",2026-H1,"['SolidWorks', 'ANSYS Workbench']",SolidWorks;ANSYS Workbench,,,computational,3,,全文再筛查补入
565,LQZ2C4X4,Randomized crossover study of immersive planning in craniomaxillofacial trauma comparing virtual reality and workstation workflows,10.1038/s41598-026-49586-w,Sci Rep,journalArticle,2026/4/21,2026,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction,CHE,,,,,,,,,2026,4.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],['Mimics'],2026-H1,['Mimics'],Mimics,,,clinical,1,,全文再筛查补入
566,9EGJ5B29,Accuracy of DICOM-DICOM vs. DICOM-STL Protocols in Computer-Guided Surgery: A Human Clinical Study,10.3390/jcm11092336,J Clin Med,journalArticle,22-May,2022,Oral Implantology,Geomagic (unspecified),3D Data Analysis and Accuracy Assessment,ITA,,,,,,,,,2022,5.0,,['Oral Implantology'],['3D Data Analysis and Accuracy Assessment'],['Geomagic (unspecified)'],2022-H1,['Geomagic (unspecified)'],Geomagic (unspecified),,,clinical,2,,全文再筛查补入
567,22IDN6AX,A novel approach to craniofacial analysis using automated 3D landmarking of the skull,10.1038/s41598-024-63137-1,Sci Rep,journalArticle,2024/5/29,2024,Oral and Maxillofacial Surgery,3D Slicer;Blender;Meshmixer;MATLAB,Image Segmentation and 3D Reconstruction,BEL,,,,,,,,,2024,5.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],"['3D Slicer', 'Blender', 'Meshmixer', 'MATLAB']",2024-H1,"['3D Slicer', 'Blender', 'Meshmixer', 'MATLAB']",3D Slicer;Blender;Meshmixer;MATLAB,,,computational,1,,全文再筛查补入
568,RBJV9U6L,Development of 3D in vitro mineralized bone model to reproduce dental implants osseointegration process.,10.1088/1758-5090/ae7b06,Biofabrication,journalArticle,2026/6/9,2026,Oral Implantology,Fusion 360;ImageJ,Digital Design and Manufacturing,FRA,,,,,,,,,2026,6.0,,['Oral Implantology'],['Digital Design and Manufacturing'],"['Fusion 360', 'ImageJ']",2026-H1,"['Fusion 360', 'ImageJ']",Fusion 360;ImageJ,,,in_vitro,4,,全文再筛查补入
569,GZCR8ZD9,An in vitro evaluation of bond strength and failure behavior between 3D-printed cobalt-chromium alloy and different types of denture base resins,10.1016/j.jdent.2024.105119,J Dent,journalArticle,24-Aug,2024,Prosthodontics,Meshmixer;Magics,Digital Design and Manufacturing,KOR,,,,,,,,,2024,8.0,,['Prosthodontics'],['Digital Design and Manufacturing'],"['Meshmixer', 'Magics']",2024-H2,"['Meshmixer', 'Magics']",Meshmixer;Magics,,,in_vitro,4,,全文再筛查补入
570,F5DKTHEG,The geometric relationship between root length and root surface area determined from digital tooth models.,10.1016/j.compbiomed.2025.110189,Comput Biol Med,journalArticle,25-Jun,2025,Orthodontics,Meshmixer,Image Segmentation and 3D Reconstruction,SGP,,,,,,,,,2025,6.0,,['Orthodontics'],['Image Segmentation and 3D Reconstruction'],['Meshmixer'],2025-H1,['Meshmixer'],Meshmixer,,,computational,1,,全文再筛查补入
571,TXLBAMRE,Accuracy of facial skeletal surfaces segmented from CT and CBCT radiographs,10.1038/s41598-023-48320-0,Sci Rep,journalArticle,2023/11/28,2023,Oral and Maxillofacial Radiology,Artec Studio;Viewbox,3D Data Analysis and Accuracy Assessment,GRC,,,,,,,,,2023,11.0,,['Oral and Maxillofacial Radiology'],['3D Data Analysis and Accuracy Assessment'],"['Artec Studio', 'Viewbox']",2023-H2,"['Artec Studio', 'Viewbox']",Artec Studio;Viewbox,,,in_vitro,2,,全文再筛查补入
572,IHJYACL8,Multi-Material 3D Printing of a Customized Sports Mouth Guard: Proof-of-Concept Clinical Case,10.3390/ijerph182312762,Int J Environ Res Public Health,journalArticle,21-Dec,2021,Prosthodontics,ZBrush,Digital Design and Manufacturing,DEU,,,,,,,,,2021,12.0,,['Prosthodontics'],['Digital Design and Manufacturing'],['ZBrush'],2021-H2,['ZBrush'],ZBrush,,,case_report,4,,全文再筛查补入
573,CC9R3U63,Is All-on-four effective in case of partial mandibular resection? A 3D finite element study,10.1016/j.jormas.2023.101463,J Stomatol Oral Maxillofac Surg,journalArticle,23-Oct,2023,Oral and Maxillofacial Surgery,Mimics;SolidWorks;ANSYS,Biomechanical Analysis and Simulation,ITA,,,,,,,,,2023,10.0,,['Oral and Maxillofacial Surgery'],['Biomechanical Analysis and Simulation'],"['Mimics', 'SolidWorks', 'ANSYS']",2023-H2,"['Mimics', 'SolidWorks', 'ANSYS']",Mimics;SolidWorks;ANSYS,,,computational,3,,全文再筛查补入
574,QX8DEXZK,Development of an experimental model for assessment of palatal tissue decomposition by intraoral scanner.,10.1016/j.forsciint.2024.112303,Forensic Sci Int,journalArticle,25-Jan,2025,Forensic Odontology,GOM Inspect,3D Data Analysis and Accuracy Assessment,HUN,,,,,,,,,2025,1.0,,['Forensic Odontology'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2025-H1,['GOM Inspect'],GOM Inspect,,,in_vitro,2,,全文再筛查补入
575,26HSVAMX,Feasibility study and material selection for powder-bed fusion process in printing of denture clasps.,10.1016/j.compbiomed.2023.106772,Comput Biol Med,journalArticle,23-May,2023,Prosthodontics,Geomagic Studio;Magics,Digital Design and Manufacturing,CHN,,,,,,,,,2023,5.0,,['Prosthodontics'],['Digital Design and Manufacturing'],"['Geomagic Studio', 'Magics']",2023-H1,"['Geomagic Studio', 'Magics']",Geomagic Studio;Magics,,,in_vitro,4,,全文再筛查补入
576,XXD237D5,Ortho-OPD: An Automatic Osteotomy Planes Design Model for Orthognathic Surgery Based on Deep Learning,10.1109/JBHI.2025.3638775,IEEE J. Biomed. Health Inform.,journalArticle,26-Jun,2026,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2026,6.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],['Mimics'],2026-H1,['Mimics'],Mimics,,,computational,1,,全文再筛查补入
577,4QDY3R9M,Realization of a Dental Framework by 3D Printing in Material Cobalt-Chromium with Superior Precision and Fitting Accuracy,10.3390/ma13235390,Materials (Basel),journalArticle,20-Dec,2020,Prosthodontics,GOM ATOS Professional,3D Data Analysis and Accuracy Assessment,DEU,,,,,,,,,2020,12.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM ATOS Professional'],2020-H2,['GOM ATOS Professional'],GOM ATOS Professional,,,in_vitro,2,,全文再筛查补入
578,WQU7Y7H4,Assessing the Effect of Interimplant Distance and Angle on Different Impression Techniques,10.3390/machines10050293,MACHINES,journalArticle,22-May,2022,Prosthodontics,RapidForm,3D Data Analysis and Accuracy Assessment,TUR,,,,,,,,,2022,5.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['RapidForm'],2022-H1,['RapidForm'],RapidForm,,,in_vitro,2,,全文再筛查补入
579,S22NI99I,The impact of mixed reality training method on novice trainees of dental implants: an in vitro study,10.1186/s12903-025-06366-8,BMC Oral Health,journalArticle,2025/8/27,2025,Oral Implantology,Geomagic Control X,3D Data Analysis and Accuracy Assessment,CHN,,,,,,,,,2025,8.0,,['Oral Implantology'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2025-H2,['Geomagic Control X'],Geomagic Control X,,,in_vitro,2,,全文再筛查补入
580,7YA2AMRR,Sex and age biological variation of the mandible in a Portuguese population- a forensic and medico-legal approaches with three-dimensional analysis,10.1016/j.scijus.2021.08.004,Sci Justice,journalArticle,21-Nov,2021,Prosthodontics,Mimics,Image Segmentation and 3D Reconstruction,PRT,,,,,,,,,2021,11.0,,['Prosthodontics'],['Image Segmentation and 3D Reconstruction'],['Mimics'],2021-H2,['Mimics'],Mimics,,,clinical,1,,全文再筛查补入
581,SJNPSVRX,Virtual reality and 3D printing in head and neck cancer: an educational experience,10.3389/fonc.2025.1695870,Front Oncol,journalArticle,2026/1/8,2026,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction,ITA,,,,,,,,,2026,1.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],['Mimics'],2026-H1,['Mimics'],Mimics,,,educational,1,,全文再筛查补入
582,AAF545N2,Evaluation of Root Angulations Through Panoramic Films Using Artificial Intelligence,10.3390/diagnostics16040634,Diagnostics (Basel),journalArticle,2026/2/22,2026,Orthodontics,3D Slicer,3D Data Analysis and Accuracy Assessment,TUR,,,,,,,,,2026,2.0,,['Orthodontics'],['3D Data Analysis and Accuracy Assessment'],['3D Slicer'],2026-H1,['3D Slicer'],3D Slicer,,,computational,2,,全文再筛查补入
583,YTX9I6KD,Precise sparse-view dental crown reconstruction via 3D Gaussian neural fields,10.1016/j.bspc.2025.108680,Biomedical Signal Processing and Control,journalArticle,26-Feb,2026,Orthodontics,CloudCompare,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2026,2.0,,['Orthodontics'],['Image Segmentation and 3D Reconstruction'],['CloudCompare'],2026-H1,['CloudCompare'],CloudCompare,,,computational,4,,全文再筛查补入
584,6P4BE843,Influence of age-related changes on crack growth trajectories and toughening mechanisms in human dentin,10.1016/j.dental.2022.09.009,Dent Mater,journalArticle,22-Nov,2022,Prosthodontics,ABAQUS,Biomechanical Analysis and Simulation,USA,,,,,,,,,2022,11.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],['ABAQUS'],2022-H2,['ABAQUS'],ABAQUS,,,computational,3,,全文再筛查补入
585,LIFEJWBH,Combining 3D Multi-Object Reconstruction with Finite Element Analysis for Accurate Dental Modelling and Restoration,10.1016/j.identj.2025.109318,Int Dent J,journalArticle,26-Feb,2026,Prosthodontics,ANSYS,Biomechanical Analysis and Simulation,SAU,,,,,,,,,2026,2.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],['ANSYS'],2026-H1,['ANSYS'],ANSYS,,,computational,3,,全文再筛查补入
586,KJ67GB6M,Lateral stress distribution analysis on hafnium metal bar for implant superstructure- A finite element analysis.,10.1016/j.jobcr.2025.11.003,J Oral Biol Craniofac Res,journalArticle,26-Feb,2026,Oral Implantology,SolidWorks;HyperMesh;ABAQUS,Biomechanical Analysis and Simulation,IND,,,,,,,,,2026,2.0,,['Oral Implantology'],['Biomechanical Analysis and Simulation'],"['SolidWorks', 'HyperMesh', 'ABAQUS']",2026-H1,"['SolidWorks', 'HyperMesh', 'ABAQUS']",SolidWorks;HyperMesh;ABAQUS,,,computational,3,,全文再筛查补入
587,ATX75SMI,Evaluation of trueness and precision of removable partial denture metal frameworks manufactured with digital technology and different materials,10.4047/jap.2023.15.2.55,J Adv Prosthodont,journalArticle,23-Apr,2023,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,ITA,,,,,,,,,2023,4.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2023-H1,['GOM Inspect'],GOM Inspect,,,in_vitro,2,,全文再筛查补入
588,SE8L9A5N,"Effect of implant number, attachment type, and framework material on stress distribution in mandibular overdentures: a finite element analysis",10.1186/s12903-026-08137-5,BMC Oral Health,journalArticle,2026/4/20,2026,Prosthodontics,3D Slicer;SpaceClaim;ANSYS Workbench;LS-DYNA,Biomechanical Analysis and Simulation,TUR,,,,,,,,,2026,4.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],"['3D Slicer', 'SpaceClaim', 'ANSYS Workbench', 'LS-DYNA']",2026-H1,"['3D Slicer', 'SpaceClaim', 'ANSYS Workbench', 'LS-DYNA']",3D Slicer;SpaceClaim;ANSYS Workbench;LS-DYNA,,,computational,3,,全文再筛查补入
589,2U8ZWJEZ,Accuracy evaluation of dental CBCT and scanned model registration method based on pulp horn mapping surface: an in vitro proof-of-concept,10.1186/s12903-024-04565-3,BMC Oral Health,journalArticle,2024/7/22,2024,Endodontics,MATLAB;Geomagic Wrap,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2024,7.0,,['Endodontics'],['Image Segmentation and 3D Reconstruction'],"['MATLAB', 'Geomagic Wrap']",2024-H2,"['MATLAB', 'Geomagic Wrap']",MATLAB;Geomagic Wrap,,,in_vitro,1,,全文再筛查补入
590,96FVBXB8,Enlarge the Error Prediction Dataset in 3-D Printing: An Unsupervised Dental Crown Mesh Generator,10.1109/TCSS.2024.3417388,IEEE Trans. Comput. Soc. Syst.,journalArticle,24-Dec,2024,Prosthodontics,Blender,Digital Design and Manufacturing,CHN,,,,,,,,,2024,12.0,,['Prosthodontics'],['Digital Design and Manufacturing'],['Blender'],2024-H2,['Blender'],Blender,,,computational,4,,全文再筛查补入
591,52HGP6QH,An application framework of 3D assessment image registration accuracy and untouched surface area in canal instrumentation laboratory research with micro-computed tomography,10.1007/s00784-022-04819-w,Clin Oral Investig,journalArticle,23-Feb,2023,Endodontics,3D Slicer;MeViSLab,3D Data Analysis and Accuracy Assessment,CHN,,,,,,,,,2023,2.0,,['Endodontics'],['3D Data Analysis and Accuracy Assessment'],"['3D Slicer', 'MeViSLab']",2023-H1,"['3D Slicer', 'MeViSLab']",3D Slicer;MeViSLab,,,in_vitro,2,,全文再筛查补入
592,4JN55E2T,"Comparison between relining of ill-fitted maxillary complete denture versus CAD/CAM milling of new one regarding patient satisfaction, denture retention and adaptation",10.1186/s12903-024-05298-z,BMC Oral Health,journalArticle,2025/1/4,2025,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,EGY,,,,,,,,,2025,1.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2025-H1,['Geomagic Control X'],Geomagic Control X,,,clinical,2,,全文再筛查补入
593,69LQ9WZ4,Accuracy of Static Computer- Assisted Implant Placement in Posterior Edentulous Areas with Different Levels of Tooth- Support by Novice Clinicians.,10.1922/EJPRD_2494Abduo10,Eur J Prosthodont Restor Dent,journalArticle,2023/11/30,2023,Oral Implantology,Geomagic Control X,3D Data Analysis and Accuracy Assessment,USA,,,,,,,,,2023,11.0,,['Oral Implantology'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],2023-H2,['Geomagic Control X'],Geomagic Control X,,,in_vitro,2,,全文再筛查补入
594,4SXNSXGG,Geometric accuracy of magnetic resonance imaging-derived virtual 3-dimensional bone surface models of the mandible in comparison to computed tomography and cone beam computed tomography: A porcine cadaver study,10.1111/cid.13033,Clin Implant Dent Relat Res,journalArticle,21-Oct,2021,Oral and Maxillofacial Surgery,Mimics;3-Matic,3D Data Analysis and Accuracy Assessment,DEU,,,,,,,,,2021,10.0,,['Oral and Maxillofacial Surgery'],['3D Data Analysis and Accuracy Assessment'],"['Mimics', '3-Matic']",2021-H2,"['Mimics', '3-Matic']",Mimics;3-Matic,,,in_vitro,2,,全文再筛查补入
595,E84ZXP9F,Three-Dimensional Hemisided Analysis of the Pharyngeal Airway: A Novel Technical Strategy to Evaluate Asymmetric Remodeling After Orthognathic Surgery,10.1097/SCS.0000000000011985,J Craniofac Surg,journalArticle,25-Dec,2025,Orthodontics,Meshmixer,Image Segmentation and 3D Reconstruction,JPN,,,,,,,,,2025,12.0,,['Orthodontics'],['Image Segmentation and 3D Reconstruction'],['Meshmixer'],2025-H2,['Meshmixer'],Meshmixer,,,technical_note,1,,全文再筛查补入
596,E3EJX7HU,Digital Workflow with Open-Source CAD-CAM Software Aimed to Design a Customized 3D Laser-Printed Titanium Mesh for Guided Bone Regeneration,10.3390/bioengineering12050436,Bioengineering (Basel),journalArticle,2025/4/22,2025,Oral and Maxillofacial Surgery,Meshmixer,Digital Design and Manufacturing,ITA,,,,,,,,,2025,4.0,,['Oral and Maxillofacial Surgery'],['Digital Design and Manufacturing'],['Meshmixer'],2025-H1,['Meshmixer'],Meshmixer,,,case_report,4,,全文再筛查补入
597,S2SASU6I,Evaluation of Zirconia and High Performance Polymer Abutment Surface Roughness and Stress Concentration for Implant-Supported Fixed Dental Prostheses,10.3390/coatings12020238,COATINGS,journalArticle,22-Feb,2022,Prosthodontics,Rhinoceros;ANSYS,Biomechanical Analysis and Simulation,ITA,,,,,,,,,2022,2.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],"['Rhinoceros', 'ANSYS']",2022-H1,"['Rhinoceros', 'ANSYS']",Rhinoceros;ANSYS,,,computational,3,,全文再筛查补入
598,6DBVHM5M,A micro-CT-integrated 3D simulation framework reveals fluid transport mechanisms and void dynamics in root canal biomaterials,10.1038/s41598-026-43796-y,Sci Rep,journalArticle,2026/3/10,2026,Endodontics,MeshLab,Biomechanical Analysis and Simulation,NLD,,,,,,,,,2026,3.0,,['Endodontics'],['Biomechanical Analysis and Simulation'],['MeshLab'],2026-H1,['MeshLab'],MeshLab,,,computational,3,,全文再筛查补入
599,ZMQU8EMV,Biomechanical analysis of All-on-4 implant supported framework using different materials across various clinical practice,10.1186/s12903-025-05928-0,BMC Oral Health,journalArticle,2025/4/12,2025,Prosthodontics,Mimics;Geomagic Studio;SolidWorks;ANSYS,Biomechanical Analysis and Simulation,CHN,,,,,,,,,2025,4.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],"['Mimics', 'Geomagic Studio', 'SolidWorks', 'ANSYS']",2025-H1,"['Mimics', 'Geomagic Studio', 'SolidWorks', 'ANSYS']",Mimics;Geomagic Studio;SolidWorks;ANSYS,,,computational,3,,全文再筛查补入
600,WWG3SIDR,Development and validation of a robotic system for milling individualized jawbone cavities in oral and maxillofacial surgery,10.1016/j.jdent.2024.105380,J Dent,journalArticle,24-Nov,2024,Oral and Maxillofacial Surgery,Mimics;Geomagic Wrap,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2024,11.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],"['Mimics', 'Geomagic Wrap']",2024-H2,"['Mimics', 'Geomagic Wrap']",Mimics;Geomagic Wrap,,,computational,1,,全文再筛查补入
601,W2SGSLB2,A novel digital and visualized guided bone regeneration procedure and digital precise bone augmentation: A case series,10.1111/cid.12959,Clin Implant Dent Relat Res,journalArticle,21-Feb,2021,Oral and Maxillofacial Surgery,3-Matic;Mimics,Image Segmentation and 3D Reconstruction,CHN,,,,,,,,,2021,2.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],"['3-Matic', 'Mimics']",2021-H1,"['3-Matic', 'Mimics']",3-Matic;Mimics,,,clinical,1,,全文再筛查补入
602,F998RIHV,Clinical efficacy of maxillary digital removable partial dentures based on direct intraoral scanning and selective laser melting technology: a double-blind randomized controlled crossover clinical trial,10.1016/j.jdent.2024.105542,J Dent,journalArticle,25-Feb,2025,Prosthodontics,Geomagic Studio,3D Data Analysis and Accuracy Assessment,CHN,,,,,,,,,2025,2.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Studio'],2025-H1,['Geomagic Studio'],Geomagic Studio,,,clinical,2,,全文再筛查补入
603,X8S8V6W9,Trueness and marginal fit of implant-supported complete-arch fixed prosthesis frameworks made of high-performance polymers and titanium: An explorative in-vitro study,10.1016/j.jdent.2021.103784,J Dent,journalArticle,21-Oct,2021,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,CHE,,,,,,,,,2021,10.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2021-H2,['GOM Inspect'],GOM Inspect,,,in_vitro,2,,全文再筛查补入
604,K9ID822E,Does Printing Orientation Matter in PolyJet 3D Printed Teeth for Endodontics? A Micro-CT Analysis,10.3390/jfb16120471,J Funct Biomater,journalArticle,2025/12/18,2025,Endodontics,MeshLab,Image Segmentation and 3D Reconstruction,PRT,,,,,,,,,2025,12.0,,['Endodontics'],['Image Segmentation and 3D Reconstruction'],['MeshLab'],2025-H2,['MeshLab'],MeshLab,,,in_vitro,1,,全文再筛查补入
605,R7BP6AWA,Three-dimensional facial volume analysis using algorithm-based personalized aesthetic templates,10.1016/j.ijom.2020.01.013,Int J Oral Maxillofac Surg,journalArticle,20-Oct,2020,Oral and Maxillofacial Surgery,Meshmixer;MATLAB,3D Data Analysis and Accuracy Assessment,NLD,,,,,,,,,2020,10.0,,['Oral and Maxillofacial Surgery'],['3D Data Analysis and Accuracy Assessment'],"['Meshmixer', 'MATLAB']",2020-H2,"['Meshmixer', 'MATLAB']",Meshmixer;MATLAB,,,clinical,2,,全文再筛查补入
606,ZF4BBLEI,Effect of Palatal Vault Depth on the Trueness of Metal Laser-Sintered and Cast Cobalt-Chromium Removable Partial Denture Frameworks,10.1111/jopr.13558,J Prosthodont,journalArticle,23-Apr,2023,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,EGY,,,,,,,,,2023,4.0,,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],['GOM Inspect'],2023-H1,['GOM Inspect'],GOM Inspect,,,in_vitro,2,,全文再筛查补入
607,RC9HDKWL,"Individual, High-Precision 3D Mandibular Model for Finite Element Analysis of Three-Unit Bridges: A Biomechanical Pilot Study.",10.3390/jfb17060285,J Funct Biomater,journalArticle,2026/6/8,2026,Prosthodontics,3D Slicer;ABAQUS;Creo,Biomechanical Analysis and Simulation,HUN,,,,,,,,,2026,6.0,,['Prosthodontics'],['Biomechanical Analysis and Simulation'],"['3D Slicer', 'ABAQUS', 'Creo']",2026-H1,"['3D Slicer', 'ABAQUS', 'Creo']",3D Slicer;ABAQUS;Creo,,,computational,3,,全文再筛查补入
608,CLHU5JFE,"An open-source, three-dimensional growth model of the mandible.",10.1016/j.compbiomed.2024.108455,Comput Biol Med,journalArticle,24-Jun,2024,Oral and Maxillofacial Surgery,Brainlab Elements;Meshmixer,Image Segmentation and 3D Reconstruction,NLD,,,,,,,,,2024,6.0,,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],"['Brainlab Elements', 'Meshmixer']",2024-H1,"['Brainlab Elements', 'Meshmixer']",Brainlab Elements;Meshmixer,,,computational,1,,全文再筛查补入
