Title,_nt,Key,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used (fixed),Application Scenario,Region,study_type,判定理由,国家来源
Development of Micro-CT-Based Anatomically Accurate Tooth Model for Finite Element Analysis of Composite Restorations.,development of micro ct based anatomically accurate tooth model for finite element analysis of composite restorations,ZUNK9NNI,10.3390/dj14050279,Dentistry journal,journalArticle,2026/5/8,2026,Prosthodontics,3D Slicer;Solid Edge;Blender,Image Segmentation and 3D Reconstruction,HUN,computational,"""The reconstructed micro-CT image stack was imported into the 3D Slicer software (v.5.1), where segmentation of the enamel, dentin, and pulp tissues was carried out""；""These STL files were subsequently imported into Solid Edge CAD software (2023, Siemens, Osaka, Japan)""；""selected surface corrections were carried out using Blender software (v.3.8)""",Crossref
Digital duplication of maxillary complete denture: A dental technique.,digital duplication of maxillary complete denture a dental technique,JP3XLWTI,10.1111/jerd.13055,Journal of esthetic and restorative dentistry : official publication of the American Academy of Esthetic Dentistry ... [et al.],journalArticle,23-Oct,2023,Prosthodontics,3D Slicer,Image Segmentation and 3D Reconstruction,EGY,technical_note,"""Import the Digital Imaging and Communication in Medicine (DICOM) file obtained from the (CBCT) machine into an image computing platform software (3D Slicer 4.10.2), then change the file format into an STL (Standard Tessellation Language) file."" 以及 ""The obtained digital imaging and communication in medicine (DICOM) file was segmented using an image computing platform software (3D slicer).""",Crossref
Rehabilitation of the Severely Atrophic Maxilla with Subperiosteal Implants: A Biomechanical and Decision Analysis of Material and Configuration Choices.,rehabilitation of the severely atrophic maxilla with subperiosteal implants a biomechanical and decision analysis of material and configuration choices,G42JR78G,10.3390/biomimetics11060433,"Biomimetics (Basel, Switzerland)",journalArticle,2026/6/18,2026,Oral Implantology,SolidWorks;ABAQUS,Biomechanical Analysis and Simulation,TUR,computational,"""The one-piece and two-piece SI together with their respective abutment were modeled in Blender for Dental (New York, NY, USA), while fixation screws were designed in Solidworks (Dassault Systèmes SolidWorks Corp., Waltham, MA, USA)."" 以及 ""The models created in Blender for Dental and Solidworks were subsequently transferred to Simulia Abaqus software (Dassault Systèmes Simulia Corp., Johnston, RI, USA) while preserving the 3D coordinates.""",Crossref
Three-dimensional finite element analysis of temporomandibular joint stresses following botulinum toxin injection and occlusal splint therapy in bruxism.,three dimensional finite element analysis of temporomandibular joint stresses following botulinum toxin injection and occlusal splint therapy in bruxism,TYDR2R9S,10.1186/s12903-026-08580-4,BMC oral health,journalArticle,2026/5/12,2026,Oral and Maxillofacial Surgery,3D Slicer;ANSYS SpaceClaim;ANSYS Workbench;LS-DYNA,Biomechanical Analysis and Simulation,TUR,computational,"""Segmentation was performed in 3D Slicer (v. 5.2.2). Reverse engineering and CAD refinement were carried out in ANSYS SpaceClaim (v. Ansys 2023 R1), meshing and preprocessing in ANSYS Workbench (v. Ansys 2023 R1), and simulations were solved using LS-DYNA (v. Ansys 2023 R1)""; ""Mandibular and maxillary bony structures were segmented in 3D Slicer and exported as STL files, then repaired/refined in SpaceClaim.""",全文机构
An open-source AI tool for predicting cephalometric measurements from clinical data and photographic images,an open source ai tool for predicting cephalometric measurements from clinical data and photographic images,GMX68ZMT,10.1186/s12903-025-06925-z,BMC ORAL HEALTH,journalArticle,2025/10/3,2025,Orthodontics,MeshMixer,3D Data Analysis and Accuracy Assessment,USA,computational,"""3D intraoral scans were obtained using the iTero scanner and analysed in STL format with MeshMixer software.""",全文机构
Automatic three-dimensional facial symmetry reference plane construction based on facial planar reflective symmetry net,automatic three dimensional facial symmetry reference plane construction based on facial planar reflective symmetry net,M7P5EH6Q,10.1016/j.jdent.2024.105043,JOURNAL OF DENTISTRY,journalArticle,24-Aug,2024,Orthodontics,Geomagic Wrap,3D Data Analysis and Accuracy Assessment,CHN,computational,"""they manually adjusted the different views of the 3D facial data in the software (Geomagic wrap 2021, 3D System, USA) and then determined the 3D facial SRP based on their clinical experience.""",全文机构
Three-dimensional accuracy of in-office aligner therapy: a retrospective comparison between planned and achieved tooth positions,three dimensional accuracy of in office aligner therapy a retrospective comparison between planned and achieved tooth positions,WN2IRATQ,10.1016/j.jdent.2026.106636,JOURNAL OF DENTISTRY,journalArticle,26-Aug,2026,Orthodontics,3D Slicer,3D Data Analysis and Accuracy Assessment,BRA,clinical,"""Three-dimensional analyses were performed using freely available 3D Slicer software (version 4.11) with the SlicerCMF extension."" 以及 ""linear and angular discrepancies were quantified using freely available Slicer CMF software (version 4.11)""",全文机构
In vivo trueness of full-arch implant-supported CAD/CAM restorations and models based on conventional impressions,in vivo trueness of full arch implant supported cad cam restorations and models based on conventional impressions,NM4KD692,10.1016/j.jdent.2022.104381,JOURNAL OF DENTISTRY,journalArticle,23-Jan,2023,Oral Implantology,Geomagic Design X;Geomagic Control X,3D Data Analysis and Accuracy Assessment,SWE,clinical,"""CAD files were defeatured, removing the complex internal threading of CAD-AN and the hexagonal connection not in use for multiple-unit restorations for CAD-SB and CAD-AN (Geomagic Design X, version 2019.0.0 64-bit; 3D Systems)"" 及 ""The Datums were created in 3D inspection software Geomagic Control X (Software version 2018.1.1 64-bit; 3D Systems)""",全文机构
"Quantitative and qualitative evaluation of precision in dental 3D facial scanning across handheld, fixed multicamera, and smartphone depth-sensing systems.",quantitative and qualitative evaluation of precision in dental 3d facial scanning across handheld fixed multicamera and smartphone depth sensing systems,3SRFQXMZ,10.1016/j.prosdent.2026.05.007,The Journal of prosthetic dentistry,journalArticle,2026/6/6,2026,Prosthodontics,Geomagic Control X;Meshmixer,3D Data Analysis and Accuracy Assessment,KOR,in_vitro,"Scan data were superimposed using the best-fit algorithm in reverse engineering software program (Geomagic control X) to calculate the root mean square (RMS) deviation... The STL files were imported into a reverse engineering software program (Geomagic control X; 3D systems), and the scan data were trimmed... a mold was designed in a CAD software program (Meshmixer; Autodesk)",全文机构
Three-dimensional finite element analysis of zygomatic and pterygoid implants for the rehabilitation of severely atrophic maxilla,three dimensional finite element analysis of zygomatic and pterygoid implants for the rehabilitation of severely atrophic maxilla,QYXA5YVP,10.1016/j.jcms.2026.104543,JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,journalArticle,26-May,2026,Oral and Maxillofacial Surgery,Mimics Innovation Suite;Geomagic Design X;SolidWorks,Biomechanical Analysis and Simulation,EGY,computational,"""These DICOM files were imported into Mimics Innovation Suite v24.0 (Materialise NV, Leuven, Belgium) for three-dimensional reconstruction."" / ""The reconstructed 3D geometry was then exported in stereolithography (STL) format and further processed in Geomagic Design X v2022.0 (3D Systems, Morrisville, North Carolina, USA) for surface refinement"" / ""The scanned implants were combined with the maxillary 3D model in SolidWorks (2024)""",全文机构
A novel method of 3D printing locating guide for abutment screw removal in cement- retained implant-supported prostheses,a novel method of 3d printing locating guide for abutment screw removal in cement retained implant supported prostheses,ZFERNRSM,10.1016/j.jds.2022.02.017,JOURNAL OF DENTAL SCIENCES,journalArticle,22-Oct,2022,Oral Implantology,Materialise,Digital Design and Manufacturing,CHN,technical_note,"The abutment screw locating guide was designed with a 3D design software (Materialise, Leuven, Belgium) and mounted on the adjacent teeth of the denture using the axis",全文机构
Trueness of the apical and middle root portion segments of 3D-printed removable die and alveolar cast designs manufactured using stereolithographic 3D printing,trueness of the apical and middle root portion segments of 3d printed removable die and alveolar cast designs manufactured using stereolithographic 3d printing,PGF7LT48,10.1111/jopr.13911,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,26-Jun,2026,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,IND,in_vitro,"their respective standard tessellation language files were aligned and compared to master reference files in a metrology-grade computer program (Geomagic Control X; 3D systems, Rock Hill, NC)；the master reference file of each design used to manufacture the specimens was imported into the metrology-grade computer program (Geomagic Control X; 3D Systems, Rock Hill, SC) and their respective apical and middle segments were defined...isolated from the rest of the scan using the Split/Region tool in t",Crossref
"Noncarious cervical lesions in the aging population analyzed through digital scanning: occlusal risk factors, dimensions, and morphology",noncarious cervical lesions in the aging population analyzed through digital scanning occlusal risk factors dimensions and morphology,B3ERSAXL,10.1007/s00784-023-05234-5,CLINICAL ORAL INVESTIGATIONS,journalArticle,23-Oct,2023,Prosthodontics,ImageJ,3D Data Analysis and Accuracy Assessment,DEU,clinical,"""The maximum depth of each cervical wear, as well as their width in the most incisal/occlusal region were acquired using the ImageJ software v. 2.9.0 (NIH, Bethesda, USA)""",全文机构
Efficacy of Submucosal Polydeoxyribonucleotide Injection after Impacted Mandibular Third Molar Extraction: A Randomized Controlled Trial,efficacy of submucosal polydeoxyribonucleotide injection after impacted mandibular third molar extraction a randomized controlled trial,RHIDMTCI,10.3349/ymj.2024.0549,YONSEI MEDICAL JOURNAL,journalArticle,26-Jan,2026,Oral and Maxillofacial Surgery,Materialise MIMICS;Materialise 3-matic,3D Data Analysis and Accuracy Assessment,KOR,clinical,"Scans were exported as STL files and imported into the dental application software Materialise MIMICS 21.0 ... The STL files were imported into the software Materialise 3-matic version 18.0 for superimposition of the pair of scans (P0-P3 and P0-P7) using the ""part comparison"" specific tool.",Crossref
Early-stage stability and degradation of patient-specific biodegradable 3D-printed implants for critical mandibular reconstruction,early stage stability and degradation of patient specific biodegradable 3d printed implants for critical mandibular reconstruction,JDYAQ7WP,10.1016/j.dental.2026.01.003,DENTAL MATERIALS,journalArticle,26-May,2026,Oral and Maxillofacial Surgery,ANSYS Workbench,Biomechanical Analysis and Simulation,TWN,computational,"Solid models of the RI-2 and RI-3, along with the corresponding fixation screws, bone graft (autogenous bone-cortical bone equivalent), and remaining mandibular segments, were imported into ANSYS Workbench (ANSYS Workbench v18.2, ANSYS Inc., PA, USA) for simulation.",全文机构
Vertical and Horizontal Ridge Augmentation Using Customized Three-Dimensionally Printed Polycaprolactone Mesh in Atrophic Posterior Maxillae: A Case Report,vertical and horizontal ridge augmentation using customized three dimensionally printed polycaprolactone mesh in atrophic posterior maxillae a case report,GT74L8L4,10.1563/aaid-joi-D-22-00007,JOURNAL OF ORAL IMPLANTOLOGY,journalArticle,25-Aug,2025,Oral and Maxillofacial Surgery,PowerShape (Autodesk),Digital Design and Manufacturing,KOR,case_report,"""3D shape of the 77 patient-specific mesh was designed using dental CAD (exocad GmbH; Darmstadt, 78 Germany) and a universal CAD software program (PowerShape, Autodesk Inc., San 79 Rafael, United States).""",Crossref
Biomechanical Analysis of Different Pacifiers and Their Effects on the Upper Jaw and Tongue,biomechanical analysis of different pacifiers and their effects on the upper jaw and tongue,QAQKMGUW,10.3390/app15158624,APPLIED SCIENCES-BASEL,journalArticle,2025/8/4,2025,Orthodontics,SolidWorks,Biomechanical Analysis and Simulation,ITA,computational,"Three-dimensional (3D) models of these pacifiers were created on a 1:1 scale using SOLIDWORKS 2014 Service Pack 5 (Dassault Systèmes, 1995–2014) in a Windows 10 Enterprise x64 environment. / These models were also developed using SOLIDWORKS 2014 Service Pack 5 in a Windows 10 environment.",Crossref
Augmented Reality-Assisted Surgical Exposure of an Impacted Tooth: A Pilot Study,augmented reality assisted surgical exposure of an impacted tooth a pilot study,FVXUA272,10.3390/app131911097,APPLIED SCIENCES-BASEL,journalArticle,23-Oct,2023,Oral and Maxillofacial Surgery,Meshmixer;InVesalius,Image Segmentation and 3D Reconstruction,ITA,clinical,"""Using open-source CAD software (Meshmixer, Autodesk, Inc., San Francisco, CA, USA), the part of the upper arch from the first premolar to the other premolars was selected."" 及 ""DICOM files were imported into open-source medical software (InVesalius, CTI, Campinas, Brazil) to segment and export an STL file of the area of interest""",Crossref
"Concurrent computed tomography-based evaluation of nasal morphology, airway volume, and skeletal changes following craniofacial distraction osteogenesis: A  pilot retrospective case series.",concurrent computed tomography based evaluation of nasal morphology airway volume and skeletal changes following craniofacial distraction osteogenesis a pilot retrospective case series,LQCXZNNJ,10.1016/j.jormas.2026.102775,"Journal of stomatology, oral and maxillofacial surgery",journalArticle,2026/3/10,2026,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction,IDN,clinical,"""Nasal soft tissue index measurement was calculated based on nasal height and nasal width using the Mimics three-dimensional analysis software"" 及 ""condylar volume was calculated using Mimics software""",全文机构
Accuracy of intraoral optical scan versus stereophotogrammetry for complete-arch digital implant impression: An in vitro study.,accuracy of intraoral optical scan versus stereophotogrammetry for complete arch digital implant impression an in vitro study,K8EJXEIE,10.2186/jpr.JPR_D_22_00251,Journal of prosthodontic research,journalArticle,2024/1/16,2024,Prosthodontics,Geomagic Studio 12;Hyper Cad S (Cam HyperMill),3D Data Analysis and Accuracy Assessment,ITA,in_vitro,"""The 60 test STL files were aligned to the reference scan with dedicated software (Geomagic Studio 12, 3DSystems, Rock Hill, SC, USA) according to a 0.01 mm alignment tolerance"" 以及 ""the superimposed files were analyzed using dedicated measurement software (Hyper Cad S, Cam HyperMill, Open Mind Technologies, Milano, Italy)""",Crossref
A platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,a platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,VNRCK3YD,10.1007/s00784-025-06191-x,CLINICAL ORAL INVESTIGATIONS,journalArticle,2025/1/25,2025,Oral and Maxillofacial Radiology,Mimics;3-Matic,Image Segmentation and 3D Reconstruction,CHN,computational,"""The DICOM (Digital Imaging and Communications in Medicine) of CBCT were imported into the Mimics software (Materialize, version 21.0, Belgium)."" 以及 ""The volume of air cavity and mucosa and the RMS of MS and edentulous alveolar crest were calculated in the 3-Matic software (Materialize, version 13.0, Belgium).""",全文机构
Differentiation of benign and malignant oral lesions through surface texture analysis and SVM modeling,differentiation of benign and malignant oral lesions through surface texture analysis and svm modeling,BI5PRGUX,10.1007/s00784-025-06478-z,CLINICAL ORAL INVESTIGATIONS,journalArticle,2025/9/2,2025,Oral Biology,ImageJ;MATLAB,Morphological and Phenotypic Analysis,TUR,computational,"""ImageJ software (NIH, Bethesda, USA) was used to view the images and annotate lesion areas using the freehand selection tool"" 及 ""a surface plot was generated using ImageJ's analysis function""；""For training and implementation of the SVM, MATLAB R2024b (MathWorks Inc., MA, USA) was utilized.""",全文机构
Investigation of Conventional vs Nonoriginal CAD/CAM Bars with Production Stage Differences: An In Vitro Precision Study Using a Novel Technique,investigation of conventional vs nonoriginal cad cam bars with production stage differences an in vitro precision study using a novel technique,42EI79XL,10.11607/jomi.8295,INTERNATIONAL JOURNAL OF ORAL & MAXILLOFACIAL IMPLANTS,journalArticle,21-Apr,2021,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,TUR,in_vitro,"The marginal gap between bar frameworks and implants was digitally calculated (ATOS So High-End 3D Digitizer for Small Objects, GOM Inspect).",全文机构
A TMPS-designed personalized mandibular scaffolds with optimized SLA parameters and mechanical properties,a tmps designed personalized mandibular scaffolds with optimized sla parameters and mechanical properties,HPU3KI8B,10.3389/fmats.2022.966031,FRONTIERS IN MATERIALS,journalArticle,2022/8/19,2022,Oral and Maxillofacial Surgery,Mimics;Magics,Image Segmentation and 3D Reconstruction,CHN,in_vitro,"the mandibular DICOM ﬁle was threshold segmented using Mimics 19.0 software (Materialise, Belgium), 3D-reconstructed, smoothed, and denoised to create customized models of bone defects；2 mm supports were generated in Magics 26.0 software (Materialise, Belgium)",全文机构
Bone-Implant Osseointegration Monitoring Using Electro-mechanical Impedance Technique and Convolutional Neural Network: A Numerical Study,bone implant osseointegration monitoring using electro mechanical impedance technique and convolutional neural network a numerical study,BXT93NMY,10.1007/s10921-023-01021-0,JOURNAL OF NONDESTRUCTIVE EVALUATION,journalArticle,24-Mar,2024,Oral Implantology,COMSOL Multiphysics,Biomechanical Analysis and Simulation,VIE,computational,"""We employed the COMSOL Multiphysics FE modelling program for numerical simulations because of its proven ability to effectively model the complex interactions between mechanical and piezoelectric effects""",全文机构
3D Single-Tooth Reconstruction via Curriculum Learning and Topology-aware Generation,3d single tooth reconstruction via curriculum learning and topology aware generation,USUBE7IV,10.1109/JBHI.2026.3696646,IEEE Journal of Biomedical and Health Informatics,journalArticle,2026,2026,Prosthodontics,MeshLab,Image Segmentation and 3D Reconstruction,CHN,computational,"""we apply a standardized post-processing pipeline to convert the synthesized point clouds Pout into manifold triangular meshes using MeshLab.""",Crossref
Three-Dimensional Hard and Soft Tissue Healing at Implants With A Modified Neck Design: An In Vivo Preclinical Study,three dimensional hard and soft tissue healing at implants with a modified neck design an in vivo preclinical study,8GLIISG6,10.1111/cid.70065,CLINICAL IMPLANT DENTISTRY AND RELATED RESEARCH,journalArticle,25-Aug,2025,Oral Implantology,GOM Inspect,3D Data Analysis and Accuracy Assessment,ESP,in_vitro,"""Superimposition was per- formed using dedicated software (Gom Inspect, Gom GmbH) through a two-­step process."" 以及 ""design of the horizontal and vertical cutting planes using dedicated software (Gom Inspect, Gom GmbH)"" 和 ""Subtraction analysis of the soft tissue volume and thickness using dedicated software (Gom Inspect, Gom GmbH).""",Crossref
Effect of Crestal Position on Bone-Implant Stress Interface of Three-Implant Splinted Prostheses: A Finite Element Analysis,effect of crestal position on bone implant stress interface of three implant splinted prostheses a finite element analysis,RLTJ6JCJ,10.3390/ma18143344,MATERIALS,journalArticle,2025/7/16,2025,Oral Implantology,Autodesk Inventor;ANSYS Workbench,Biomechanical Analysis and Simulation,ITA,computational,"""Implants were supplied by AoN Implants (AoN Implants Srl, Grisignano di Zocco, Italy) and were modeled in three dimensions using Autodesk Inventor 3D modeling software (Autodesk Inventor 2023, San Francisco, CA, USA)."" 以及 ""Using the FEA software ANSYS Workbench R2023, the 3D model of the bone block and implants was discretized with tetrahedral elements.""",Crossref
"Evaluation of the Effects of Diameter, Length, Splinted or Nonsplinted Form, and Crown-to-Implant Ratio on the Stress Distribution Around Extra-Short Implants in  the Posterior Mandible: Finite Element Analysis.",evaluation of the effects of diameter length splinted or nonsplinted form and crown to implant ratio on the stress distribution around extra short implants in the posterior mandible finite element analysis,2ZLUSNLH,10.11607/jomi.11298,The International journal of oral & maxillofacial implants,journalArticle,2026/4/2,2026,Oral Implantology,Mimics;3-matic;Geomagic Studio;SolidWorks;ANSYS,Biomechanical Analysis and Simulation,IRN,computational,"pre-existing cone beam computed tomography (CBCT) data sets were imported into image processing software (Mimics version 21.0; Materialise NV, Leuven, Belgium, and 3-matic version 11.0; Materialise NV, Liege, Belgium)；All parts exported in STL format from Mimics and 3-Matic software were converted to STP format using Geomagic Studio software (version 15.0...)；the computerized model was transferred to ANSYS software (version 17.2...) for analysis",全文机构
A reproducible optical-microscopic framework for evaluating electronic apex locator performance in different irrigants using 3D-printed transparent resin  teeth.,a reproducible optical microscopic framework for evaluating electronic apex locator performance in different irrigants using 3d printed transparent resin teeth,D4L4LQ75,10.3389/fdmed.2026.1839221,Frontiers in dental medicine,journalArticle,2026,2026,Endodontics,3D Slicer;Meshmixer,Image Segmentation and 3D Reconstruction,VIE,in_vitro,"""Segmentation of the tooth structures was performed using 3D Slicer software, version 5.8. The DICOM data were ﬁrst imported into the software environment..."" 以及 ""The segmented tooth model was then exported as an STL ﬁle and imported into Meshmixer [Meshmixer, version 3.5, (Autodesk, US).software] for digital access cavity preparation.""",全文机构
Effect of various printing parameters on the accuracy (trueness and precision) of 3D-printed partial denture framework,effect of various printing parameters on the accuracy trueness and precision of 3d printed partial denture framework,EBNEIKEM,10.1016/j.jmbbm.2023.105688,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,journalArticle,23-Apr,2023,Prosthodontics,Autodesk Meshmixer;Geomagic Control X;MATLAB,3D Data Analysis and Accuracy Assessment,AUS,in_vitro,"""the frameworks were cleaned using Autodesk Meshmixer (Autodesk, USA) to remove the scanning support"" 以及 ""STL files of the designed framework and the scanned frameworks were aligned using two computer software, Geomagic Control X (3D Systems, USA) and MATLAB 2022b.""",全文机构
Accuracy of the Implant Replica Positions on the Complete Edentulous Additive Manufactured Cast.,accuracy of the implant replica positions on the complete edentulous additive manufactured cast,BP8J829M,10.1111/jopr.13179,Journal of prosthodontics : official journal of the American College of Prosthodontists,journalArticle,20-Dec,2020,Prosthodontics,Geomagic,3D Data Analysis and Accuracy Assessment,ESP,in_vitro,"The position of the implant replicas of the definitive implant cast was used as a reference to calculate the discrepancy among all implant replica positions on each specimen using a CAD software program (Geomagic; 3D Systems, Rock Hill, SC). The best fit technique was performed by selecting the coronal part of each implant replica in the selected CAD software program.",Crossref
Influence of planning software and template design on the accuracy of static computer assisted implant surgery performed using guides fabricated with material extrusion technology: An in vitro study,influence of planning software and template design on the accuracy of static computer assisted implant surgery performed using guides fabricated with material extrusion technology an in vitro study,JTZRXANB,10.1016/j.jdent.2023.104482,JOURNAL OF DENTISTRY,journalArticle,23-May,2023,Oral Implantology,Meshmixer;Geomagic Control X,Digital Design and Manufacturing,DEU,in_vitro,"""the sleeves ... were digitally integrated into the surgical guides (CDX and IST) using an open-source design software (Meshmixer, version 3.5.474; Autodesk, San Rafael, USA)""；""Additional inspection software (Geomagic Control X 3-D System, Rock Hill, USA) (GEO) was used to validate the measurements""",全文机构
New Approach to Dental Morphometric Research Based on 3D Imaging Techniques.,new approach to dental morphometric research based on 3d imaging techniques,JXPNURLI,10.3390/jimaging7090184,Journal of imaging,journalArticle,2021/9/12,2021,Oral and Maxillofacial Radiology,Avizo,Image Segmentation and 3D Reconstruction,RUS,computational,"The raw data represented by .BMP format images with 8-bit color depth was processed by Avizo 9.01 software (Thermo Fisher Scientiﬁc, Waltham, MA, USA)",Crossref
Tablet-based Augmented reality and 3D printed templates in fully guided Microtia Reconstruction: a clinical workflow.,tablet based augmented reality and 3d printed templates in fully guided microtia reconstruction a clinical workflow,EJE3LUQJ,10.1186/s41205-024-00213-2,3D printing in medicine,journalArticle,2024/5/31,2024,Oral and Maxillofacial Surgery,3D Slicer;Geomagic Freeform Plus,Surgical Planning and Precise Implementation,ESP,clinical,"""The resulting DICOM files were exported to 3D Slicer software to generate virtual 3D biomodels."" 以及 ""we used Geomagic Freeform Plus software to design several templates..."" 以及 ""Both 3D models were aligned in 3D Slicer...""",全文机构
Fit and retention of complete denture bases: Part II - conventional impressions versus digital scans: A clinical controlled crossover study.,fit and retention of complete denture bases part ii conventional impressions versus digital scans a clinical controlled crossover study,W29E6BQZ,10.1016/j.prosdent.2022.07.004,The Journal of prosthetic dentistry,journalArticle,24-Apr,2024,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,CHE,clinical,The scans of each denture base were imported into an analytic software program (Geomagic Control X 2020; 3D systems). ... The software program used the best fit algorithm to match the scans to their corresponding reference scan. A 3D comparison was then performed for the entire intaglio surface.,全文机构
CT-based three-dimensional morphometric analysis of the bony palate and hard palatal mucosa in female orthognathic surgery candidates.,ct based three dimensional morphometric analysis of the bony palate and hard palatal mucosa in female orthognathic surgery candidates,CD6KF4YY,10.3389/froh.2026.1763657,Frontiers in oral health,journalArticle,2026,2026,Orthodontics,Mimics,Morphological and Phenotypic Analysis,JPN,clinical,"Linear distances and areas were measured using medical image-processing software (Mimics 27.0, Materialise, Belgium). To distinguish soft tissue from hard tissue, the gray-scale threshold was manually adjusted, and palatal mucosal thickness and bony palatal morphology were measured on the resulting images.",全文机构
A high-throughput framework for predicting three-dimensional structural-mechanical relationships of human cranial bones using a deep learning-based method,a high throughput framework for predicting three dimensional structural mechanical relationships of human cranial bones using a deep learning based method,VC56Q29E,10.1016/j.jmbbm.2025.107007,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,journalArticle,25-Aug,2025,Oral and Maxillofacial Surgery,ABAQUS,Biomechanical Analysis and Simulation,CAN,computational,"""This study employed two specialized scripts within ABAQUS (Dassault Systèmes Simulia Corp., 2020) to automate simulation processes, including quasi-static compression and post-processing tasks"" 及 ""performed quasi-static uniaxial compression simulations at strain rates between 10−2 to 10−1 s−1 using ABAQUS/Explicit""",全文机构
"Toothnroll: An R Package for Landmarking, Measuring, and Mapping Dental Tissues of Hominoid Anterior Teeth",toothnroll an r package for landmarking measuring and mapping dental tissues of hominoid anterior teeth,CES5463F,10.1002/ajpa.70079,AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY,journalArticle,25-Jul,2025,Prosthodontics,Avizo,Image Segmentation and 3D Reconstruction,FRA,computational,"""A semi-automatic threshold-based segmentation of enamel, dentine, and pulp tissues was carried out with Watershed segmentation tool and manual corrections, using Avizo 7.0 software (FEI Visualization Sciences Groupe, VSG)."" 以及 ""The cervical outline of each tooth was drawn using the Surface Path Set tool in Avizo (with PlaneCut connector).""",Crossref
Three-dimensional evaluation of the effects of Bionator and Forsus appliances on oropharyngeal airway volume in patients with mandibular retrognathia,three dimensional evaluation of the effects of bionator and forsus appliances on oropharyngeal airway volume in patients with mandibular retrognathia,29Y6WKV5,10.1080/08869634.2022.2147283,CRANIO-THE JOURNAL OF CRANIOMANDIBULAR & SLEEP PRACTICE,journalArticle,2023/11/2,2023,Orthodontics,ImageJ,3D Data Analysis and Accuracy Assessment,TUR,clinical,"""Three-dimensional measurements ... were measured in units of cubic millimeters (mm3) in all groups using Dolphin 3D software (Dolphin Imaging, Chatsworth, CA, USA)."" 以及 ""Antero-posterior and transversal millimetric (mm) measurements were performed in all axial areas using ImageJ software""",Crossref
Clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery,clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery,FGNMQN65,10.1016/j.ijom.2025.01.014,INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,journalArticle,25-Aug,2025,Oral and Maxillofacial Surgery,Blender;Brainlab Elements,Surgical Planning and Precise Implementation,NLD,clinical,"""For this study, the fusion was performed in Blender (version 2.81; Blender Foundation, Amsterdam, the Netherlands) to prevent resolution loss."" 以及 ""imported into Brainlab Elements software using the 'STL import' function, for the virtual surgical planning.""",全文机构
Advances in the Resection and Reconstruction of Midfacial Tumors Through Computer Assisted Surgery,advances in the resection and reconstruction of midfacial tumors through computer assisted surgery,EXVEHKU3,10.3389/fonc.2021.719528,FRONTIERS IN ONCOLOGY,journalArticle,2021/10/19,2021,Oral and Maxillofacial Surgery,Brainlab iPlan,Surgical Planning and Precise Implementation,DEU,clinical,"""The process of digital planning was carried out using the planning software iPlan® (version 3.0.5, Brainlab, Feldkirchen, Germany)."" 以及 ""merged via iPlan® software (version 3.0.5, Brainlab, Feldkirchen, Germany) using the automatic 'best ﬁt' algorithm.""",全文机构
Mineralized osteoblast-derived exosomes and 3D-printed ceramic-based scaffolds for enhanced bone healing: A preclinical exploration,mineralized osteoblast derived exosomes and 3d printed ceramic based scaffolds for enhanced bone healing a preclinical exploration,S3XDHQ38,10.1016/j.actbio.2025.05.051,ACTA BIOMATERIALIA,journalArticle,2025/6/15,2025,Oral and Maxillofacial Surgery,nTopology,Digital Design and Manufacturing,CHE,computational,"""Gyroid scaffolds were designed by nTopology v.3 software with a wall thickness of 0.2 mm and pores of 0.8 mm.""",全文机构
Three-Dimensional Quantitative Analysis of Maxillary Arch Morphology Across Sagittal and Vertical Skeletal Patterns,three dimensional quantitative analysis of maxillary arch morphology across sagittal and vertical skeletal patterns,X4EJBTIQ,10.3390/app16062708,APPLIED SCIENCES-BASEL,journalArticle,2026/3/12,2026,Orthodontics,MATLAB,Morphological and Phenotypic Analysis,TUR,computational,"""The resulting STL files were analyzed using a custom, fully automated algorithm (MaxArchAnalyzer v2.1) developed in MATLAB R2022a (MathWorks, Natick, MA, USA).""",Crossref
