序号,Key,Title,优势,挑战,缺口,原始返回
654,YYJF9M92,Effects of incremental mandibular advancement on upper airways morphology and anatomical structures: a preliminary CT scan study on body donors.,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
652,JVRN27GF,Three-dimensional virtual planning in mandibular advancement surgery: Soft tissue prediction based on deep learning,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
657,C4T4CYED,Accuracy and surface roughness of Co-Cr partial denture frameworks with different fabrication methods,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
656,RLHZZQIF,Three-dimensional finite element analysis of full-arch implant-supported dental restorations: complete vs. segmented frameworks,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
655,46W9JXVL,Suitability and Trueness of the Removable Partial Denture Framework Fabricating by Polyether Ether Ketone with CAD-CAM Technology,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
660,CM5ESAGD,"DIVA, a 3D virtual reality platform, improves undergraduate craniofacial trauma education",A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
658,P8WWLP4V,Three-Dimensional Volumetric Analysis of Frontal Ethmoidal Cells and Evaluation of Influential Factors: A Helical Computed Tomography Study,"A2,A6",C9,"G1,G4","【优势】: A2, A6
【挑战】: C9
【缺口】: G1, G4"
661,QNI34BLU,The microbiological effect of virgin coconut oil on the morphological and volumetric dimensional changes of 3D printed surgical guides (in vitro study),A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
662,7GANPVVG,A novel approach for determining instantaneous centers of rotation of the mandible with an intraoral scanner: A preliminary study.,"A2,A5,A6","C4,C6","G1,G4","【优势】: A2, A5, A6
【挑战】: C4, C6
【缺口】: G1, G4"
659,8PBRU82N,TCFNet: Bidirectional face-bone transformation via a Transformer-based coarse-to-fine point movement network.,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
663,YHMC9EU4,An In Vitro Study of the Reproducibility of the Drilling Access of Digitalized Surgical Guides Generated via Three Different Implant Planning Software Programs,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
665,Y5JWYY4F,Three-dimensional analysis of mandibular and condylar growth using artificial intelligence tools: a comparison of twin-block and Frankel II Appliances,"A2,A5,A6",C9,G4,"【优势】: A2, A5, A6
【挑战】: C9
【缺口】: G4"
664,F78S65N9,Mandible Segmentation of Dental CBCT Scans Affected by Metal Artifacts Using Coarse-to-Fine Learning Model,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
667,B2M3DARR,Computer Aided Orthognathic Surgery: A General Method for Designing and Manufacturing Personalized Cutting/Repositioning Templates,"A1,A3,A5",C4,"G1,G4","【优势】: A1, A3, A5
【挑战】: C4
【缺口】: G1, G4"
666,IYKJ62I6,Pressure-based finite element analysis of setup distance in clear aligner canine retraction comparing bodily and tipping movements.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
670,2CNYCSQG,Stress distribution in titanium and zirconia implants with full-arch prostheses: a finite element analysis.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
669,KLM4ETUM,Mechanical Performance of Chairside Ceramic CAD/CAM Restorations and Zirconia Abutments with Different Internal Implant Connections: In Vitro Study and Finite Element Analysis,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
668,34EC3W3G,A Comparison of Denture Base Retention and Adaptation Between CAD/CAM and Conventional Fabrication Techniques,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
672,CL73C5HV,Study on fracture behavior of molars based on three-dimensional high-precision computerized tomography scanning and numerical simulation,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
671,4PBV2R5L,Comparative analysis of five AI platforms for mandibular canal segmentation on CBCT images,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
673,W3DKWQAN,Clinical implementation of an EU MDR-compliant point-of-care manufacturing framework for patient-specific 3D-printed PEEK implants in craniomaxillofacial  reconstruction.,"A1,A5,A6","C4,C8","G1,G4","【优势】: A1, A5, A6
【挑战】: C4, C8
【缺口】: G1, G4"
675,NV8EMBKE,The accuracy of a novel image-guided hybrid robotic system for dental implant placement: An in vitro study.,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
676,MVGIWU9B,AI-Assisted Identification of the Medial Lingual Foramen on CBCT: A Deep Learning Approach for Preoperative Implant Assessment.,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
677,HCE22CUF,Oral-Anatomical Knowledge-Informed Semi-Supervised Learning for 3D Dental CBCT Segmentation and Lesion Detection,"A5,A6","C4,C5","G1,G4","【优势】: A5, A6
【挑战】: C4, C5
【缺口】: G1, G4"
674,WVD49PF9,Robot-assisted augmented reality navigation for osteotomy and personalized guide-plate in mandibular reconstruction: a preclinical study,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
678,YWYMMHNG,Workflow for guided implant placement based on anatomic landmarks and the CAD-CAM fabrication of a prosthetic framework for an implant-supported fixed dental prosthesis,"A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
679,39AN7GMH,STRESS DISTRIBUTION OF MONOLITHIC AND VENEERED THREE-UNIT ZIRCONIA FDPS: A FINITE ELEMENT ANALYSIS,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
683,X4AMPF75,A novel fluoride tray-assisted workflow for artificial intelligence-driven automated maxillary gingival segmentation on cone beam CT,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
680,N6CQF3L9,Combining Coaxial Electrospinning and 3D Printing: Design of Biodegradable Bilayered Membranes with Dual Drug Delivery Capability for Periodontitis  Treatment.,"A1,A2,A5",C9,"G1,G4","【优势】: A1, A2, A5
【挑战】: C9
【缺口】: G1, G4"
681,7ECMK5KU,Performance of Rigid and Soft Transfer Templates Using Viscous and Fluid Resin-Based Composites in the Attachment Bonding Process of Clear Aligners.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
684,6LPJ3GYL,Reduced graphene oxide loaded with tetrahedral framework nucleic acids for combating orthodontically induced root resorption,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
682,RFPYNGAN,Skeletal facial asymmetry: reliability of manual and artificial intelligence-driven analysis,A9,"C4,C6","G1,G2,G4","【优势】: A9
【挑战】: C4, C6
【缺口】: G1, G2, G4"
685,GID4YXLX,Jaw Morphology and Factors Associated with Upper Impacted Canines: Case-Controlled Trial,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
686,ARSEKXEW,Low-Profile Electromagnetic Field Sensors in the Measurement and Modelling of Three-Dimensional Jaw Kinematics and Occlusal Loading,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
687,QY8WZNYX,Digital Dental Biometrics for Human Identification Based on Automated 3D Point Cloud Feature Extraction and Registration,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
689,EC9P5DI3,In Vivo Assessment of SED: A Novel Biomechanical Indicator for Periodontal Tissue Remodeling in Clear Aligner Therapy,A9,C9,"G1,G2,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G2, G4"
690,QLSFY6I6,3D printing titanium grid scaffold facilitates osteogenesis in mandibular segmental defects,"A1,A5",C9,"G1,G4","【优势】: A1, A5
【挑战】: C9
【缺口】: G1, G4"
691,X6MQB5ZG,"3D printed indirect bonding trays: transfer accuracy of bar vs shell design in a prospective, randomized clinical trial",A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
688,YYC34XSZ,Fully Digital versus Conventional Workflows for Fabricating Posterior Three-Unit Implant-Supported Reconstructions: A Prospective Crossover Clinical Trial,A5,C4,G4,"【优势】: A5
【挑战】: C4
【缺口】: G4"
692,HSRHKBRU,Computational Evaluation of Stress Distribution in Endocrown-Restored Immature Mandibular Molars: A Finite Element Approach,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
693,9SNK3E6R,Effect of Internal Structural Design on Stress Distribution in 3D-Printed Subperiosteal Implants Under Mechanical Loading,"A1,A6",C9,"G1,G4","【优势】: A1, A6
【挑战】: C9
【缺口】: G1, G4"
695,6B24QV77,"Procedure Increasing the Accuracy of Modelling and the Manufacturing of Surgical Templates with the Use of 3D Printing Techniques, Applied in Planning the Procedures of Reconstruction of the Mandible","A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
698,2REVVA6Z,A Digital Workflow for the Fabrication of a Milled Removable Partial Denture,"A1,A6",C1,G1,"【优势】: A1, A6
【挑战】: C1
【缺口】: G1"
694,ZPAI37L6,Mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,A9,C9,"G1,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G4"
696,IJJPZDUJ,Mandibular extracellular vesicles mediate morphogenesis and mineralization of tooth germs in miniature swine through the miR-206/HDAC4 signaling axis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
697,6J23L4DI,Digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients. A controlled clinical trial,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
699,5GKX37T6,Patient-specific virtual surgical planning for tongue reconstruction: evaluating hyperelastic inverse FEM with four simulated tongue cancer cases,"A6,A5",C4,"G1,G4","【优势】: A6, A5
【挑战】: C4
【缺口】: G1, G4"
700,KHNTF6NJ,Posterior implant angulation without cantilever reduction in mandibular All-on-4: a controlled finite element analysis of stress transfer and implant macrodesign  effects.,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
702,HI8MENLK,Three-Dimensional Finite Element Analysis of Stress Distribution in a Tooth Restored with Full Coverage Machined Polymer Crown,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
705,I8JFM7AT,Automated artificial intelligence-driven 3-dimensional craniofacial superimposition for clinically useful treatment outcomes in growing patients: A  multicenter study.,"A3,A5,A6",C4,"G1,G4","【优势】: A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
706,DHQBWA35,Microstructure and Mechanical Properties of Co-Cr Alloy Fabricated by Selective Laser Melting Technology for Removable Partial Denture Frameworks,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
707,UEHCEHSN,A Three-Year Prospective Study Comparing Stereolithography Printed Models to Classical Impression and Plaster Cast Models in Orthodontic Therapy: A 3D Objectification Approach,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
704,68LCNUVN,Direct ink writing with dental composites: A paradigm shift toward sustainable chair-side production,"A3,A5","C4,C5","G1,G4","【优势】: A3, A5
【挑战】: C4, C5
【缺口】: G1, G4"
703,8F9WEIIK,Comparing the trueness of 3D printing and conventional casting for removable partial denture metal framework fabrication in different mandibular major connectors designs: An in vitro study,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
708,R8CJZGFR,Comparison of marginal accuracy in two different materials used in provisional crown and bridge - an in vitro experimental study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
701,XGS4APUB,Multi-view deep learning for mandibular landmark localization,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
710,QHUP7V97,Intelligent geometry compensation for additive manufactured oral maxillary stent by genetic algorithm and backpropagation network,"A1,A5,A6",C9,G1,"【优势】: A1, A5, A6
【挑战】: C9
【缺口】: G1"
709,BBL9T48I,Biomimetic 3D-printed gyroid scaffolds with versatile bioactive coatings for complex craniomaxillofacial bone regeneration,"A1,A5,A6",C9,G1,"【优势】: A1, A5, A6
【挑战】: C9
【缺口】: G1"
711,AY6279X7,Geometric plane alignment as a methodological requirement for accurate angular measurement in three-dimensional craniofacial imaging.,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
712,2TPBCDEY,Accuracy of guided implant surgery obtained using 3D-printed surgical guides - An in vitro comparison of four evaluation methods,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
713,9D6677BV,Effect of framework material and gyroid lattice design on the biomechanics of all-on-four full-arch prostheses.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
714,RB2EMABN,In vivo trueness and precision of full-arch implant scans using intraoral scanners with three different acquisition protocols,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
716,VXGSB6P7,"Hierarchical 2D to 3D micro/nano-histology of human dental caries lesions using light, X-ray and electron microscopy","A2,A6",C9,G9,"【优势】: A2, A6
【挑战】: C9
【缺口】: G9"
717,T6EQ48WZ,Study on 3D printed MXene-berberine-integrated scaffold for photo-activated antibacterial activity and bone regeneration,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
715,CKG49MIJ,Prosthesis repair of oral implants based on artificial intelligenc`e finite element analysis,"A5,A6","C1,C4","G1,G4","【优势】: A5, A6
【挑战】: C1, C4
【缺口】: G1, G4"
718,K9NG599R,Multi-Architecture deep learning for CBCT segmentation of dental hard tissues and pulp in mixed dentition.,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
719,DFBH82QS,Protease-responsive protein hydrogel enabling spatiotemporal ClO2 release for precision treatment of intracellular infections and periodontitis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
721,R6YFN9SG,Effect of print orientation of 3D-printed aligner templates on the volumetric accuracy of transferred composite attachments: an in vitro study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
724,DCJH8XKA,Etched 3D-Printed Polycaprolactone Constructs Functionalized with Reduced Graphene Oxide for Enhanced Attachment of Dental Pulp-Derived Stem Cells,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
720,RYA4IC44,"Impact of framework material, cantilever design, and wing configuration on stress distribution in patient specific additively manufactured subperiosteal jaw implants: a 3D finite element analysis",A1,C4,G1,"【优势】: A1
【挑战】: C4
【缺口】: G1"
723,A3GV56C7,Spatiotemporal mechanical stimuli from dental crypt during tooth development: An integrated experimental and computational study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
725,3FJVJNIB,Impact of the superimposition reference area on intraoral scanning accuracy in a partially dentate maxilla.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
727,UYKQ4QIQ,Clinical efficacy of early intervention timing for inversely impacted maxillary central incisors,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
726,567Q4TW9,A customised 3D U-Net model for bifid mandibular canal segmentation and detection on CBCT: a diagnostic accuracy study,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
722,5MX98NQ5,Comparison of stereolithography (STL) and polygon file format (PLY) for intraoral scans: From chairside to archive.,"A3,A4,A5,A6","C2,C4","G1,G3","【优势】: A3, A4, A5, A6
【挑战】: C2, C4
【缺口】: G1, G3"
730,A2IQLI82,Biomechanical evaluation of prosthetic framework materials in subperiosteal implants: a finite element analysis,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
729,92FDR9R4,Impact of profile angle of CAD-CAM abutment on the marginal bone loss of implant-supported single-tooth posterior restorations,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
734,J4VD92PC,Digital model superimpositions: are different software algorithms equally accurate in quantifying linear tooth movements?,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
731,9RK8X4SA,A 3D In-vitro model of the human dentine interface shows long-range osteoinduction from the dentine surface,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
735,U2VNRQWT,Accuracy of face scan-based virtual facebow records: A comparison between two registration methods,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
732,PWK5Z86Q,AI-driven automation of occlusal surface design in digital prosthodontics: a clinically validated workflow,"A5,A6",C9,G4,"【优势】: A5, A6
【挑战】: C9
【缺口】: G4"
733,UVGSTG9C,Detecting Mandible Fractures in CBCT Scans Using a 3-Stage Neural Network.,"A2,A5,A6",C9,"G1,G4","【优势】: A2, A5, A6
【挑战】: C9
【缺口】: G1, G4"
736,ZGJK5PD2,Microrobotics for Precision Biofilm Diagnostics and Treatment,"A5,A6",C4,"G1,G2","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G2"
741,3TF24KAM,Feasibility of augmented reality using dental arch-based registration applied to navigation in mandibular distraction osteogenesis: a phantom experiment,A6,C9,"G1,G4","【优势】: A6
【挑战】: C9
【缺口】: G1, G4"
738,RZZAIR96,Effect of different storage conditions on dimensional accuracy of 3D-printed dental models,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
739,HHXKMFE3,Mechanotherapeutic Modulation of the Nasal Microenvironment: RAMPA-Induced Maxillofacial Remodeling and Its Pathophysiological Impact on Mucus Rheology and  Chronic Inflammation.,A9,C9,"G1,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G4"
742,Y5SI9D7I,Automatic prediction of depth of invasion in oral tongue squamous cell carcinoma using a multimodal regression network fusing prior text and anatomical knowledge,"A5,A6,A3",C4,"G1,G4","【优势】: A5, A6, A3
【挑战】: C4
【缺口】: G1, G4"
740,EKQJE262,"Comparison of Low-Dose, Standard-Dose, and High-Definition CBCT Protocols for STL Reconstruction Accuracy in Digital Bone Scaffold Workflows.",A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
737,8HPQKBVZ,Passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium CAD\textbackslashCAM 3-unit implant supported frameworks in free end saddle models: a pilot invitro study,"A5,A9","C4,C9","G1,G4","【优势】: A5, A9
【挑战】: C4, C9
【缺口】: G1, G4"
747,HN62NC7A,"Biomechanics of the tooth cervical region investigated using 3D digital image correlation, micro CT, and finite element analysis",A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
743,7QDPDBCV,Comparison of biomechanical performance of custom implants with different designs under functional load: a finite element analysis.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
746,QLPEUI2S,Biomechanical Evaluation of Framework Materials in All-on-Four Versus All-on-Six Prostheses: A Finite Element Study.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
748,B8ZTR89F,A Low-Cost Wireless Bite Force Measurement Device,"A1,A3,A5,A6",C4,"G1,G4","【优势】: A1, A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
744,DFF9LQMV,Development and Validation of a Freehand 3-D Ultrasound System for Real-Time Intraoral Image Reconstruction,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
745,FFCB7QN3,In-vivo evaluation of Artificial Intelligence Driven Remote Monitoring technology for tracking tooth movement and reconstruction of 3-dimensional digital models during orthodontic treatment,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
749,5EV82UG8,Tomographic similarity scan with a computed modified absolute mandibular midsagittal plane for precise and objective localization of mandibular asymmetry,"A2,A6",C9,"G1,G4","【优势】: A2, A6
【挑战】: C9
【缺口】: G1, G4"
750,37R7W5UU,Comparison of the accuracy of removable partial denture frameworks fabricated using conventional and digital impressions: a clinical study,"A5,A6",C9,G4,"【优势】: A5, A6
【挑战】: C9
【缺口】: G4"
751,5N9WLQW9,Biomechanical comparison of titanium and Y-TZP subperiosteal implants in atrophic maxilla: a finite element study.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
753,IUQMK852,Evaluation of the stability of the palatal rugae using the three-dimensional orthodontic treatment,A6,C9,"G1,G4","【优势】: A6
【挑战】: C9
【缺口】: G1, G4"
756,92NITIHK,Does adding markers increase the accuracy and efficiency of intraoral scanning of complete dentures?,"A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
752,9VYQRD5N,Effect of attachment flash on clear aligner force delivery: an in vitro study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
754,SUK2X4DR,Evaluation of an AI-based segmentation model for mandibular fracture segmentation on CBCT using volumetric and 2D slice-based validation approaches.,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
755,NJJRVPS5,"Comparison of the reproducibility of maxillary position transfer with a mechanical facebow and those with facial scanning and cone beam computed  tomography, based on a method of model orientation using anatomical landmarks.","A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
757,DTQPUFEH,A finite element analysis of a dental implant with a conformal lattice structure: a parametric exploration under occlusal loading.,"A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
761,K8IC6T9C,A comparative study of bone remodeling around hydroxyapatite-coated and novel radial functionally graded dental implants using finite element simulation,"A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
758,9792KQV4,"Evaluation of the accuracy (trueness, precision) and processing time of different 3-dimensional CAD software programs and algorithms for virtual cast alignment.","A6,A5",C4,"G1,G3","【优势】: A6, A5
【挑战】: C4
【缺口】: G1, G3"
763,WJH5GAGS,"Traditional, 2D and 3D Workflows: What Is Better for Aesthetic Rehabilitation of Superior Anterior Teeth?",A3,C5,G9,"【优势】: A3
【挑战】: C5
【缺口】: G9"
760,PKJDLVCU,Deep learning driven segmentation of maxillary impacted canine on cone beam computed tomography images,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
759,UKZFIWZJ,Three-Dimensional Printed Hydroxyapatite Bone Substitutes Designed by a Novel Periodic Minimal Surface Algorithm Are Highly Osteoconductive,"A1,A6",C9,G1,"【优势】: A1, A6
【挑战】: C9
【缺口】: G1"
762,YUGFZPB8,Instantaneous and Markerless Registration for Mandible Reconstruction Robot With Fibular Holder,"A5,A6",C4,G1,"【优势】: A5, A6
【挑战】: C4
【缺口】: G1"
768,BBL5YC5J,Spontaneous dental implant macro-migration in low-density bone: An 8-year case report.,"A3,A6",C9,"G1,G4","【优势】: A3, A6
【挑战】: C9
【缺口】: G1, G4"
765,CQM5FTNI,An Innovative “Tooth-On-Chip” Microfluidic Device Emulating the Structure and Physiology of the Dental Pulp Tissue,"A1,A2,A5",C9,"G1,G4","【优势】: A1, A2, A5
【挑战】: C9
【缺口】: G1, G4"
770,D9FTATP8,Clinical evaluation of a one-piece polyetheretherketone removable partial denture fabricated using a novel digital workflow: A self-controlled clinical trial,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
766,4IAWUJZW,Novel design of additive manufactured hollow porous implants.,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
767,QDLVNNQA,Upper Airway Segmentation Based on the Attention Mechanism of Weak Feature Regions,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
771,X6ATHIVM,Effect of preparation design and scan pattern on the accuracy of intraoral scans for complete arch laminate veneers under simulated intraoral variables,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
773,JANGC8LD,"Fractured Full-Arch Tooth-Supported Zirconia Bridge: Thin Design, Surface Damage, and Excessive Cement Layer Thickness.",A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
774,WMEDMW72,Influence of Transmucosal Contour on Peri-Implant Soft Tissue Dimensions: A Cross-Sectional Study in Posterior Single-Tooth Implants.,A9,C9,"G1,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G4"
772,VTPR5HZL,Estimating Reference Shape Model for Personalized Surgical Reconstruction of Craniomaxillofacial Defects,"A1,A2,A5,A6",C4,"G1,G4","【优势】: A1, A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
776,WY9YT5C5,Predicting site-specific alveolar bone remodeling in class III decompensation: a preliminary study based on a data-driven RBF framework.,"A2,A6",C4,"G1,G4","【优势】: A2, A6
【挑战】: C4
【缺口】: G1, G4"
775,JILIPTM5,The link between abutment configuration and marginal bone loss in subcrestally placed posterior implant-supported restorations,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
778,NJ5KK25B,Effect of peri-implant bone resorption on mechanical stress in the implant body: In vivo measured load-based finite element analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
777,LSHIDCRW,Objective characterization of dental occlusal and fissure morphologies: Method development and exploratory analysis,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
782,FIMEVJK3,Biomechanical effect of implant thickness and screw diameter on CFR-PEEK subperiosteal implants: a three-dimensional finite element analysis,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
783,MZH3CXYR,A digital workflow for pair matching of maxillary anterior teeth using a 3D segmentation technique for esthetic implant restorations,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
784,JYJSMM4M,Dynamic navigation for prosthetically driven zygomatic implant placement in extensive maxillary defects: Results of a prospective case series,A6,C6,G4,"【优势】: A6
【挑战】: C6
【缺口】: G4"
780,7M8ERVJ3,Development of an Automatic Computer Program to Determine the Optimal Dental Implant Size and Position for Fibula Free Flap Surgery.,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
781,ZPHWMMKX,Influence of different education approaches on the implantation performance of dental practitioners in aesthetic zone.,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
785,QNT8ENQE,"Influence of Intraoral Scanners, Operators, and Data Processing on Dimensional Accuracy of Dental Casts for Unsupervised Clinical Machine Learning: An In Vitro  Comparative Study.","A5,A6",C4,"G1,G2,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G2, G4"
787,EZJLMVRU,DentalArch: AI-Based Arch Shape Detection in Orthodontics,"A3,A5,A6",C9,"G1,G4","【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G1, G4"
786,XUN6KXA3,Clinical factors influencing implant positioning by guided surgery using a nonmetal sleeve template in the partially edentulous ridge: Multiple regression analysis of a prospective cohort,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
793,QRK3VBMA,Optimization of Resin Printing Parameters for Improved Surface Roughness Using Metaheuristic Algorithms: A Multifaceted Approach,"A5,A6",C9,G9,"【优势】: A5, A6
【挑战】: C9
【缺口】: G9"
790,AN2LBDKB,Custom design of a temporomandibular joint prosthesis: A kinematic approach evaluated by finite element analysis,"A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
789,7VE5J5DD,"Influence of exposure protocol, voxel size, and artifact removal algorithm on the trueness of segmentation utilizing an artificial-intelligence-based system",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
788,P44D7LA4,Fit and retention of complete denture bases: Part I e Conventional versus CAD-CAM methods: A clinical controlled crossover study,A9,C9,G4,"【优势】: A9
【挑战】: C9
【缺口】: G4"
792,TYANEIC4,Electromagnetic Navigation in Mandibular Reconstruction Using Autologous Grafts: A Color-Coded Assistance for Precise Positioning of Bone Segments.,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
791,IHFWL9JR,Application of temporary patient-specific plate in head and neck osteocutaneous free flap reconstruction: a prospective pilot study.,"A3,A5,A6",C4,"G1,G4","【优势】: A3, A5, A6
【挑战】: C4
【缺口】: G1, G4"
