序号,Key,Title,Archetype
718,R6YFN9SG,Effect of print orientation of 3D-printed aligner templates on the volumetric accuracy of transferred composite attachments: an in vitro study,2
719,5MX98NQ5,Comparison of stereolithography (STL) and polygon file format (PLY) for intraoral scans: From chairside to archive.,2
720,A3GV56C7,Spatiotemporal mechanical stimuli from dental crypt during tooth development: An integrated experimental and computational study,3
721,DCJH8XKA,Etched 3D-Printed Polycaprolactone Constructs Functionalized with Reduced Graphene Oxide for Enhanced Attachment of Dental Pulp-Derived Stem Cells,4
722,3FJVJNIB,Impact of the superimposition reference area on intraoral scanning accuracy in a partially dentate maxilla.,2
723,567Q4TW9,A customised 3D U-Net model for bifid mandibular canal segmentation and detection on CBCT: a diagnostic accuracy study,1
724,UYKQ4QIQ,Clinical efficacy of early intervention timing for inversely impacted maxillary central incisors,1
725,92FDR9R4,Impact of profile angle of CAD-CAM abutment on the marginal bone loss of implant-supported single-tooth posterior restorations,2
726,A2IQLI82,Biomechanical evaluation of prosthetic framework materials in subperiosteal implants: a finite element analysis,3
727,9RK8X4SA,A 3D In-vitro model of the human dentine interface shows long-range osteoinduction from the dentine surface,4
728,PWK5Z86Q,AI-driven automation of occlusal surface design in digital prosthodontics: a clinically validated workflow,2
729,UVGSTG9C,Detecting Mandible Fractures in CBCT Scans Using a 3-Stage Neural Network.,1
730,J4VD92PC,Digital model superimpositions: are different software algorithms equally accurate in quantifying linear tooth movements?,2
731,U2VNRQWT,Accuracy of face scan-based virtual facebow records: A comparison between two registration methods,2
732,ZGJK5PD2,Microrobotics for Precision Biofilm Diagnostics and Treatment,4
733,8HPQKBVZ,Passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium CAD\textbackslashCAM 3-unit implant supported frameworks in free end saddle models: a pilot invitro study,4
734,RZZAIR96,Effect of different storage conditions on dimensional accuracy of 3D-printed dental models,2
735,HHXKMFE3,Mechanotherapeutic Modulation of the Nasal Microenvironment: RAMPA-Induced Maxillofacial Remodeling and Its Pathophysiological Impact on Mucus Rheology and  Chronic Inflammation.,3
736,EKQJE262,"Comparison of Low-Dose, Standard-Dose, and High-Definition CBCT Protocols for STL Reconstruction Accuracy in Digital Bone Scaffold Workflows.",1
737,3TF24KAM,Feasibility of augmented reality using dental arch-based registration applied to navigation in mandibular distraction osteogenesis: a phantom experiment,1
738,Y5SI9D7I,Automatic prediction of depth of invasion in oral tongue squamous cell carcinoma using a multimodal regression network fusing prior text and anatomical knowledge,1
739,7QDPDBCV,Comparison of biomechanical performance of custom implants with different designs under functional load: a finite element analysis.,3
740,DFF9LQMV,Development and Validation of a Freehand 3-D Ultrasound System for Real-Time Intraoral Image Reconstruction,1
741,FFCB7QN3,In-vivo evaluation of Artificial Intelligence Driven Remote Monitoring technology for tracking tooth movement and reconstruction of 3-dimensional digital models during orthodontic treatment,2
742,QLPEUI2S,Biomechanical Evaluation of Framework Materials in All-on-Four Versus All-on-Six Prostheses: A Finite Element Study.,3
743,HN62NC7A,"Biomechanics of the tooth cervical region investigated using 3D digital image correlation, micro CT, and finite element analysis",3
744,B8ZTR89F,A Low-Cost Wireless Bite Force Measurement Device,4
745,5EV82UG8,Tomographic similarity scan with a computed modified absolute mandibular midsagittal plane for precise and objective localization of mandibular asymmetry,2
746,37R7W5UU,Comparison of the accuracy of removable partial denture frameworks fabricated using conventional and digital impressions: a clinical study,2
747,5N9WLQW9,Biomechanical comparison of titanium and Y-TZP subperiosteal implants in atrophic maxilla: a finite element study.,3
748,9VYQRD5N,Effect of attachment flash on clear aligner force delivery: an in vitro study,4
749,IUQMK852,Evaluation of the stability of the palatal rugae using the three-dimensional orthodontic treatment,2
750,SUK2X4DR,Evaluation of an AI-based segmentation model for mandibular fracture segmentation on CBCT using volumetric and 2D slice-based validation approaches.,1
751,NJJRVPS5,"Comparison of the reproducibility of maxillary position transfer with a mechanical facebow and those with facial scanning and cone beam computed  tomography, based on a method of model orientation using anatomical landmarks.",2
752,92NITIHK,Does adding markers increase the accuracy and efficiency of intraoral scanning of complete dentures?,2
753,DTQPUFEH,A finite element analysis of a dental implant with a conformal lattice structure: a parametric exploration under occlusal loading.,3
754,9792KQV4,"Evaluation of the accuracy (trueness, precision) and processing time of different 3-dimensional CAD software programs and algorithms for virtual cast alignment.",2
755,UKZFIWZJ,Three-Dimensional Printed Hydroxyapatite Bone Substitutes Designed by a Novel Periodic Minimal Surface Algorithm Are Highly Osteoconductive,4
756,PKJDLVCU,Deep learning driven segmentation of maxillary impacted canine on cone beam computed tomography images,2
757,K8IC6T9C,A comparative study of bone remodeling around hydroxyapatite-coated and novel radial functionally graded dental implants using finite element simulation,3
758,YUGFZPB8,Instantaneous and Markerless Registration for Mandible Reconstruction Robot With Fibular Holder,3
759,WJH5GAGS,"Traditional, 2D and 3D Workflows: What Is Better for Aesthetic Rehabilitation of Superior Anterior Teeth?",4
760,JFGG5SRB,Visualizing physiological sclerotic dentin via micro-computed tomography: A pilot study.,1
761,CQM5FTNI,An Innovative “Tooth-On-Chip” Microfluidic Device Emulating the Structure and Physiology of the Dental Pulp Tissue,4
762,4IAWUJZW,Novel design of additive manufactured hollow porous implants.,3
763,QDLVNNQA,Upper Airway Segmentation Based on the Attention Mechanism of Weak Feature Regions,1
764,BBL5YC5J,Spontaneous dental implant macro-migration in low-density bone: An 8-year case report.,2
765,WS7EVNAT,Effect of platform design of dental implant abutment on loosening and fatigue performance,3
766,D9FTATP8,Clinical evaluation of a one-piece polyetheretherketone removable partial denture fabricated using a novel digital workflow: A self-controlled clinical trial,4
767,X6ATHIVM,Effect of preparation design and scan pattern on the accuracy of intraoral scans for complete arch laminate veneers under simulated intraoral variables,2
768,VTPR5HZL,Estimating Reference Shape Model for Personalized Surgical Reconstruction of Craniomaxillofacial Defects,1
769,JANGC8LD,"Fractured Full-Arch Tooth-Supported Zirconia Bridge: Thin Design, Surface Damage, and Excessive Cement Layer Thickness.",2
770,WMEDMW72,Influence of Transmucosal Contour on Peri-Implant Soft Tissue Dimensions: A Cross-Sectional Study in Posterior Single-Tooth Implants.,2
771,JILIPTM5,The link between abutment configuration and marginal bone loss in subcrestally placed posterior implant-supported restorations,2
772,WY9YT5C5,Predicting site-specific alveolar bone remodeling in class III decompensation: a preliminary study based on a data-driven RBF framework.,1
773,LSHIDCRW,Objective characterization of dental occlusal and fissure morphologies: Method development and exploratory analysis,2
774,NJ5KK25B,Effect of peri-implant bone resorption on mechanical stress in the implant body: In vivo measured load-based finite element analysis,3
775,7M8ERVJ3,Development of an Automatic Computer Program to Determine the Optimal Dental Implant Size and Position for Fibula Free Flap Surgery.,1
776,ZPHWMMKX,Influence of different education approaches on the implantation performance of dental practitioners in aesthetic zone.,2
777,FIMEVJK3,Biomechanical effect of implant thickness and screw diameter on CFR-PEEK subperiosteal implants: a three-dimensional finite element analysis,3
778,MZH3CXYR,A digital workflow for pair matching of maxillary anterior teeth using a 3D segmentation technique for esthetic implant restorations,1
779,JYJSMM4M,Dynamic navigation for prosthetically driven zygomatic implant placement in extensive maxillary defects: Results of a prospective case series,1
780,QNT8ENQE,"Influence of Intraoral Scanners, Operators, and Data Processing on Dimensional Accuracy of Dental Casts for Unsupervised Clinical Machine Learning: An In Vitro  Comparative Study.",4
781,XUN6KXA3,Clinical factors influencing implant positioning by guided surgery using a nonmetal sleeve template in the partially edentulous ridge: Multiple regression analysis of a prospective cohort,2
782,EZJLMVRU,DentalArch: AI-Based Arch Shape Detection in Orthodontics,2
783,P44D7LA4,Fit and retention of complete denture bases: Part I e Conventional versus CAD-CAM methods: A clinical controlled crossover study,2
784,7VE5J5DD,"Influence of exposure protocol, voxel size, and artifact removal algorithm on the trueness of segmentation utilizing an artificial-intelligence-based system",2
785,AN2LBDKB,Custom design of a temporomandibular joint prosthesis: A kinematic approach evaluated by finite element analysis,3
786,IHFWL9JR,Application of temporary patient-specific plate in head and neck osteocutaneous free flap reconstruction: a prospective pilot study.,1
787,TYANEIC4,Electromagnetic Navigation in Mandibular Reconstruction Using Autologous Grafts: A Color-Coded Assistance for Precise Positioning of Bone Segments.,1
788,QRK3VBMA,Optimization of Resin Printing Parameters for Improved Surface Roughness Using Metaheuristic Algorithms: A Multifaceted Approach,4
789,JH94FFYH,Experimental study on dimensional variations of 3D printed dental models based on printing orientation.,2
790,LH8UPF46,Automated micro-CT quantification of clear aligner fit: a pilot comparison of manufacturing processes.,1
791,EW9LCFMA,A Smart Projective Imaging and Navigation System for Oral and Maxillofacial Surgery,1
792,KY63Y6R9,Zirconia endocrown with intracanal extension and zi posts on maxillary molars: in silico study,3
793,TZGXEUSU,Evaluation of the Retentive Forces from Removable Partial Denture Clasps Manufactured by the Digital Method,4
794,KBURGWIJ,Fully automated 3D segmentation of periapical lesions on CBCT images using nnU-Net v2,2
795,JB6FVHV7,Age-related changes in the parotid gland: a computed tomography-based radiomics study.,1
796,SB5HVH7V,Direction-oriented fiber guiding with a tunable tri-layer-3D scaffold for periodontal regeneration,4
797,MTZIVEQB,Tissue surface adaptation and retention of digital obturator after one year of use,2
798,H9GBH348,Biomechanical Effects of Platform Diameter and Screw Length in an Abutment-Free Tissue-Level Implant System Compared with a Ti-Base Configuration: 3D Finite Element Analysis,3
799,EB4NSAMK,Does the fixture thread depth affect the accuracy of implant placement during fully guided immediate implant placement?: A human cadaver study.,2
800,I73XE6IF,Root canal treatment planning by automatic tooth and root canal segmentation in dental CBCT with deep multi-task feature learning,1
801,4SX8KTJM,A New Method to Evaluate Trueness and Precision of Digital and Conventional Impression Techniques for Complete Dental Arch,2
802,ZUNK9NNI,Development of Micro-CT-Based Anatomically Accurate Tooth Model for Finite Element Analysis of Composite Restorations.,1
803,JP3XLWTI,Digital duplication of maxillary complete denture: A dental technique.,1
804,G42JR78G,Rehabilitation of the Severely Atrophic Maxilla with Subperiosteal Implants: A Biomechanical and Decision Analysis of Material and Configuration Choices.,3
805,TYDR2R9S,Three-dimensional finite element analysis of temporomandibular joint stresses following botulinum toxin injection and occlusal splint therapy in bruxism.,3
806,GMX68ZMT,An open-source AI tool for predicting cephalometric measurements from clinical data and photographic images,2
807,M7P5EH6Q,Automatic three-dimensional facial symmetry reference plane construction based on facial planar reflective symmetry net,2
808,NM4KD692,In vivo trueness of full-arch implant-supported CAD/CAM restorations and models based on conventional impressions,2
809,3SRFQXMZ,"Quantitative and qualitative evaluation of precision in dental 3D facial scanning across handheld, fixed multicamera, and smartphone depth-sensing systems.",2
810,QYXA5YVP,Three-dimensional finite element analysis of zygomatic and pterygoid implants for the rehabilitation of severely atrophic maxilla,3
811,ZFERNRSM,A novel method of 3D printing locating guide for abutment screw removal in cement- retained implant-supported prostheses,4
812,PGF7LT48,Trueness of the apical and middle root portion segments of 3D-printed removable die and alveolar cast designs manufactured using stereolithographic 3D printing,2
813,B3ERSAXL,"Noncarious cervical lesions in the aging population analyzed through digital scanning: occlusal risk factors, dimensions, and morphology",2
814,RHIDMTCI,Efficacy of Submucosal Polydeoxyribonucleotide Injection after Impacted Mandibular Third Molar Extraction: A Randomized Controlled Trial,2
815,JDYAQ7WP,Early-stage stability and degradation of patient-specific biodegradable 3D-printed implants for critical mandibular reconstruction,3
816,GT74L8L4,Vertical and Horizontal Ridge Augmentation Using Customized Three-Dimensionally Printed Polycaprolactone Mesh in Atrophic Posterior Maxillae: A Case Report,4
817,QAQKMGUW,Biomechanical Analysis of Different Pacifiers and Their Effects on the Upper Jaw and Tongue,3
818,FVXUA272,Augmented Reality-Assisted Surgical Exposure of an Impacted Tooth: A Pilot Study,1
819,LQCXZNNJ,"Concurrent computed tomography-based evaluation of nasal morphology, airway volume, and skeletal changes following craniofacial distraction osteogenesis: A  pilot retrospective case series.",1
820,K8EJXEIE,Accuracy of intraoral optical scan versus stereophotogrammetry for complete-arch digital implant impression: An in vitro study.,2
821,VNRCK3YD,A platform combining automatic segmentation and automatic measurement of the maxillary sinus and adjacent structures,1
822,BI5PRGUX,Differentiation of benign and malignant oral lesions through surface texture analysis and SVM modeling,1
823,42EI79XL,Investigation of Conventional vs Nonoriginal CAD/CAM Bars with Production Stage Differences: An In Vitro Precision Study Using a Novel Technique,2
824,HPU3KI8B,A TMPS-designed personalized mandibular scaffolds with optimized SLA parameters and mechanical properties,1
825,BXT93NMY,Bone-Implant Osseointegration Monitoring Using Electro-mechanical Impedance Technique and Convolutional Neural Network: A Numerical Study,3
826,USUBE7IV,3D Single-Tooth Reconstruction via Curriculum Learning and Topology-aware Generation,1
827,8GLIISG6,Three-Dimensional Hard and Soft Tissue Healing at Implants With A Modified Neck Design: An In Vivo Preclinical Study,2
828,RLTJ6JCJ,Effect of Crestal Position on Bone-Implant Stress Interface of Three-Implant Splinted Prostheses: A Finite Element Analysis,3
829,2ZLUSNLH,"Evaluation of the Effects of Diameter, Length, Splinted or Nonsplinted Form, and Crown-to-Implant Ratio on the Stress Distribution Around Extra-Short Implants in  the Posterior Mandible: Finite Element Analysis.",3
830,D4L4LQ75,A reproducible optical-microscopic framework for evaluating electronic apex locator performance in different irrigants using 3D-printed transparent resin  teeth.,1
831,EBNEIKEM,Effect of various printing parameters on the accuracy (trueness and precision) of 3D-printed partial denture framework,2
832,BP8J829M,Accuracy of the Implant Replica Positions on the Complete Edentulous Additive Manufactured Cast.,2
833,JTZRXANB,Influence of planning software and template design on the accuracy of static computer assisted implant surgery performed using guides fabricated with material extrusion technology: An in vitro study,4
834,JXPNURLI,New Approach to Dental Morphometric Research Based on 3D Imaging Techniques.,1
835,EJE3LUQJ,Tablet-based Augmented reality and 3D printed templates in fully guided Microtia Reconstruction: a clinical workflow.,1
836,W29E6BQZ,Fit and retention of complete denture bases: Part II - conventional impressions versus digital scans: A clinical controlled crossover study.,2
837,CD6KF4YY,CT-based three-dimensional morphometric analysis of the bony palate and hard palatal mucosa in female orthognathic surgery candidates.,1
838,VC56Q29E,A high-throughput framework for predicting three-dimensional structural-mechanical relationships of human cranial bones using a deep learning-based method,3
839,CES5463F,"Toothnroll: An R Package for Landmarking, Measuring, and Mapping Dental Tissues of Hominoid Anterior Teeth",1
840,29Y6WKV5,Three-dimensional evaluation of the effects of Bionator and Forsus appliances on oropharyngeal airway volume in patients with mandibular retrognathia,2
841,FGNMQN65,Clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery,1
842,EXVEHKU3,Advances in the Resection and Reconstruction of Midfacial Tumors Through Computer Assisted Surgery,1
843,S3XDHQ38,Mineralized osteoblast-derived exosomes and 3D-printed ceramic-based scaffolds for enhanced bone healing: A preclinical exploration,4
844,X4EJBTIQ,Three-Dimensional Quantitative Analysis of Maxillary Arch Morphology Across Sagittal and Vertical Skeletal Patterns,1
845,XC63D9X7,A personalized automated system of 3D facial soft tissue landmarks annotation based on deep learning and computer vision,1
846,B7TAIWTK,A 3D Co-Culture System Inspired by Fracture Healing Cell Interactions for Bone Tissue Engineering,4
847,A88G5IRI,Novel standardized method for inducing medication-related osteonecrosis of the jaw in rats and precise quantitative assessment of pathological outcomes,1
848,LZEYGM5C,Automatic landmark identification for surgical 3d-navigation - A proposed method for marker-free dental surgical navigation systems,1
849,33Z49IEH,Osteogenic Potential of 3D-Printed Porous Poly(lactide-co-trimethylene carbonate) Scaffolds Coated with Mg-Doped Hydroxyapatite,3
850,TY5VT4UV,Mixed Reality as a Digital Visualisation Solution for the Head and Neck Tumour Board: Application Creation and Implementation Study,1
851,TLW8WS3P,Morphology and Function Dual-Adjustable Biomimetic 4D-Printed Scaffold for the Regenerative Restoration of Complex Bone Defects,4
852,K8X9AYTL,Refined Surgical Protocol for the Insertion of Bioactive-coated Titanium Microscrews in the Rat Tibia,1
853,K24ZBIB8,Enhancing panoramic dental imaging with AI-driven arch surface fitting: achieving improved clarity and accuracy through an optimal reconstruction zone,1
854,QMGYIHYL,Multiclass CBCT Image Segmentation for Orthodontics with Deep Learning,1
855,ZC52QN7Q,Mixed reality combined with surgical navigation versus conventional navigation for resection of oral and maxillofacial tumors: a comparative study,1
856,5PW99INS,Optimization of PETG 3D printing parameters for the design and development of biocompatible bone implants,1
857,M6X88YQR,Increased rate of pseudarthrosis in the anterior intersegmental gap after mandibular reconstruction with fibula free flaps: a volumetric analysis,1
858,EI2TNAGK,Principal component analysis of 3-dimensional facial soft-tissue morphology in three adult populations,1
859,LFFHBJQR,Enhancing Maxillofacial Surgery: 3D-Printed Models from CT Scans for Improved Surgical Planning,1
860,YHB9JYVX,Tooth Segmentation of Dental Mesh Based on Improved Region Growing,1
861,UZID4KPU,Face analyzer 3D: Automatic facial profile detection and occlusion classification for dental purposes,2
862,8RD3AVC7,Effect of bar material on the biomechanical performance of hybrid dental prosthesis,3
863,3LP7326M,Type of maxillary segment mobilization affects three-dimensional nasal morphology,2
